name,Africa,Asia,Europe,North America,South America
GCA_003074395.1_ASM307439v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_003074415.1_ASM307441v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE30,1.3671743483598137e-07,0.9999661098443483,3.3684175051132686e-05,2.343674652877725e-08,4.582641909733503e-08
NODE31,1.3573391620468485e-07,0.9999696731094742,3.0122277983419985e-05,2.3309778840803884e-08,4.556884739951014e-08
GCA_003085875.1_ASM308587v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE32,1.3493185545847597e-07,0.9999707192757868,2.907719303742748e-05,2.3222344709415317e-08,4.5376975524317006e-08
GCA_001188325.1_YPY_1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_001188715.1_ASM118871v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE33,1.3574008950897858e-07,0.9999696421925938,3.0153186545140413e-05,2.331049771656623e-08,4.557027386392161e-08
GCA_001295065.1_ASM129506v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE34,1.3572790385619589e-07,0.9999697563334449,3.0039063601171972e-05,2.330842946434086e-08,4.5566620751706925e-08
GCA_001294905.1_ASM129490v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE35,1.3572153581023814e-07,0.9999697898358165,3.0005569859011387e-05,2.3307666727545366e-08,4.5565121932881146e-08
GCA_001295105.1_ASM129510v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE36,1.349315654766986e-07,0.9999707229005108,2.9073568766833904e-05,2.3222283444365586e-08,4.5376873418144563e-08
GCA_001295185.1_ASM129518v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_006376505.1_ASM637650v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE37,1.4114842184669038e-07,0.9998929170009351,0.00010686970419353826,2.4545047268167882e-08,4.760140243670545e-08
GCA_003085935.1_ASM308593v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE38,1.367126539334064e-07,0.9999661872659615,3.36067612360015e-05,2.343559591900029e-08,4.582455261910849e-08
NODE39,1.3573374154148474e-07,0.9999696755883581,3.0119799379962676e-05,2.3309738871739275e-08,4.556878167614844e-08
GCA_001295045.1_ASM129504v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE40,1.3493184977690467e-07,0.9999707193527667,2.907711606657109e-05,2.3222343423536916e-08,4.537697340495251e-08
GCA_001294915.1_ASM129491v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_006376545.1_ASM637654v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE41,1.3654701939338026e-07,0.9999686132759202,3.118101733776182e-05,2.3397605062033347e-08,4.5762117686252876e-08
NODE42,1.3572818244846123e-07,0.9999697532637222,3.0042132907022208e-05,2.3308480455267805e-08,4.556670776660121e-08
GCA_002993145.1_ASM299314v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE43,1.3493167128107958e-07,0.9999707217649163,2.907470420232907e-05,2.322230311221164e-08,4.537690694208874e-08
GCA_001188795.1_ASM118879v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_001294815.1_ASM129481v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE44,1.3654133460020297e-07,0.9999686946917559,3.109961057744538e-05,2.339632541510436e-08,4.5760006658399884e-08
NODE45,1.3572799520238782e-07,0.9999697558704698,3.0039526458704188e-05,2.3308438208595697e-08,4.5566638109127904e-08
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic,0.0,1.0,0.0,0.0,0.0
NODE46,1.349316652871445e-07,0.9999707218458669,2.9074623261360805e-05,2.322230175933586e-08,4.537690471141308e-08
GCA_000382545.1_Yersinia_pestis_assembly_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_001188335.1_DYA_1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE47,1.3653483940506108e-07,0.9999687303562101,3.106395493264036e-05,2.3395543828716594e-08,4.575847409133014e-08
NODE48,1.3493798480721447e-07,0.9999706900241679,2.9106436413382587e-05,2.322305155426299e-08,4.537838243694261e-08
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_001188755.1_ASM118875v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE49,1.365224157145489e-07,0.9999687941864532,3.100014142506381e-05,2.339409909735466e-08,4.575560683858933e-08
NODE50,1.3493779569886043e-07,0.9999706920061269,2.9104454736793354e-05,2.3223017150037177e-08,4.537832356179428e-08
GCA_000324925.1_ASM32492v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_001188775.1_ASM118877v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE51,1.3493779569886043e-07,0.9999706920061269,2.9104454736793354e-05,2.3223017150037177e-08,4.537832356179428e-08
GCA_001188695.1_ASM118869v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_001188935.1_ASM118893v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE52,2.6861400078340624e-07,0.9743679340012409,0.025631643099225828,5.650736316832255e-08,9.777816927544529e-08
NODE53,2.0366848187217505e-06,0.9425750080336202,0.05742166648322324,4.901372151734059e-07,7.986611228832399e-07
SAMEA104488961,0.0,0.0,1.0,0.0,0.0
NODE54,2.579140215715475e-07,0.9960222611694207,0.0039773363823976254,5.2087837168575644e-08,9.244632288423597e-08
NODE55,1.4313591485114918e-07,0.999848128807505,0.00015165435208520226,2.5163059906618076e-08,4.8541435118369977e-08
GCA_000320425.1_ASM32042v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_000323625.1_ASM32362v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE56,2.149979220343491e-07,0.996760033540334,0.003239634457621647,4.156635714865441e-08,7.543776509061206e-08
NODE57,1.431607014894812e-07,0.9998624616532105,0.00013732190272952095,2.4966043375983453e-08,4.83173150108768e-08
NODE58,1.3596797880797424e-07,0.999966354504147,3.344050781463524e-05,2.3363253629301553e-08,4.56568061231372e-08
GCA_000324665.1_ASM32466v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE59,1.3493946291395593e-07,0.9999706162189038,2.9180237754482238e-05,2.322406607647552e-08,4.537981272126427e-08
GCA_000324045.1_ASM32404v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_000325185.1_ASM32518v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE60,1.3676980370232057e-07,0.9999652520254356,3.454190747667014e-05,2.344978632210778e-08,4.584749763421617e-08
NODE61,1.3494590238737695e-07,0.9999705820067306,2.921444117232052e-05,2.3224850225322685e-08,4.538134463937004e-08
GCA_001294805.1_ASM129480v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_003074175.1_ASM307417v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE62,1.3573584818375638e-07,0.9999696456438474,3.0149740504949066e-05,2.3310222582388954e-08,4.556957705130014e-08
GCA_000324525.1_ASM32452v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE63,1.3493191839179588e-07,0.9999707184228617,2.90780458619461e-05,2.322235895945053e-08,4.5376999011761165e-08
GCA_000007885.1_ASM788v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_000324465.1_ASM32446v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE64,2.0151006596778973e-06,0.9657081201091188,0.03428859348686969,4.827418427737182e-07,7.88561509053593e-07
NODE65,2.1290411215357562e-07,0.9988367138166637,0.0011629576761116105,4.0975512133915035e-08,7.462760029367053e-08
NODE66,1.3751420744354764e-07,0.9999355359347485,6.425640079174786e-05,2.3808202199648904e-08,4.634205011333549e-08
GCA_001294885.1_ASM129488v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_002412235.1_Y.pestis_A-1249_genomic,0.0,1.0,0.0,0.0,0.0
NODE67,1.3831686270712506e-07,0.9999335123615881,6.627889302664958e-05,2.3895163157606304e-08,4.653335931299111e-08
GCA_001601735.1_ASM160173v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE68,1.3501492474942297e-07,0.9999695963310292,3.0200005023290512e-05,2.3241109714076248e-08,4.540791289650738e-08
GCA_001294975.1_ASM129497v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_001295145.1_ASM129514v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE69,8.647009280120766e-07,0.02717090968007058,0.972827541153474,2.89433728775908e-07,3.950317986158161e-07
NODE70,3.8511477575685674e-08,0.0007879494712764238,0.9992119792509766,1.4407897699843156e-08,1.8358371803278137e-08
NODE71,1.3366442983246745e-08,4.6158294477305626e-05,0.9999538151086962,6.157516985842134e-09,7.072866554547123e-09
GCA_001294965.1_ASM129496v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE72,1.2607816560758099e-08,2.521787049985964e-05,0.9999747568805513,5.907568388191684e-09,6.733563828801724e-09
GCA_002188725.1_ASM218872v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_002188765.1_ASM218876v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE73,1.3366442983246745e-08,4.6158294477305626e-05,0.9999538151086962,6.157516985842134e-09,7.072866554547123e-09
GCA_002188685.1_ASM218868v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE74,1.2607816560758099e-08,2.521787049985964e-05,0.9999747568805513,5.907568388191684e-09,6.733563828801724e-09
GCA_003085955.1_ASM308595v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_003086035.1_ASM308603v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE75,3.8511599059032395e-08,0.0007879959134355493,0.9992119328086211,1.4407926527827906e-08,1.8358418085334376e-08
NODE76,1.3312988261765849e-08,4.494710858606668e-05,0.9999550263897122,6.138871945625951e-09,7.049841589929164e-09
GCA_001972515.1_ASM197251v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_002173815.1_ASM217381v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE77,1.3421674705205181e-08,4.747322257257137e-05,0.9999525000823903,6.176717809511701e-09,7.096644644233338e-09
NODE78,1.2609091365223406e-08,2.5252841159904606e-05,0.9999747219076305,5.907986803188656e-09,6.7341313693664e-09
GCA_001295115.1_ASM129511v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_003085895.1_ASM308589v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE79,1.2711538815741161e-08,2.6649711552247057e-05,0.9999733248539989,5.944264580755164e-09,6.7786456352279855e-09
NODE80,1.2589287034382715e-08,2.469903800439216e-05,0.9999752757459651,5.901492475753712e-09,6.725251173140608e-09
GCA_001972475.1_ASM197247v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_002173805.1_ASM217380v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE81,1.2589287034382715e-08,2.469903800439216e-05,0.9999752757459651,5.901492475753712e-09,6.725251173140608e-09
GCA_002173795.1_ASM217379v1_genomic,0.0,0.0,1.0,0.0,0.0
GCA_002188775.1_ASM218877v1_genomic,0.0,0.0,1.0,0.0,0.0
NODE82,1.867058590148142e-07,0.9990889105670718,0.0009108016346360701,3.558791629597373e-08,6.55045168488688e-08
NODE83,1.3851299096536587e-07,0.9999395686465169,6.022248776083639e-05,2.3848963013009482e-08,4.6503768384829563e-08
NODE84,1.358008185395705e-07,0.9999687915577694,3.100372421540584e-05,2.332425461128019e-08,4.559294212174335e-08
GCA_006546725.1_ASM654672v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE85,1.3572986750036743e-07,0.9999697290719038,3.006632200600009e-05,2.3308872048920827e-08,4.5567350772623e-08
GCA_006517425.1_ASM651742v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE86,1.357215988353942e-07,0.9999697889629675,3.000644260750137e-05,2.3307680916958435e-08,4.556514534189288e-08
GCA_002981995.1_ASM298199v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE87,1.3493156748548974e-07,0.9999707228734052,2.9073595869273605e-05,2.3222283897499182e-08,4.537687416537808e-08
GCA_000950945.1_ASM95094v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_002981915.1_ASM298191v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE88,1.365957095699156e-07,0.9999677987500071,3.199546227558998e-05,2.3409978508324803e-08,4.578202930849395e-08
NODE89,1.3494009425452142e-07,0.999970661093644,2.9135363554026173e-05,2.3223533003980363e-08,4.537917475228281e-08
GCA_003122795.1_Y.pestis_I-2422_genomic,0.0,1.0,0.0,0.0,0.0
GCA_006546665.1_ASM654666v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE90,1.357361845394623e-07,0.9999696963211011,3.009906426706738e-05,2.330962064939122e-08,4.556882667707224e-08
GCA_006546745.1_ASM654674v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE91,1.357277786829735e-07,0.999969758068179,3.003732906661211e-05,2.330840129607291e-08,4.556657428076942e-08
GCA_001295025.1_ASM129502v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE92,1.3572153179855868e-07,0.9999697898913584,3.0005514323391068e-05,2.3307665824613254e-08,4.5565120443229964e-08
GCA_002981895.1_ASM298189v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE93,1.3493156534886666e-07,0.9999707229022355,2.9073567042223876e-05,2.322228341553127e-08,4.537687337059559e-08
GCA_002981925.1_ASM298192v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_002981955.1_ASM298195v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE94,1.4087033388827292e-07,0.999875247859687,0.0001245395064196414,2.4382414814356463e-08,4.738114466225564e-08
NODE95,1.3673891570845396e-07,0.9999656382890532,3.4155693571233236e-05,2.344269227714991e-08,4.583576759481914e-08
NODE96,1.357412044801458e-07,0.999969626087823,3.0169289522507265e-05,2.3310754588918226e-08,4.5570695421648975e-08
GCA_000323665.1_ASM32366v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE97,1.3573410587296147e-07,0.9999697250123527,3.0070376327186232e-05,2.3309155502863943e-08,4.55680587233983e-08
GCA_000324345.1_ASM32434v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE98,1.3651611959550872e-07,0.9999688269933578,3.0967343013650304e-05,2.3393361603373513e-08,4.575414732164332e-08
NODE99,1.3493769898495871e-07,0.9999706930247992,2.9103436208842887e-05,2.3222999482975307e-08,4.537829335351351e-08
GCA_000323185.1_ASM32318v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_000324205.1_ASM32420v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE100,1.3493769898495871e-07,0.9999706930247992,2.9103436208842887e-05,2.3222999482975307e-08,4.537829335351351e-08
GCA_000323425.1_ASM32342v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_000324185.1_ASM32418v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE101,1.357412119082812e-07,0.9999696259892612,3.0169388072645127e-05,2.3310756188920026e-08,4.557069807492546e-08
GCA_000324225.1_ASM32422v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE102,1.3573439084108387e-07,0.9999697219464531,3.0073441801604e-05,2.3309207210956716e-08,4.556814725977678e-08
GCA_009670935.1_ASM967093v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE103,1.3653475563847725e-07,0.999968731333138,3.106297812978176e-05,2.3395528505375562e-08,4.5758448023160656e-08
NODE104,1.3572788909010528e-07,0.999969757043514,3.003835357384539e-05,2.3308418505622306e-08,4.556660452235824e-08
GCA_009670475.1_ASM967047v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE105,1.3493166247186032e-07,0.9999707218822944,2.907458683843892e-05,2.3222301148359824e-08,4.5376903699360206e-08
GCA_009670245.1_ASM967024v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670445.1_ASM967044v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE106,1.3653484166726553e-07,0.9999687304152265,3.1063895914262615e-05,2.339554366098421e-08,4.575847412784718e-08
NODE107,1.3573415973171858e-07,0.9999697251587962,3.007022982762079e-05,2.330915512179238e-08,4.5568061344232454e-08
GCA_009670515.1_ASM967051v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE108,1.3573397472437157e-07,0.9999697271370819,3.006825181737604e-05,2.3309121717824585e-08,4.556800409229242e-08
GCA_009670565.1_ASM967056v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE109,1.3652242186494436e-07,0.9999687941906573,3.100013721268975e-05,2.339409981121414e-08,4.5755608333356034e-08
NODE110,1.3493779572406207e-07,0.9999706920062577,2.9104454605985676e-05,2.322301715026328e-08,4.5378323564059686e-08
GCA_009669715.1_ASM966971v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
GCA_009670135.1_ASM967013v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE111,1.357401391157658e-07,0.9999696963088291,3.0099071764388595e-05,2.330983925662317e-08,4.5569428038295657e-08
GCA_009669975.1_ASM966997v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE112,1.3652862238752675e-07,0.9999687624040289,3.103191549047072e-05,2.3394820019817912e-08,4.575703823530919e-08
NODE113,1.3493788997148e-07,0.9999706910192683,2.9105441454569426e-05,2.322303428545494e-08,4.5378352890612816e-08
GCA_009670015.1_ASM967001v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670895.1_ASM967089v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE114,1.365285338700403e-07,0.9999687633604335,3.103095921713159e-05,2.339480425013762e-08,4.575701112866484e-08
NODE115,1.3493788766532892e-07,0.9999706910489682,2.9105411758329862e-05,2.3223033788208044e-08,4.537835206646325e-08
GCA_009670385.1_ASM967038v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670875.1_ASM967087v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE116,1.3573406211284372e-07,0.9999697262156294,3.0069173140193886e-05,2.3309137317957664e-08,4.5568030891006297e-08
GCA_009670075.1_ASM967007v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE117,1.3573396969940136e-07,0.9999697272036652,3.006818524203884e-05,2.330912063422211e-08,4.5568002295782465e-08
GCA_009669775.1_ASM966977v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE118,1.3652232845791714e-07,0.999968795212461,3.099911554810098e-05,2.3394082990268764e-08,4.575557948278181e-08
NODE119,1.349377932664978e-07,0.9999706920379883,2.9104422879078086e-05,2.3223016619100786e-08,4.537832268395845e-08
GCA_009667895.1_ASM966789v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670155.1_ASM967015v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE120,1.3573396977054694e-07,0.9999697272026864,3.0068186220958752e-05,2.3309120650109267e-08,4.5568002322008994e-08
GCA_009670905.1_ASM967090v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE121,1.3573406442212057e-07,0.9999697261850797,3.006920368620455e-05,2.3309137814821238e-08,4.556803171487981e-08
GCA_009670665.1_ASM967066v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE122,1.365286219710406e-07,0.999968762407243,3.1031912277196495e-05,2.3394819946152376e-08,4.5757038104413536e-08
NODE123,1.349378899630869e-07,0.9999706910193681,2.9105441354783897e-05,2.322303428372049e-08,4.5378352887698355e-08
GCA_009670055.1_ASM967005v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670115.1_ASM967011v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE124,1.3653455665768802e-07,0.9999687335529301,3.106075863540009e-05,2.3395492166041635e-08,4.5758385868025334e-08
NODE125,1.357278837459614e-07,0.9999697571145854,3.003828251096121e-05,2.330841734919696e-08,4.55666026061774e-08
GCA_009669935.1_ASM966993v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE126,1.3493166230714907e-07,0.9999707218845013,2.9074584631643213e-05,2.32223011114598e-08,4.537690363847926e-08
GCA_009669625.1_ASM966962v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670045.1_ASM967004v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE127,1.357278837459614e-07,0.9999697571145854,3.003828251096121e-05,2.330841734919696e-08,4.55666026061774e-08
GCA_009669635.1_ASM966963v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE128,1.3493166230714907e-07,0.9999707218845013,2.9074584631643213e-05,2.32223011114598e-08,4.537690363847926e-08
GCA_009669675.1_ASM966967v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009669825.1_ASM966982v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE129,1.3573416213688708e-07,0.9999697251270242,3.007026159578993e-05,2.33091556392852e-08,4.556806220251829e-08
GCA_009670355.1_ASM967035v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE130,1.3573406741811886e-07,0.9999697261457211,3.0069243040223454e-05,2.3309138458475242e-08,4.556803278355097e-08
GCA_009670865.1_ASM967086v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE131,1.365285477400204e-07,0.9999687632555903,3.103106403991302e-05,2.3394806659222486e-08,4.575701542052744e-08
NODE132,1.3572779405651544e-07,0.9999697580654703,3.00373317594545e-05,2.3308401254166405e-08,4.5566574986599595e-08
GCA_009667885.1_ASM966788v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE133,1.3493166000520617e-07,0.9999707219140297,2.90745551068781e-05,2.3222300615806423e-08,4.537690281664877e-08
GCA_009670725.1_ASM967072v1_genomic,0.0,1.0,0.0,0.0,0.0
GCA_009670815.1_ASM967081v1_genomic,0.0,1.0,0.0,0.0,0.0
NODE134,1.3574042675114843e-07,0.9999696932042422,3.010217592202586e-05,2.3309891543776805e-08,4.556951753285725e-08
GCA_009670325.1_ASM967032v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0
NODE135,1.3654123362090697e-07,0.9999686964554665,3.109784703819529e-05,2.3396298443445206e-08,4.575996328217215e-08
NODE136,1.3652872521236476e-07,0.9999687612470031,3.103307236229433e-05,2.33948389105224e-08,4.575707049697297e-08
NODE137,1.3493789273837317e-07,0.9999706909833384,2.91054773802189e-05,2.3223034886423645e-08,4.5378353885692445e-08
