#name, A, B, C, D, E, F, G, H, I, J, K
GCA_001972465.1_ASM197246v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 1.009428181746025e-12, 0.9999999999897623, 1.0251849565523467e-12, 1.0524683556812113e-12, 1.0135272310401942e-12, 1.0080592621583357e-12, 1.027757268165099e-12, 1.0174699314939236e-12, 1.0038133652339176e-12, 1.0374046045397116e-12, 1.042648280036248e-12
GCA_001972385.1_ASM197238v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001972405.1_ASM197240v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000018, 2.2595598679628334e-15, 0.9999999999999447, 5.7911923129036516e-15, 1.232005160751776e-14, 3.147830500663794e-15, 1.960265406461842e-15, 6.382078599401658e-15, 4.044403602959866e-15, 1.0569174742293638e-15, 8.642875555559658e-15, 9.891500536932622e-15
GCA_006376585.1_ASM637658v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000019, 1.457180649316132e-17, 0.9999999999999998, 2.2972342194446143e-17, 3.488430863707973e-17, 1.6365184652276602e-17, 1.4023519786049837e-17, 2.486833272177125e-17, 1.945343872476754e-17, 1.0375653505222139e-17, 2.892687275863605e-17, 3.120492721429807e-17
NODE_0000020, 1.7311229093402848e-11, 0.9999999995785648, 4.4110169024220453e-11, 9.286110721607974e-11, 2.4107546975459907e-11, 1.5027739019237674e-11, 4.85695232403629e-11, 3.087769571100985e-11, 8.136886646757571e-12, 6.55476918262358e-11, 7.488560415833923e-11
GCA_001601675.1_ASM160167v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_002127375.1_ASM212737v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000021, 2.1881158495652896e-15, 0.9999999999999508, 4.877460733346483e-15, 1.0613698178127022e-14, 2.6762064106663173e-15, 2.0531001549742947e-15, 5.66222497345885e-15, 3.598412543619511e-15, 1.29602142439438e-15, 7.50966778896086e-15, 8.666879476594047e-15
GCA_008630415.1_ASM863041v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000022, 4.2748044281614107e-13, 0.9999999999943847, 6.199540458543826e-13, 7.571981215970029e-13, 4.801956856079479e-13, 4.105399345932217e-13, 6.503779901355028e-13, 5.52266764382405e-13, 2.8832314919784375e-13, 7.025035578843977e-13, 7.264468997593824e-13
GCA_008630455.1_ASM863045v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000023, 1.0021642101919933e-12, 0.9999999999899181, 1.0088594399861492e-12, 1.0203343215520832e-12, 1.0038985719234735e-12, 1.0015791299911054e-12, 1.0099540378213454e-12, 1.0056553350000412e-12, 9.99438485164962e-13, 1.0139610223313831e-12, 1.0161525577399346e-12
GCA_001972395.1_ASM197239v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_002165475.1_ASM216547v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000024, 1.9422091284409797e-08, 0.9999995493129846, 5.028477082780316e-08, 9.293106407875683e-08, 2.744822115667314e-08, 1.681376267378077e-08, 5.287940972303234e-08, 3.4260408519162827e-08, 9.14823520702656e-09, 6.941130980787962e-08, 7.808774204317172e-08
NODE_0000025, 7.90205051852632e-11, 0.9999999980673865, 2.0229678847493223e-10, 4.265527962404844e-10, 1.1027713004117155e-10, 6.853180417237648e-11, 2.2278220212466514e-10, 1.4136515001961168e-10, 3.6953208668677307e-11, 3.009241322017556e-10, 3.439098013124508e-10
NODE_0000026, 1.5462359119617818e-11, 0.9999999996153357, 3.98995016885465e-11, 8.64780150708539e-11, 2.1507740771848465e-11, 1.3416082785861155e-11, 4.4040244167048474e-11, 2.7777513529076713e-11, 7.215446253514532e-12, 5.999180646284157e-11, 6.887560069417368e-11
GCA_001295055.1_ASM129505v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000027, 3.769422891323601e-15, 0.9999999999998447, 1.4292904576076795e-14, 4.3674104008105954e-14, 5.787500073167809e-15, 3.1649583793060635e-15, 1.6848777787539492e-14, 8.656735516434999e-15, 1.3126548869630804e-15, 2.5999277975025336e-14, 3.175539004225494e-14
GCA_001294985.1_ASM129498v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000028, 9.569090684313903e-13, 0.9999999999903405, 9.709429966760626e-13, 9.79864738070746e-13, 9.610769445707512e-13, 9.554373662572392e-13, 9.728528923936192e-13, 9.664365564255387e-13, 9.421203458118685e-13, 9.762087431878343e-13, 9.77742900779452e-13
GCA_003074435.1_ASM307443v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000029, 7.014814079640214e-12, 0.9999999998252079, 1.810632055374362e-11, 3.9398482908552796e-11, 9.747860124467412e-12, 6.087634087854773e-12, 1.9987635361498386e-11, 1.2602301063620993e-11, 3.2744491999685853e-12, 2.7258434876370742e-11, 3.1314270827242854e-11
GCA_003074395.1_ASM307439v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_003074415.1_ASM307441v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000030, 2.106729829208553e-15, 0.9999999999999131, 7.986944689803263e-15, 2.4448263065996996e-14, 3.2330887619812396e-15, 1.7691207496296291e-15, 9.415926761196191e-15, 4.836985413104231e-15, 7.343400258262033e-16, 1.453726239437542e-14, 1.7761167514300337e-14
NODE_0000031, 1.3220278344033822e-11, 0.9999999996711411, 3.409575760679691e-11, 7.399159422764199e-11, 1.8376741975843216e-11, 1.1472419989847792e-11, 3.763115257850191e-11, 2.3740493437194726e-11, 6.1725371668301696e-12, 5.127734532716016e-11, 5.888068913760802e-11
GCA_003085875.1_ASM308587v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000032, 5.045240748259706e-13, 0.9999999999873923, 1.3041188650321536e-12, 2.8503694203002265e-12, 7.007665141207376e-13, 4.3786171427014777e-13, 1.4400963997067782e-12, 9.070770764940579e-13, 2.353979073050968e-13, 1.9666766094613895e-12, 2.260980499056522e-12
GCA_001188325.1_YPY_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188715.1_ASM118871v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000033, 9.527284666760763e-13, 0.9999999999903743, 9.680114921253568e-13, 9.776798489865598e-13, 9.572703109538508e-13, 9.511260857784027e-13, 9.700928534015381e-13, 9.631079345748294e-13, 9.366335160216676e-13, 9.737326146872635e-13, 9.753942509516309e-13
GCA_001295065.1_ASM129506v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000034, 1.0878889181373763e-16, 0.9999999999999972, 2.8640838303004846e-16, 6.461432329665833e-16, 1.5168640695905879e-16, 9.431358168126556e-17, 3.177884191907592e-16, 1.9757113784523708e-16, 5.0401243605765154e-17, 4.385800653561696e-16, 5.0737472436771e-16
GCA_001294905.1_ASM129490v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000035, 1.604108444168388e-14, 0.9999999999996669, 3.464957158085777e-14, 6.67591431382049e-14, 1.9634591749994868e-14, 1.4998871845956964e-14, 3.941902708208513e-14, 2.6301045699690136e-14, 8.794495162346763e-15, 5.0111853009749066e-14, 5.6373589008485563e-14
GCA_001295105.1_ASM129510v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000036, 9.781833191178285e-13, 0.9999999999901683, 9.85817973963358e-13, 9.910668646747682e-13, 9.80452479186768e-13, 9.773823690239074e-13, 9.86861060300208e-13, 9.8331497514195e-13, 9.702793781507885e-13, 9.888137266139704e-13, 9.897285029831625e-13
GCA_001295185.1_ASM129518v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000037, 3.7839656906392146e-15, 0.9999999999999077, 9.671888724866122e-15, 2.0297872959984753e-14, 5.283176658640137e-15, 3.2815314991669262e-15, 1.0647334804559424e-14, 6.763740176714981e-15, 1.7704291068144937e-15, 1.4360819922188053e-14, 1.639922706122247e-14
GCA_003085935.1_ASM308593v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000038, 2.76961805373301e-16, 0.9999999999999961, 4.130211138042956e-16, 5.86977193184883e-16, 3.0715788360267143e-16, 2.675855290620198e-16, 4.4198052703945047e-16, 3.576491861784012e-16, 2.0343104929644954e-16, 5.022431903147953e-16, 5.350612346455393e-16
NODE_0000039, 3.66122627803748e-12, 0.9999999999086149, 9.465122364353087e-12, 2.0607433554152644e-11, 5.091601897183654e-12, 3.176688689710553e-12, 1.0451857030639281e-11, 6.584005319706181e-12, 1.7072384070693127e-12, 1.4257969662793531e-11, 1.6382031815232747e-11
GCA_001295045.1_ASM129504v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000040, 5.030761539867153e-12, 0.9999999998746736, 1.2990915413389104e-11, 2.821386049694149e-11, 6.9966062353081695e-12, 4.365045013944085e-12, 1.4341562407500683e-11, 9.0410846979895e-12, 2.3469854106138655e-12, 1.9548552611396834e-11, 2.245113931971177e-11
GCA_001294915.1_ASM129491v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_006376545.1_ASM637654v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000041, 2.0318590001520125e-16, 0.9999999999999971, 3.0309148748301295e-16, 4.312410923072372e-16, 2.2530146593495993e-16, 1.963121401629669e-16, 3.2436628523613803e-16, 2.6241871305501183e-16, 1.4923254002904255e-16, 3.6872188564610376e-16, 3.928890518379149e-16
NODE_0000042, 2.987760661773954e-14, 0.9999999999987643, 1.140841191115081e-13, 3.4635401038036354e-13, 4.609163905751784e-14, 2.50523806693355e-14, 1.3455189834108237e-13, 6.899101622260777e-14, 1.0291786168899102e-14, 2.073040134719802e-13, 2.5293144673784396e-13
GCA_002993145.1_ASM299314v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000043, 9.919699880601425e-13, 0.9999999999900503, 9.960689901728872e-13, 1.0001080754360481e-12, 9.93150627082892e-13, 9.915578388569504e-13, 9.966601364251182e-13, 9.945540849401848e-13, 9.884177164437837e-13, 9.981078399448374e-13, 9.988446380685322e-13
GCA_001188795.1_ASM118879v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001294815.1_ASM129481v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000044, 4.332560445376055e-19, 0.9999999999999999, 9.57532862019704e-19, 1.906415775399146e-18, 5.333171093531562e-19, 4.044349838533675e-19, 1.0951510728848687e-18, 7.198756933709907e-19, 2.345815028876351e-19, 1.4077461249572662e-18, 1.593907490520276e-18
NODE_0000045, 9.942913611488293e-13, 0.9999999999900281, 9.98097692613876e-13, 1.0024361717446724e-12, 9.953659394526082e-13, 9.939185436910428e-13, 9.986623152090709e-13, 9.966069767643033e-13, 9.913426165053705e-13, 1.0002005511677238e-12, 1.0010030548015793e-12
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000046, 1.515661863483441e-11, 0.9999999996235801, 3.905926809664028e-11, 8.454828322677228e-11, 2.1074463331873508e-11, 1.3152228379038563e-11, 4.3101223914074385e-11, 2.720668897452501e-11, 7.078129434308487e-12, 5.868489385138336e-11, 6.735812802955278e-11
GCA_000382545.1_Yersinia_pestis_assembly_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188335.1_DYA_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000047, 5.1823776202217334e-17, 0.9999999999999994, 8.804058629996307e-17, 1.5242586435209153e-16, 5.898933706507392e-17, 4.9686712503013147e-17, 9.721610606988617e-17, 7.202777351770794e-17, 3.603217138032932e-17, 1.181995170945424e-16, 1.3080491366719917e-16
NODE_0000048, 2.1086394498203216e-11, 0.9999999994798363, 5.4154682077039663e-11, 1.1602229247596346e-10, 2.9349458238179224e-11, 1.8296350568693528e-11, 5.971272273493502e-11, 3.778181732730213e-11, 9.859828897575875e-12, 8.104139698011049e-11, 9.285893721523567e-11
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188755.1_ASM118875v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000049, 1.0917018781371304e-13, 0.9999999999980393, 2.1250742867144854e-13, 3.4649234048017464e-13, 1.3126984468990047e-13, 1.0263024159194369e-13, 2.356796157870567e-13, 1.6891689766211193e-13, 6.226163781754275e-14, 2.8302616686964e-13, 3.084222698478458e-13
NODE_0000050, 9.962955468339197e-13, 0.9999999999900064, 1.0000926258889687e-12, 1.0050876801174423e-12, 9.973405710533062e-13, 9.959354770570937e-13, 1.0006737391169975e-12, 9.985096749970766e-13, 9.93755832445174e-13, 1.0024290938435387e-12, 1.0033638808280207e-12
GCA_000324925.1_ASM32492v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188775.1_ASM118877v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000051, 3.6591639704524435e-12, 0.9999999999089826, 9.436826493731747e-12, 2.0477731232864738e-11, 5.086406120469398e-12, 3.1753767795913887e-12, 1.0415176320084663e-11, 6.570877202920095e-12, 1.7084584194729575e-12, 1.4191753387873232e-11, 1.6295883530478694e-11
GCA_001188695.1_ASM118869v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188935.1_ASM118893v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000052, 3.956667645339864e-11, 0.9999999999182322, 1.9902308618882545e-11, 7.527113910879931e-12, 9.4095993293812e-13, 3.229830556132054e-13, 2.6647697207446707e-12, 1.1828820934351105e-12, 1.267118833935533e-13, 4.27832662523203e-12, 5.25499116191051e-12
NODE_0000053, 1.974361115655005e-14, 0.9999999999999426, 1.541391508807413e-14, 8.440545382184453e-15, 5.616656786220831e-16, 4.801547708142303e-16, 2.223726424978196e-15, 7.819472687602984e-16, 3.5656419519306444e-16, 4.0917148846182066e-15, 5.37479509279228e-15
SAMEA104488961, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000054, 2.0192929508694482e-08, 0.999999561813149, 4.82896497773972e-08, 8.57987685220761e-08, 2.8565397386425207e-08, 1.749176243008446e-08, 5.228275675461959e-08, 3.484199160057054e-08, 9.65559198675009e-09, 6.687407425782735e-08, 7.419392861897138e-08
NODE_0000055, 1.320747432873224e-09, 0.9999999700944923, 3.232638072837749e-09, 6.139772764616225e-09, 1.8561465339213478e-09, 1.1449416608953956e-09, 3.5202710301860128e-09, 2.3068855166428267e-09, 6.270542125617007e-10, 4.5978356864775315e-09, 5.1592147854452284e-09
GCA_000320425.1_ASM32042v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000323625.1_ASM32362v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000056, 4.840722948494637e-10, 0.9999999886270062, 1.2174766823812674e-09, 2.392105479245993e-09, 6.832157513722658e-10, 4.1904406962139506e-10, 1.3345677556618958e-09, 8.588024255232131e-10, 2.2691861221262202e-10, 1.7641569181862917e-09, 1.992633895446624e-09
NODE_0000057, 1.8992958506773436e-09, 0.9999999551079568, 4.774194038284619e-09, 9.568146632978957e-09, 2.663221457743659e-09, 1.6463549024895764e-09, 5.235943460339483e-09, 3.3653517036298475e-09, 8.933984824447488e-10, 6.960151582395953e-09, 7.885985072940785e-09
NODE_0000058, 1.7593804431753902e-14, 0.9999999999992925, 6.585825675388776e-14, 1.9582291641689448e-13, 2.7042387835750053e-14, 1.4775529277480673e-14, 7.743391606720868e-14, 4.010195946943544e-14, 6.173914481309917e-15, 1.1845248453539134e-13, 1.4401410102701057e-13
GCA_000324665.1_ASM32466v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000059, 9.420469288247643e-13, 0.9999999999904602, 9.605644582661522e-13, 9.72277312189217e-13, 9.475146563889239e-13, 9.401169821626828e-13, 9.630943141680262e-13, 9.54621960129862e-13, 9.226402718026405e-13, 9.67505702739383e-13, 9.695157440382893e-13
GCA_000324045.1_ASM32404v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000325185.1_ASM32518v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000060, 1.7161128881994434e-10, 0.9999999957312977, 4.4440546950720695e-10, 9.533205373623864e-10, 2.3985073267927947e-10, 1.487453963704659e-10, 4.907573984723056e-10, 3.0912035950525957e-10, 7.977391675738878e-11, 6.667573219773962e-10, 7.643598124626585e-10
NODE_0000061, 2.9549763531965167e-10, 0.9999999927694299, 7.559919606681586e-10, 1.5986190887656477e-09, 4.1195559916144853e-10, 2.56332570241554e-10, 8.327733531177868e-10, 5.284195951402386e-10, 1.3829048322690515e-10, 1.1256761612570402e-09, 1.2870138970450125e-09
GCA_001294805.1_ASM129480v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_003074175.1_ASM307417v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000062, 1.9036266028134252e-10, 0.9999999953226222, 4.882497381445313e-10, 1.0377903020064683e-09, 2.653748215770734e-10, 1.6512304745963374e-10, 5.38140180220582e-10, 3.408997183465954e-10, 8.898889338565892e-11, 7.28633390134893e-10, 8.338150724551602e-10
GCA_000324525.1_ASM32452v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000063, 2.4314865726072824e-10, 0.999999994033489, 6.231113745914601e-10, 1.3224279554440269e-09, 3.389430896241914e-10, 2.109171195784199e-10, 6.86659415071629e-10, 4.352163339962988e-10, 1.1371109465933014e-10, 9.292593120056619e-10, 1.0631167781418766e-09
GCA_000007885.1_ASM788v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000324465.1_ASM32446v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
