name,0.ANT1,0.ANT2,0.ANT3,0.ANT4,0.ANT5,0.PE10,0.PE2,0.PE4a,0.PE4h,0.PE4m,0.PE4t,0.PE5,0.PE7,0.PE8,0.PRE1,0.PRE2,1.ANT1,1.IN1,1.IN2,1.IN3,1.ORI1,1.ORI2,1.ORI3,1.PRE0,1.PRE1,1.PRE2,1.PRE3,2.ANT1,2.ANT2,2.ANT3,2.MED0,2.MED1,2.MED2,2.MED3,3.ANT1,3.ANT2,4.ANT1
GCA_001972385.1_ASM197238v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001972405.1_ASM197240v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE18,8.835894491107852e-10,6.78439076204774e-10,6.768239032063636e-10,7.281244614908798e-10,6.939103919635615e-10,8.275098648135632e-10,0.999999973147863,7.050554824043182e-10,6.813039711095012e-10,7.389331502547708e-10,6.820542193437364e-10,1.0472583969037017e-09,1.5351760194077053e-09,1.0526859636148086e-09,8.713358906586768e-10,8.656543254372509e-10,6.759749818546446e-10,6.694060948052087e-10,6.854522067839973e-10,6.563553828172569e-10,7.212418477489819e-10,6.625000123459457e-10,6.527368521666967e-10,6.639396857485568e-10,6.904336507557736e-10,6.654170133760499e-10,6.743964860642862e-10,6.814956040097525e-10,6.781642125144255e-10,6.724019275023239e-10,6.638003057685654e-10,7.144763835073298e-10,6.56162888873057e-10,6.747989591980999e-10,6.732393410010428e-10,6.754757188208095e-10,6.764129429016291e-10
GCA_006376585.1_ASM637658v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE19,8.844260109473805e-10,6.790584110035728e-10,6.774403833735534e-10,7.287997975797958e-10,6.945469952569118e-10,8.282936390317086e-10,0.999999973123088,7.057019967850246e-10,6.819253887421806e-10,7.396185656833762e-10,6.826763053743931e-10,1.0482743119607085e-09,1.5366166402083123e-09,1.0537077236658612e-09,8.721680591348197e-10,8.664810160513452e-10,6.76589641276984e-10,6.70014831958104e-10,6.860751445425054e-10,6.569521369201126e-10,7.218961117300161e-10,6.631022722616048e-10,6.533302915090209e-10,6.645436321498495e-10,6.910611118056348e-10,6.660220889075787e-10,6.750097161858685e-10,6.821151382187573e-10,6.787805942948378e-10,6.730133003152517e-10,6.644040766783355e-10,7.151248180590157e-10,6.567595855576063e-10,6.754123436005382e-10,6.738516381273971e-10,6.760900016635688e-10,6.770282129328006e-10
NODE20,8.827072272354245e-10,6.778141006833447e-10,6.762025472274113e-10,7.274328324535146e-10,6.932656562683259e-10,8.266800483424163e-10,0.9999999731741129,7.044008999570708e-10,6.806771358352701e-10,7.382314497017241e-10,6.81426711131423e-10,1.046067288619523e-09,1.5329901395459437e-09,1.0514885039759733e-09,8.704422292041632e-10,8.647660114014534e-10,6.753558406472077e-10,6.687929187715121e-10,6.848247288836883e-10,6.557542779647793e-10,7.205828223414787e-10,6.61893362001722e-10,6.521390864087449e-10,6.633313167419262e-10,6.898015993325414e-10,6.648075257914899e-10,6.737787845498829e-10,6.8087155323827e-10,6.775433312266528e-10,6.717860901942229e-10,6.631921231684564e-10,7.138232273800587e-10,6.555618403707387e-10,6.741811008216542e-10,6.726225642822654e-10,6.748569421985615e-10,6.757931348963044e-10
GCA_001601675.1_ASM160167v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002127375.1_ASM212737v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE21,8.835670250814459e-10,6.784365400582872e-10,6.768217474518127e-10,7.281166318473696e-10,6.939066197752537e-10,8.274872249480113e-10,0.9999999731485887,7.050517467838215e-10,6.813015471783529e-10,7.389253292196912e-10,6.820517934418901e-10,1.0471713330923996e-09,1.5348042353850818e-09,1.052598649862345e-09,8.713055551111211e-10,8.65623922062638e-10,6.759730217484575e-10,6.694041534673022e-10,6.854502211364449e-10,6.563534800209887e-10,7.212397652521939e-10,6.62498092190663e-10,6.527349600126241e-10,6.639377504408156e-10,6.904316420604878e-10,6.654150837646829e-10,6.743945305038638e-10,6.814936286797072e-10,6.781622442212274e-10,6.723999745252272e-10,6.637983758150679e-10,7.144743184097891e-10,6.561609855669296e-10,6.747970023278008e-10,6.732373809689294e-10,6.754737525818855e-10,6.764109550823131e-10
GCA_008630415.1_ASM863041v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE22,8.835653546205047e-10,6.784353978440736e-10,6.768206142899565e-10,7.28115348372908e-10,6.939054358357224e-10,8.27485653029237e-10,0.9999999731486376,7.050505453217437e-10,6.813004025073152e-10,7.389240269530745e-10,6.820506475702376e-10,1.0471690131823524e-09,1.5347999678247718e-09,1.0525963163477408e-09,8.713038479445007e-10,8.656222251910537e-10,6.759718944767843e-10,6.694030369668441e-10,6.854490792862773e-10,6.563523857047675e-10,7.212385681101117e-10,6.624969879217661e-10,6.527338718194317e-10,6.639366423738208e-10,6.90430491893504e-10,6.654139740406522e-10,6.74393405842821e-10,6.814924927262577e-10,6.781611142556284e-10,6.723988533356223e-10,6.637972681740812e-10,7.144731313864906e-10,6.561598911449766e-10,6.747958777558731e-10,6.732362577802935e-10,6.754726258366206e-10,6.764098262200833e-10
GCA_008630455.1_ASM863045v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE23,8.827063911834742e-10,6.77813529048815e-10,6.762019801246889e-10,7.27432190109176e-10,6.932650637481297e-10,8.266792616075952e-10,0.9999999731741372,7.044002986678029e-10,6.806765629717277e-10,7.382307979525248e-10,6.814261376670317e-10,1.0460661274045194e-09,1.5329880030226924e-09,1.0514873359510107e-09,8.704413747635424e-10,8.647651621132059e-10,6.753552764932836e-10,6.687923600081086e-10,6.848241574340675e-10,6.557537303037781e-10,7.205822232213814e-10,6.618928093598677e-10,6.521385418120897e-10,6.633307621989867e-10,6.898010237206823e-10,6.648069704194407e-10,6.737782217024692e-10,6.808709847395755e-10,6.775427657247211e-10,6.717855290841523e-10,6.63191568838759e-10,7.138226333237681e-10,6.555612926567347e-10,6.741805380189947e-10,6.726220021716346e-10,6.748563783080173e-10,6.757925699461832e-10
GCA_001972395.1_ASM197239v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
