#name, A, B, C, D, E, F, G, H, I, J
GCA_000323485.1_ASM32348v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000323845.1_ASM32384v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000010, 1.0014728302343124e-06, 4.6160678790472295e-06, 0.7454146471657639, 9.051039247744547e-07, 4.399164206200332e-06, 2.8868163000053516e-07, 2.6786641661972186e-07, 6.71248004116783e-07, 0.254167836729211, 0.0004053665001341754
NODE_0000011, 1.8757843334625737e-06, 9.651687223088685e-06, 0.4101866622513488, 1.516374498364113e-06, 6.933535128583232e-06, 5.203207129869717e-07, 4.644167386312553e-07, 1.1665570795654299e-06, 0.5889084567973598, 0.000882752275576749
NODE_0000012, 1.9588499658098953e-06, 1.2004467183389684e-05, 0.0568105341344054, 1.3731638659921984e-06, 9.255593419741238e-06, 5.166856600108723e-07, 4.3851550300423064e-07, 1.1051601021196639e-06, 0.941403375911437, 0.0017594375184576889
GCA_001294825.1_ASM129482v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000013, 1.130985268439701e-06, 9.336312758109225e-06, 0.009895512314690434, 6.589348309617848e-07, 8.20479514148104e-06, 2.8197891018313885e-07, 2.235447435401203e-07, 5.600820382514977e-07, 0.9840496068241104, 0.0060344842275081795
NODE_0000014, 9.451726399844775e-07, 8.704036086019664e-06, 0.0027860598111374107, 4.838913366410089e-07, 7.706551290681553e-06, 2.192803279233033e-07, 1.668050830644292e-07, 4.2774857376493525e-07, 0.9948733015911875, 0.0023219851123371135
NODE_0000015, 8.884242537232744e-07, 8.184079505312434e-06, 0.0013411901403753057, 4.4250667696362864e-07, 7.261528281763082e-06, 2.0402032863674518e-07, 1.5373993574214494e-07, 3.952474281906763e-07, 0.9972495676409977, 0.0013917126722166606
GCA_002127355.1_ASM212735v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_002127365.1_ASM212736v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000016, 9.031693147985178e-07, 8.3914896636274e-06, 0.001513897834561329, 4.509989416190612e-07, 7.44280481716798e-06, 2.0724374035716334e-07, 1.5633947193923465e-07, 4.021650099055589e-07, 0.9969005652931429, 0.0015675826613365136
GCA_001972465.1_ASM197246v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000017, 8.834261647290576e-07, 8.162224374094222e-06, 0.0011915872226210033, 4.38115424980179e-07, 7.243782277310439e-06, 2.024053766411576e-07, 1.5230642077326437e-07, 3.918641597882954e-07, 0.9974855792585222, 0.0013053593946585264
GCA_001972385.1_ASM197238v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_001972405.1_ASM197240v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000018, 1.3319668411385545e-06, 9.508957567010896e-06, 0.002289651382726891, 8.998607742012965e-07, 9.374326287990007e-06, 4.008991740805747e-07, 3.265754206245427e-07, 7.482792744491617e-07, 0.9658950541922116, 0.03179270355972199
GCA_006376585.1_ASM637658v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000019, 1.2067227382070607e-06, 8.10359098556716e-06, 0.0011649460910107539, 9.154093236621737e-07, 8.399134795407231e-06, 4.034993666093205e-07, 3.3842779478070316e-07, 7.385454346389757e-07, 0.7670124358527891, 0.23180251272576133
NODE_0000020, 2.1816637401238197e-06, 1.0292598550832329e-05, 0.0006681997753245591, 1.9461546835385386e-06, 1.2630576328255855e-05, 8.630069185630943e-07, 7.41404419242158e-07, 1.5395094366720937e-06, 0.6925155943973351, 0.306786010913263
GCA_001601675.1_ASM160167v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_002127375.1_ASM212737v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000021, 2.1678614641219783e-06, 1.0347438365809409e-05, 0.0007540663814981208, 1.931359810881996e-06, 1.2674368626991129e-05, 8.536919632985398e-07, 7.334797198270788e-07, 1.526634043446761e-06, 0.6793477146406421, 0.3198679841438654
GCA_008630415.1_ASM863041v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000022, 1.4596173961338612e-06, 9.854624821177454e-06, 0.001138561597737915, 1.0256000329110664e-06, 1.0128050309202925e-05, 4.603777201710753e-07, 3.7682011764365473e-07, 8.48387324551756e-07, 0.9566250711467226, 0.042212213777817684
GCA_008630455.1_ASM863045v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000023, 9.589951806558836e-07, 8.38028706432972e-06, 0.001135581309548194, 5.144257870548247e-07, 7.6335176278233e-06, 2.3588369253818048e-07, 1.8127961994757744e-07, 4.5123212443590743e-07, 0.9928659167945776, 0.00598014627477738
GCA_001972395.1_ASM197239v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_002165475.1_ASM216547v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000024, 1.147553797759314e-06, 7.3541362252045975e-06, 0.3902182310544461, 8.375664296842561e-07, 5.750371778687546e-06, 3.0026277276778593e-07, 2.5875011372640243e-07, 6.587231427960745e-07, 0.608783346192632, 0.0009821153886611738
NODE_0000025, 1.47658986500589e-06, 9.331068595234367e-06, 0.2507170243592666, 1.0787733688580544e-06, 7.252868762431792e-06, 3.87485668947602e-07, 3.3396512582992105e-07, 8.495121745901471e-07, 0.7479978264859077, 0.0012644388912647535
NODE_0000026, 1.5420631482605939e-06, 1.0591879929760243e-05, 0.03454100912297555, 1.0054717936423718e-06, 8.541762809707205e-06, 3.933478713653456e-07, 3.2577661657044424e-07, 8.255132570110089e-07, 0.9638206224833844, 0.0016151425782137013
GCA_001295055.1_ASM129505v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000027, 1.0239430798057659e-06, 8.812908263043944e-06, 0.005698250457845629, 5.6111951222603e-07, 7.768635244283717e-06, 2.469035883889264e-07, 1.9193907312437129e-07, 4.861141784423475e-07, 0.9906821303995761, 0.0036005275796390044
GCA_001294985.1_ASM129498v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000028, 1.154740402626125e-06, 9.109753882032308e-06, 0.0017747551753844897, 7.076539687927918e-07, 8.687755603787172e-06, 3.1781991487303736e-07, 2.5265313409916036e-07, 6.006064227515485e-07, 0.9799388233847227, 0.018265590456563827
GCA_003074435.1_ASM307443v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000029, 2.6105947726231644e-06, 1.2684688041952201e-05, 0.000868097007755356, 2.2294535940072582e-06, 1.534804212205071e-05, 9.925968326063483e-07, 8.426040375764335e-07, 1.7830124258354006e-06, 0.8679809006237587, 0.13111451137665922
GCA_003074395.1_ASM307439v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_003074415.1_ASM307441v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000030, 3.82331009497492e-06, 1.933402192877925e-05, 0.28369948185371313, 3.0360543698951275e-06, 1.374336619942438e-05, 1.0644975249105933e-06, 9.454320871733919e-07, 2.357374889983236e-06, 0.7148491816666646, 0.0014070324225272579
NODE_0000031, 0.00015595775562867413, 0.0003416709612807012, 0.6425546317879531, 0.00016121196669523314, 0.00024124900807132577, 7.403748486317673e-05, 7.623634113597797e-05, 0.00012993984111380803, 0.3532945801246308, 0.0029704847286272386
GCA_003085875.1_ASM308587v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000032, 0.006499008249345289, 0.009142388250360975, 0.563358920603948, 0.007276743162587179, 0.007855017080076, 0.004832291167830724, 0.0054301423789473585, 0.006373610186527132, 0.36215827397920114, 0.02707360494117626
GCA_001188325.1_YPY_1_genomic, 0.012530866366790044, 0.017469057668550125, 0.49669107509483384, 0.013978169751525127, 0.015195520476727186, 0.009443973514500723, 0.010634637324340945, 0.012301423492049372, 0.3638508733006606, 0.04790440301002204
GCA_001188715.1_ASM118871v1_genomic, 0.012530866366790044, 0.017469057668550125, 0.49669107509483384, 0.013978169751525127, 0.015195520476727186, 0.009443973514500723, 0.010634637324340945, 0.012301423492049372, 0.3638508733006606, 0.04790440301002204
NODE_0000033, 1.643888608222074e-06, 1.1100103100608114e-05, 0.039008988578363504, 1.084322635227497e-06, 8.811926153056662e-06, 4.1861641380701984e-07, 3.480810310299245e-07, 8.861195057398877e-07, 0.9596017530928482, 0.001364965271340681
GCA_001295065.1_ASM129506v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000034, 1.001497438682902e-06, 8.767273771210233e-06, 0.006360073544277264, 5.339761954951076e-07, 7.625631793459975e-06, 2.3465207441318622e-07, 1.8114173327681588e-07, 4.6553968146887766e-07, 0.9921689647165592, 0.0014521520264753414
GCA_001294905.1_ASM129490v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000035, 9.113253138821038e-07, 8.420391558245096e-06, 0.0019837081900597573, 4.5766005773618797e-07, 7.449661107791213e-06, 2.092838653153242e-07, 1.582096832473887e-07, 4.0723231772801123e-07, 0.9965433906592231, 0.0014548873868131587
GCA_001295105.1_ASM129510v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000036, 8.845122327396027e-07, 8.166508003582594e-06, 0.0012469491643431704, 4.3899344105174686e-07, 7.24512336304328e-06, 2.0267610643876637e-07, 1.525540007517942e-07, 3.9253398720575615e-07, 0.9974433226148708, 0.0012922453196513495
GCA_001295185.1_ASM129518v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000037, 2.3935205522609247e-06, 1.1291024702131104e-05, 0.46312759214073507, 1.974166569997385e-06, 7.638128360888559e-06, 6.73591239308138e-07, 6.049888210027641e-07, 1.5152876326360103e-06, 0.5361313670853948, 0.0007149500659919241
GCA_003085935.1_ASM308593v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000038, 2.151962847537116e-06, 1.3699446014240146e-05, 0.10157309839852821, 1.5298669478018349e-06, 1.0429283739405545e-05, 5.611059161795703e-07, 4.793878462385423e-07, 1.2188300818922743e-06, 0.8963482031417643, 0.0020486285763141334
NODE_0000039, 1.1660307041288978e-06, 9.374204995006264e-06, 0.014491514088664633, 6.749431712756891e-07, 7.938457330936078e-06, 2.8191082878762444e-07, 2.240098004364867e-07, 5.7331932626236e-07, 0.9839933064998352, 0.0014949465353432934
GCA_001295045.1_ASM129504v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000040, 9.191112032787208e-07, 8.29882408454887e-06, 0.002719972653167063, 4.68116410607683e-07, 7.312454250501787e-06, 2.1240597301295805e-07, 1.6133015342436324e-07, 4.148395563782343e-07, 0.995969451259661, 0.001292789005540139
GCA_001294915.1_ASM129491v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_006376545.1_ASM637654v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000041, 7.4165948883813626e-06, 5.637504722873404e-05, 0.05049273246305882, 4.46604907905557e-06, 4.8892112765142004e-05, 1.917359523367957e-06, 1.5773295302807284e-06, 3.7860687484491326e-06, 0.9421355238615702, 0.007247313113607527
NODE_0000042, 2.3639733970242816e-06, 2.0653672604413558e-05, 0.01264470829808719, 1.2969012888537442e-06, 1.800798878384859e-05, 5.638309708820386e-07, 4.426055833694254e-07, 1.1204556865313947e-06, 0.9835933695546104, 0.003717472718987433
GCA_002993145.1_ASM299314v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000043, 9.683059455652656e-05, 0.00039586153988397104, 0.013869379617676376, 6.468615834735957e-05, 0.0003606423399419569, 3.8376432217089654e-05, 3.396424669300822e-05, 5.925284328109848e-05, 0.9745378130081894, 0.010543193219213175
GCA_001188795.1_ASM118879v1_genomic, 0.008669551245111245, 0.01594989567860472, 0.05935832853190722, 0.0076106197039410624, 0.014999298142749017, 0.005891788220095853, 0.006080147302361627, 0.007201510529331673, 0.8083714326083862, 0.06586742803751135
GCA_001294815.1_ASM129481v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000044, 0.00047581898462431484, 0.0017723311560277992, 0.06650566294802994, 0.00034158706436881016, 0.0016232678480001908, 0.00020211393544101777, 0.00018647975776355853, 0.0003085179276807236, 0.8916285737485399, 0.03695564662952381
NODE_0000045, 0.008693867765719522, 0.01630843040293806, 0.10019138855543946, 0.007774465891470179, 0.015287955904519306, 0.005905363298043703, 0.006137887760941597, 0.00728830856836154, 0.7483492686977781, 0.08406306315478855
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic, 0.015925788864764628, 0.02835562539196893, 0.12219177208398357, 0.014598553736725382, 0.02668440864039286, 0.011162298845956448, 0.011768321419687583, 0.013652413962964946, 0.6391292914624416, 0.11653152559111399
NODE_0000046, 0.015925788864764628, 0.028355625391968946, 0.12219177208398369, 0.014598553736725382, 0.026684408640392874, 0.01116229884595644, 0.011768321419687585, 0.013652413962964948, 0.6391292914624414, 0.11653152559111399
GCA_000382545.1_Yersinia_pestis_assembly_genomic, 0.022363161804911574, 0.0384481388750167, 0.13583287906340652, 0.020900719606268017, 0.03629622301479772, 0.016047738374146536, 0.01711928523290717, 0.01950072078063241, 0.5551729999264869, 0.13831813332142648
GCA_001188335.1_DYA_1_genomic, 0.022363161804911574, 0.0384481388750167, 0.13583287906340652, 0.020900719606268017, 0.03629622301479772, 0.016047738374146536, 0.01711928523290717, 0.01950072078063241, 0.5551729999264869, 0.13831813332142648
NODE_0000047, 0.0007055780544639051, 0.0026087967433122837, 0.0694239586037222, 0.0005081330245219658, 0.0023913740511772794, 0.000301023900356011, 0.00027829256619045777, 0.0004588267496514004, 0.8724667865485309, 0.050857229758073635
NODE_0000048, 0.008823480162411078, 0.016869356786409034, 0.1018113034995734, 0.007897049687965868, 0.015815015636104487, 0.0059678555386691885, 0.006207045374399053, 0.0073874502078838606, 0.7343088104098555, 0.0949126326967285
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic, 0.015982790585066065, 0.02871670606173298, 0.12294113275135277, 0.014688479049583748, 0.02703728376895177, 0.011198499496092553, 0.011820577803112789, 0.013714065064913126, 0.6288527244896233, 0.12504774092957086
GCA_001188755.1_ASM118875v1_genomic, 0.015982790585066065, 0.02871670606173298, 0.12294113275135277, 0.014688479049583748, 0.02703728376895177, 0.011198499496092553, 0.011820577803112789, 0.013714065064913126, 0.6288527244896233, 0.12504774092957086
NODE_0000049, 0.0007070386412518563, 0.002611855257074228, 0.05976162716405026, 0.0005081449068869642, 0.0023948854385245112, 0.0003015080818107974, 0.0002784459023456315, 0.0004592456919469194, 0.883247921062638, 0.04972932785347073
NODE_0000050, 0.0004773333478781604, 0.0017675042749506818, 0.03708788608846435, 0.00034074449295158757, 0.0016208143413211455, 0.00020272136425381756, 0.00018648289610232133, 0.00030863120745769395, 0.9247519971224261, 0.03325588486419399
GCA_000324925.1_ASM32492v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_001188775.1_ASM118877v1_genomic, 0.008819641769080767, 0.016669779712508857, 0.07678541391836667, 0.007801652143286846, 0.01565647414705541, 0.005964013248136705, 0.006175020724370861, 0.007340235606206942, 0.7721560047062492, 0.08263176402473789
NODE_0000051, 0.008865228247688026, 0.01699123411452948, 0.09411922406974296, 0.007906044927381136, 0.015939135476640838, 0.005987225589770342, 0.006219289117218904, 0.007404624734867883, 0.7420561862948726, 0.09451180742728801
GCA_001188695.1_ASM118869v1_genomic, 0.016050877433552508, 0.028916596958840995, 0.11677996893196878, 0.0147021021156487, 0.027242486485670153, 0.011230792691593916, 0.011841479065035151, 0.013741656588608769, 0.6343862402743418, 0.12510779945473935
GCA_001188935.1_ASM118893v1_genomic, 0.016050877433552508, 0.028916596958840995, 0.11677996893196878, 0.0147021021156487, 0.027242486485670153, 0.011230792691593916, 0.011841479065035151, 0.013741656588608769, 0.6343862402743418, 0.12510779945473935
NODE_0000052, 1.3635016259949505e-06, 5.618582407379001e-06, 0.7453794091337551, 1.3185158032837268e-06, 5.0052305037636055e-05, 4.278919345273864e-07, 4.1041941846881076e-07, 9.714457603174556e-07, 0.2538762819044153, 0.0006841462998420025
NODE_0000053, 4.952477527641321e-07, 1.9018092265140609e-06, 0.9246584170920202, 4.970240298792585e-07, 1.600114325300192e-06, 1.496025452099927e-07, 1.4390242470479549e-07, 3.5798825862427554e-07, 0.07523594847229412, 0.00010048874712241778
SAMEA104488961, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000054, 1.0036409194024924e-06, 3.299751827172249e-06, 0.8911293920186991, 1.0896120035103201e-06, 1.990922750198738e-06, 3.158755686665098e-07, 3.12042863451939e-07, 7.70758217344258e-07, 0.10872029731439269, 0.00014152806275850193
NODE_0000055, 1.3134026048725377e-07, 3.1292040825759026e-07, 0.9938637824441581, 1.7548720162556605e-07, 1.6127579197266594e-07, 4.49836932934375e-08, 4.7751185087033685e-08, 1.1680821258937017e-07, 0.006130017805688518, 5.209183399997045e-06
GCA_000320425.1_ASM32042v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000323625.1_ASM32362v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000056, 3.2090367457557477e-06, 1.6157049035680957e-05, 0.14691453591699907, 2.5275594331595965e-06, 1.466811214489394e-05, 9.008580954390729e-07, 7.947921948124124e-07, 1.9729181306333063e-06, 0.8505619626898702, 0.002483271067350429
NODE_0000057, 1.3061172616732704e-06, 1.0045079547174243e-05, 0.023799987737410995, 7.925561078253402e-07, 8.423301483517813e-06, 3.2079451173362583e-07, 2.590593761590124e-07, 6.62731590649403e-07, 0.9743736713903106, 0.0018045312323997159
NODE_0000058, 9.59414393889225e-07, 8.60502960887898e-06, 0.004274648709985711, 4.98514675174194e-07, 7.5477178931624696e-06, 2.2295036289173176e-07, 1.7056201395657745e-07, 4.384640828623671e-07, 0.9942135632099341, 0.0014933454270492342
GCA_000324665.1_ASM32466v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000059, 8.909188627156084e-07, 8.191114567578138e-06, 0.0015167404081707614, 4.4439173344896427e-07, 7.257900424308015e-06, 2.0448525598086552e-07, 1.5418466907749538e-07, 3.966692178367325e-07, 0.9971697957020624, 0.001295924225035981
GCA_000324045.1_ASM32404v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_000325185.1_ASM32518v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000060, 9.747806062021225e-07, 8.822894731293984e-06, 0.004848635852658297, 5.077717635600358e-07, 7.737326578401858e-06, 2.263685366615002e-07, 1.733612687404302e-07, 4.458715224132056e-07, 0.993425961649584, 0.0017065141227504837
NODE_0000061, 8.929172782924783e-07, 8.202142135017698e-06, 0.0015842768549374161, 4.4610340220850675e-07, 7.2664433762382215e-06, 2.0510165722768754e-07, 1.5473470376209968e-07, 3.9798832690557245e-07, 0.9970779024476595, 0.0013202552665234771
GCA_001294805.1_ASM129480v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_003074175.1_ASM307417v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000062, 9.076514125143034e-07, 8.40958016798236e-06, 0.0017850659269384697, 4.5460163270217925e-07, 7.447607604255487e-06, 2.0832129794625076e-07, 1.5733261779239213e-07, 4.049044013448576e-07, 0.9967089237490893, 0.0014880203248376926
GCA_000324525.1_ASM32452v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000063, 8.840254744771346e-07, 8.16466190250343e-06, 0.0012235455949141374, 4.385944056010428e-07, 7.244456793777757e-06, 2.0254954610201357e-07, 1.5243887188843675e-07, 3.922291824474673e-07, 0.9974628548641549, 0.0012961205847543103
GCA_000007885.1_ASM788v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_000324465.1_ASM32446v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000064, 1.5830290397517124e-06, 1.1469041737201423e-05, 0.030695013773969746, 1.068026883553743e-06, 0.00011431655385199998, 4.363731213198462e-07, 3.6720547115340714e-07, 8.741791514553648e-07, 0.9544391530572598, 0.014735718759514066
NODE_0000065, 1.2900153795858918e-06, 9.663710115796383e-06, 0.005463128119246454, 8.495559108551998e-07, 1.197012439218167e-05, 3.68472536404354e-07, 2.9989315368756954e-07, 7.050503047280441e-07, 0.9647391433973516, 0.02977258166160891
NODE_0000066, 9.466292130706427e-07, 8.356675810379244e-06, 0.0016484952848336595, 5.002924385515891e-07, 7.592335179962531e-06, 2.2867567292630507e-07, 1.7520193146740858e-07, 4.400892466282373e-07, 0.9937852416409225, 0.0045480231747509715
GCA_001294885.1_ASM129488v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_002412235.1_Y.pestis_A-1249_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000067, 2.623601440535016e-06, 1.275675166684856e-05, 0.0013215769727973267, 2.2691189206326434e-06, 1.5514836974667634e-05, 1.000980923307789e-06, 8.535968054924881e-07, 1.8056122597382604e-06, 0.8452554075668737, 0.1533861909613378
GCA_001601735.1_ASM160173v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000068, 1.1649434222711048e-06, 8.96190860400926e-06, 0.0011248415779810481, 7.231635352629617e-07, 8.661099533352606e-06, 3.2738483956769703e-07, 2.606440058849545e-07, 6.135763883554139e-07, 0.9800879052125305, 0.018766540489159725
GCA_001294975.1_ASM129497v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_001295145.1_ASM129514v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
