#name, A, B, C, D, E, F, G, H, I, J, K
NODE_0000013, 1.4831174056440028e-09, 0.9999999935567879, 1.49390797076298e-09, 4.2917968394648494e-10, 4.2257436877298364e-10, 4.6090654073786977e-10, 4.199878828392194e-10, 4.2792758334899644e-10, 4.5225272480033334e-10, 4.2667894755204924e-10, 4.266789474813116e-10
NODE_0000014, 1.4831155322839334e-09, 0.9999999935567946, 1.4939051423558713e-09, 4.291794344360239e-10, 4.225741245712917e-10, 4.609062782956775e-10, 4.1998763985886184e-10, 4.279273365835998e-10, 4.5225246700444266e-10, 4.2667869955353145e-10, 4.266786994827938e-10
NODE_0000015, 1.4797948432582853e-09, 0.9999999935687349, 1.4905287195709004e-09, 4.2852765032808076e-10, 4.2193430381730394e-10, 4.6021359500452353e-10, 4.1935144439792215e-10, 4.272801378774152e-10, 4.515724462149132e-10, 4.2603084958242996e-10, 4.260308495117997e-10
GCA_002127355.1_ASM212735v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_002127365.1_ASM212736v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000016, 1.4814533278443442e-09, 0.9999999935627708, 1.4922150213663969e-09, 4.288532945262088e-10, 4.222539716162344e-10, 4.605596759660943e-10, 4.196693007893681e-10, 4.2760349211847633e-10, 4.519122005514405e-10, 4.2635452823738353e-10, 4.263545281666995e-10
GCA_001972465.1_ASM197246v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 1.4797929842558022e-09, 0.9999999935687409, 1.4905268113607138e-09, 4.2852740226735434e-10, 4.219340610341104e-10, 4.602133340867078e-10, 4.1935120282977937e-10, 4.27279892545698e-10, 4.5157218991664765e-10, 4.2603060302550916e-10, 4.26030602954879e-10
GCA_001972385.1_ASM197238v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001972405.1_ASM197240v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000018, 1.481457047951007e-09, 0.999999993562759, 1.4922188409820458e-09, 4.288537908371518e-10, 4.222544573675139e-10, 4.6056019799893406e-10, 4.1966978410965043e-10, 4.276039829685089e-10, 4.519127133417632e-10, 4.2635502153947753e-10, 4.263550214687937e-10
GCA_006376585.1_ASM637658v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000019, 1.4831136732624087e-09, 0.9999999935568004, 1.4939032331065627e-09, 4.2917918637567673e-10, 4.2257388178849925e-10, 4.609060173783768e-10, 4.199873982913034e-10, 4.279270912523774e-10, 4.5225221070675933e-10, 4.266784529971551e-10, 4.266784529264174e-10
NODE_0000020, 1.479794841180532e-09, 0.9999999935687351, 1.4905287174165984e-09, 4.2852765013894654e-10, 4.219343036327339e-10, 4.6021359480758977e-10, 4.1935144421409904e-10, 4.272801376910712e-10, 4.515724460213303e-10, 4.260308493943978e-10, 4.2603084932376743e-10
GCA_001601675.1_ASM160167v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_002127375.1_ASM212737v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000021, 1.4814551826880524e-09, 0.9999999935627647, 1.4922169252644305e-09, 4.2885354220791274e-10, 4.2225421402954253e-10, 4.605599364892215e-10, 4.196695419890675e-10, 4.2760373707672724e-10, 4.519124564617105e-10, 4.263547744174404e-10, 4.2635477434675655e-10
GCA_008630415.1_ASM863041v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000022, 1.4814514688361122e-09, 0.9999999935627766, 1.492213113150498e-09, 4.288530464661093e-10, 4.222537288336701e-10, 4.605594150489992e-10, 4.196690592219442e-10, 4.276032467874402e-10, 4.5191194425392137e-10, 4.2635428168116965e-10, 4.2635428161048583e-10
GCA_008630455.1_ASM863045v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000023, 1.4797929821780641e-09, 0.999999993568741, 1.4905268092075753e-09, 4.285274020782206e-10, 4.219340608495408e-10, 4.6021333388977454e-10, 4.193512026459568e-10, 4.272798923593544e-10, 4.5157218972306506e-10, 4.2603060283747725e-10, 4.260306027668471e-10
GCA_001972395.1_ASM197239v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_002165475.1_ASM216547v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000024, 1.4831258864884108e-09, 0.999999993555959, 1.4947203558377954e-09, 4.2918068638147864e-10, 4.225753514054386e-10, 4.6090760160416054e-10, 4.199888608053659e-10, 4.279285771752041e-10, 4.5225376668988257e-10, 4.266799444549933e-10, 4.2667994438425614e-10
NODE_0000025, 1.483119268836557e-09, 0.9999999935567822, 1.4939098843392515e-09, 4.291799323858724e-10, 4.2257461192566507e-10, 4.6090680204982643e-10, 4.1998812477516987e-10, 4.279278290536611e-10, 4.522529814859572e-10, 4.266791944852571e-10, 4.266791944145195e-10
NODE_0000026, 1.481455191027532e-09, 0.9999999935627648, 1.4922169349289375e-09, 4.2885354296662456e-10, 4.222542147699457e-10, 4.6055993727922424e-10, 4.1966954272647527e-10, 4.2760373782424653e-10, 4.519124572382715e-10, 4.2635477517173257e-10, 4.263547751010487e-10
GCA_001295055.1_ASM129505v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000027, 1.4814533257669043e-09, 0.9999999935627708, 1.4922150192137483e-09, 4.2885329433752963e-10, 4.2225397143211467e-10, 4.605596757696604e-10, 4.196693006060315e-10, 4.2760349193260657e-10, 4.5191220035836475e-10, 4.2635452804983805e-10, 4.263545279791543e-10
GCA_001294985.1_ASM129498v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000028, 1.4814514667583814e-09, 0.9999999935627765, 1.4922131109973707e-09, 4.2885304627697707e-10, 4.2225372864910206e-10, 4.605594148520676e-10, 4.196690590381232e-10, 4.276032466010982e-10, 4.519119440603406e-10, 4.2635428149313956e-10, 4.2635428142245563e-10
GCA_003074435.1_ASM307443v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000029, 1.479792982175743e-09, 0.999999993568741, 1.4905268092051467e-09, 4.28527402078076e-10, 4.2193406084940003e-10, 4.602133338896253e-10, 4.193512026458163e-10, 4.2727989235921234e-10, 4.5157218972291823e-10, 4.260306028373333e-10, 4.2603060276670316e-10
GCA_003074395.1_ASM307439v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_003074415.1_ASM307441v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000030, 1.4831173954606825e-09, 0.9999999935567888, 1.4939070548915658e-09, 4.2917968287464384e-10, 4.225743677232304e-10, 4.6090653960685574e-10, 4.199878817941091e-10, 4.279275822875318e-10, 4.52252723689317e-10, 4.266789464860095e-10, 4.266789464152719e-10
NODE_0000031, 1.4814533299290705e-09, 0.9999999935627708, 1.4922150235268462e-09, 4.288532947157759e-10, 4.2225397180122587e-10, 4.605596761634743e-10, 4.196693009736112e-10, 4.276034923052454e-10, 4.5191220074546253e-10, 4.263545284258463e-10, 4.263545283551623e-10
GCA_003085875.1_ASM308587v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000032, 1.4797929842581316e-09, 0.999999993568741, 1.4905268113631505e-09, 4.2852740226749946e-10, 4.2193406103425163e-10, 4.6021333408685736e-10, 4.193512028299202e-10, 4.272798925458405e-10, 4.515721899167948e-10, 4.260306030256535e-10, 4.2603060295502324e-10
GCA_001188325.1_YPY_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188715.1_ASM118871v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000033, 1.4814551889305963e-09, 0.9999999935627648, 1.4922169317347568e-09, 4.288535427758909e-10, 4.222542145838124e-10, 4.605599370806154e-10, 4.19669542541095e-10, 4.2760373763632304e-10, 4.5191245704304235e-10, 4.2635477498210933e-10, 4.263547749114254e-10
GCA_001295065.1_ASM129506v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000034, 1.4814533257645582e-09, 0.9999999935627709, 1.492215019210143e-09, 4.2885329433738316e-10, 4.222539714319722e-10, 4.605596757695093e-10, 4.196693006058894e-10, 4.2760349193246285e-10, 4.5191220035821617e-10, 4.263545280496924e-10, 4.263545279790086e-10
GCA_001294905.1_ASM129490v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000035, 1.4814514667583789e-09, 0.9999999935627765, 1.4922131109973664e-09, 4.2885304627697697e-10, 4.222537286491019e-10, 4.6055941485206747e-10, 4.1966905903812306e-10, 4.2760324660109817e-10, 4.519119440603405e-10, 4.263542814931394e-10, 4.2635428142245553e-10
GCA_001295105.1_ASM129510v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000036, 1.479792982175743e-09, 0.999999993568741, 1.4905268092051467e-09, 4.28527402078076e-10, 4.2193406084940003e-10, 4.602133338896253e-10, 4.193512026458163e-10, 4.2727989235921234e-10, 4.5157218972291823e-10, 4.260306028373333e-10, 4.2603060276670316e-10
GCA_001295185.1_ASM129518v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000037, 1.4814570623131588e-09, 0.999999993562758, 1.492219761186475e-09, 4.2885379228882623e-10, 4.2225445878793207e-10, 4.605601995254353e-10, 4.1966978552392595e-10, 4.2760398440419997e-10, 4.519127148415393e-10, 4.263550229831393e-10, 4.2635502291245533e-10
GCA_003085935.1_ASM308593v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000038, 1.483117397547741e-09, 0.9999999935567887, 1.4939070570532967e-09, 4.291796830643543e-10, 4.225743679083615e-10, 4.6090653980438394e-10, 4.199878819784916e-10, 4.279275824744419e-10, 4.5225272388348464e-10, 4.2667894667461477e-10, 4.266789466038771e-10
NODE_0000039, 1.4814533299314044e-09, 0.9999999935627707, 1.492215023529287e-09, 4.2885329471592123e-10, 4.2225397180136716e-10, 4.6055967616362403e-10, 4.196693009737522e-10, 4.2760349230538803e-10, 4.519122007456099e-10, 4.2635452842599074e-10, 4.2635452835530686e-10
GCA_001295045.1_ASM129504v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000040, 1.4797929842581343e-09, 0.999999993568741, 1.4905268113631534e-09, 4.2852740226749957e-10, 4.2193406103425174e-10, 4.6021333408685746e-10, 4.1935120282992035e-10, 4.2727989254584063e-10, 4.515721899167949e-10, 4.260306030256536e-10, 4.2603060295502334e-10
GCA_001294915.1_ASM129491v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_006376545.1_ASM637654v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000041, 1.4831192586249162e-09, 0.9999999935567833, 1.4939089663907128e-09, 4.2917993131164113e-10, 4.225746108735754e-10, 4.6090680091630413e-10, 4.199881237277324e-10, 4.279278279898357e-10, 4.5225298037247576e-10, 4.2667919341683933e-10, 4.266791933461024e-10
NODE_0000042, 1.481453332013782e-09, 0.9999999935627707, 1.492215025686127e-09, 4.2885329490534155e-10, 4.222539719862156e-10, 4.605596763608527e-10, 4.196693011578527e-10, 4.2760349249201285e-10, 4.519122009394829e-10, 4.263545286143075e-10, 4.263545285436237e-10
GCA_002993145.1_ASM299314v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000043, 1.4797929842604607e-09, 0.9999999935687409, 1.4905268113655861e-09, 4.2852740226764453e-10, 4.219340610343928e-10, 4.602133340870069e-10, 4.1935120283006097e-10, 4.2727989254598295e-10, 4.515721899169419e-10, 4.260306030257978e-10, 4.260306029551675e-10
GCA_001188795.1_ASM118879v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001294815.1_ASM129481v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000044, 1.4831192586225635e-09, 0.999999993556783, 1.4939089663871007e-09, 4.291799313114935e-10, 4.2257461087343126e-10, 4.609068009161525e-10, 4.199881237275898e-10, 4.279278279896902e-10, 4.5225298037232677e-10, 4.266791934166934e-10, 4.2667919334595564e-10
NODE_0000045, 1.4814533320137795e-09, 0.9999999935627707, 1.492215025686123e-09, 4.2885329490534145e-10, 4.222539719862155e-10, 4.6055967636085253e-10, 4.1966930115785267e-10, 4.2760349249201274e-10, 4.5191220093948276e-10, 4.2635452861430735e-10, 4.2635452854362347e-10
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000046, 1.4797929842604607e-09, 0.9999999935687409, 1.4905268113655861e-09, 4.2852740226764453e-10, 4.219340610343928e-10, 4.602133340870069e-10, 4.1935120283006097e-10, 4.2727989254598295e-10, 4.515721899169419e-10, 4.260306030257978e-10, 4.260306029551675e-10
GCA_000382545.1_Yersinia_pestis_assembly_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188335.1_DYA_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000047, 1.4831173954458287e-09, 0.9999999935567888, 1.4939070538525777e-09, 4.2917968287287724e-10, 4.225743677214975e-10, 4.609065396049783e-10, 4.199878817923459e-10, 4.2792758228576216e-10, 4.522527236874565e-10, 4.266789464842192e-10, 4.266789464134815e-10
NODE_0000048, 1.479794845340664e-09, 0.9999999935687351, 1.4905287217277411e-09, 4.2852765051750243e-10, 4.219343040021538e-10, 4.6021359520175364e-10, 4.193514445820242e-10, 4.2728013806404147e-10, 4.5157244640878775e-10, 4.260308497707483e-10, 4.2603084970011796e-10
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188755.1_ASM118875v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000049, 1.483113673266773e-09, 0.9999999935568006, 1.4939032331097976e-09, 4.291791863755124e-10, 4.2257388178833195e-10, 4.6090601737817693e-10, 4.1998739829109956e-10, 4.279270912521893e-10, 4.522522107065482e-10, 4.2667845299695796e-10, 4.2667845292622037e-10
NODE_0000050, 1.479794841180537e-09, 0.9999999935687351, 1.4905287174166021e-09, 4.2852765013894643e-10, 4.219343036327338e-10, 4.6021359480758967e-10, 4.1935144421409894e-10, 4.2728013769107106e-10, 4.5157244602133015e-10, 4.2603084939439764e-10, 4.260308493237673e-10
GCA_000324925.1_ASM32492v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188775.1_ASM118877v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000051, 1.479794841180537e-09, 0.9999999935687351, 1.4905287174166021e-09, 4.2852765013894643e-10, 4.219343036327338e-10, 4.6021359480758967e-10, 4.1935144421409894e-10, 4.2728013769107106e-10, 4.5157244602133015e-10, 4.2603084939439764e-10, 4.260308493237673e-10
GCA_001188695.1_ASM118869v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188935.1_ASM118893v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000052, 1.2511206933111916e-06, 0.9999987338171062, 5.165832036686078e-09, 1.1477335407794097e-09, 1.129081578171683e-09, 1.2285718978213626e-09, 1.2999996626970567e-09, 1.2158526107044617e-09, 1.2817512643786364e-09, 1.296688930956509e-09, 1.2966889307627844e-09
NODE_0000053, 2.876619157767378e-09, 0.9999999921531998, 1.497474626444882e-09, 4.2987705028176104e-10, 4.2325952935590674e-10, 4.6164950440901075e-10, 4.209207775129675e-10, 4.28724036282353e-10, 4.5308955127952453e-10, 4.2759296618098953e-10, 4.275929661101305e-10
SAMEA104488961, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000054, 1.4846749217774248e-09, 0.9999999935552164, 1.493912332062373e-09, 4.2918074653928714e-10, 4.225754122436728e-10, 4.6090767093005394e-10, 4.199892414581154e-10, 4.2792877059178444e-10, 4.5225397124633326e-10, 4.266802857206601e-10, 4.2668028564992237e-10
NODE_0000055, 1.4797965823004793e-09, 0.9999999935687331, 1.490528729063364e-09, 4.2852765191956747e-10, 4.2193430537807014e-10, 4.602135966896311e-10, 4.193514463382896e-10, 4.2728013961468526e-10, 4.515724480348648e-10, 4.260308515053266e-10, 4.2603085143469627e-10
GCA_000320425.1_ASM32042v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000323625.1_ASM32362v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000056, 1.4831228689176767e-09, 0.9999999935567755, 1.4939108927596558e-09, 4.291801817228438e-10, 4.225748559581745e-10, 4.609070643093818e-10, 4.1998836797428756e-10, 4.279280758067295e-10, 4.522532392675754e-10, 4.2667944265157373e-10, 4.2667944258083676e-10
NODE_0000057, 1.4831192605776826e-09, 0.9999999935567832, 1.4939089664067355e-09, 4.29179931313809e-10, 4.2257461087569773e-10, 4.6090680091858767e-10, 4.199881237303017e-10, 4.2792782799216743e-10, 4.522529803749125e-10, 4.2667919341939547e-10, 4.266791933486585e-10
NODE_0000058, 1.481453332015962e-09, 0.9999999935627707, 1.4922150256861464e-09, 4.2885329490534393e-10, 4.2225397198621804e-10, 4.6055967636085517e-10, 4.196693011578555e-10, 4.276034924920154e-10, 4.5191220093948555e-10, 4.2635452861431034e-10, 4.263545285436264e-10
GCA_000324665.1_ASM32466v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000059, 1.4797929842604632e-09, 0.9999999935687409, 1.4905268113655863e-09, 4.2852740226764453e-10, 4.219340610343928e-10, 4.602133340870069e-10, 4.1935120283006097e-10, 4.2727989254598295e-10, 4.515721899169419e-10, 4.260306030257978e-10, 4.260306029551675e-10
GCA_000324045.1_ASM32404v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000325185.1_ASM32518v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000060, 1.483115534360963e-09, 0.9999999935567947, 1.4939051434838926e-09, 4.2917943462456963e-10, 4.225741247552824e-10, 4.609062784919782e-10, 4.19987640042109e-10, 4.2792733676935686e-10, 4.522524671974046e-10, 4.266786997409786e-10, 4.2667869967024095e-10
NODE_0000061, 1.4797948432606051e-09, 0.9999999935687351, 1.4905287195721746e-09, 4.285276503282248e-10, 4.21934303817444e-10, 4.602135950046719e-10, 4.1935144439806184e-10, 4.2728013787755655e-10, 4.5157244621505926e-10, 4.260308495825732e-10, 4.260308495119429e-10
GCA_001294805.1_ASM129480v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_003074175.1_ASM307417v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000062, 1.481453327846666e-09, 0.9999999935627708, 1.4922150213676724e-09, 4.2885329452635273e-10, 4.222539716163745e-10, 4.6055967596624276e-10, 4.196693007895078e-10, 4.276034921186177e-10, 4.5191220055158654e-10, 4.263545282375267e-10, 4.263545281668427e-10
GCA_000324525.1_ASM32452v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000063, 1.4797929842558047e-09, 0.9999999935687409, 1.4905268113607153e-09, 4.285274022673545e-10, 4.219340610341105e-10, 4.602133340867079e-10, 4.193512028297794e-10, 4.272798925456981e-10, 4.515721899166477e-10, 4.2603060302550926e-10, 4.2603060295487905e-10
GCA_000007885.1_ASM788v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000324465.1_ASM32446v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
