name,0.ANT,0.PE,0.PRE,1.ANT,1.IN,1.ORI,1.PRE,2.ANT,2.MED,3.ANT,4.ANT
NODE14,1.4831138466733458e-09,0.999999993556802,1.493903379551129e-09,4.2917894549644595e-10,4.225736430794977e-10,4.6090575334270655e-10,4.1998716160822205e-10,4.2792684916511996e-10,4.5225195119751957e-10,4.266782133480712e-10,4.26678213277215e-10
NODE15,1.4797931626844517e-09,0.9999999935687428,1.4905269620823791e-09,4.285271623807313e-10,4.2193382329965693e-10,4.6021307110590593e-10,4.1935096711555377e-10,4.2727965144409635e-10,4.5157193144416635e-10,4.260303643634548e-10,4.260303642927056e-10
GCA_002127355.1_ASM212735v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002127365.1_ASM212736v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE16,1.4814516447556644e-09,0.999999993562778,1.4922132612235232e-09,4.288528060832173e-10,4.222534906119758e-10,4.6055915154079584e-10,4.196688230233247e-10,4.276030051930444e-10,4.519116852630947e-10,4.263540425256357e-10,4.263540424548334e-10
GCA_001972465.1_ASM197246v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE17,1.479791303685494e-09,0.9999999935687482,1.4905250538759499e-09,4.285269143204777e-10,4.219335805169261e-10,4.602128101885872e-10,4.193507255478714e-10,4.272794061128466e-10,4.515716751463896e-10,4.2603011780700403e-10,4.260301177362548e-10
GCA_001972385.1_ASM197238v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001972405.1_ASM197240v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE18,1.481455364855267e-09,0.9999999935627666,1.4922170808316557e-09,4.2885330239321507e-10,4.222539763623299e-10,4.605596735726413e-10,4.1966930634268543e-10,4.276034960421414e-10,4.519121980524392e-10,4.2635453582679005e-10,4.2635453575598675e-10
GCA_006376585.1_ASM637658v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE19,1.4831119876553475e-09,0.9999999935568077,1.4939014703055832e-09,4.2917869743657257e-10,4.225734002971683e-10,4.609054924259025e-10,4.199869200411243e-10,4.279266038343647e-10,4.522516949003255e-10,4.2667796679216517e-10,4.26677966721309e-10
NODE20,1.4797931606067028e-09,0.9999999935687428,1.4905269599280817e-09,4.285271621915975e-10,4.219338231150872e-10,4.6021307090897247e-10,4.1935096693173103e-10,4.2727965125775267e-10,4.515719312505838e-10,4.260303641754229e-10,4.2603036410467356e-10
GCA_001601675.1_ASM160167v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002127375.1_ASM212737v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE21,1.4814534995958492e-09,0.9999999935627724,1.4922151651178115e-09,4.2885305376444997e-10,4.222537330248213e-10,4.605594120634265e-10,4.1966906422256337e-10,4.2760325015082755e-10,4.5191194117287573e-10,4.263542887052233e-10,4.263542886344201e-10
GCA_008630415.1_ASM863041v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE22,1.4814497857509587e-09,0.9999999935627837,1.492211353011382e-09,4.288525580235908e-10,4.2225324782987436e-10,4.605588906241981e-10,4.1966858145636137e-10,4.276027598624761e-10,4.5191142896606456e-10,4.2635379596989225e-10,4.2635379589908983e-10
GCA_008630455.1_ASM863045v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE23,1.4797913016077605e-09,0.9999999935687482,1.4905250517228163e-09,4.285269141313443e-10,4.2193358033235686e-10,4.602128099916544e-10,4.1935072536404904e-10,4.272794059265034e-10,4.515716749528074e-10,4.260301176189726e-10,4.260301175482233e-10
GCA_001972395.1_ASM197239v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002165475.1_ASM216547v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE24,1.4831242008581753e-09,0.9999999935559664,1.4947185917461267e-09,4.291801974395079e-10,4.2257486991129874e-10,4.6090707664866015e-10,4.1998838255239165e-10,4.2792808975435167e-10,4.522532508804727e-10,4.2667945824715387e-10,4.266794581762966e-10
NODE25,1.4831175832188734e-09,0.9999999935567895,1.4939081215251703e-09,4.2917944344534384e-10,4.225741304329407e-10,4.6090627709585555e-10,4.1998764652360565e-10,4.2792734163424107e-10,4.5225246567805213e-10,4.2667870827885326e-10,4.2667870820799697e-10
NODE26,1.4814535079353127e-09,0.9999999935627721,1.4922151747822955e-09,4.288530545231595e-10,4.2225373376522294e-10,4.605594128534275e-10,4.1966906495996894e-10,4.276032508983455e-10,4.5191194194943516e-10,4.263542894595131e-10,4.263542893887108e-10
GCA_001295055.1_ASM129505v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE27,1.4814516426782234e-09,0.999999993562778,1.4922132590708812e-09,4.2885280589453913e-10,4.2225349042785586e-10,4.6055915134436226e-10,4.1966882283998755e-10,4.2760300500717424e-10,4.519116850700185e-10,4.2635404233809066e-10,4.263540422672874e-10
GCA_001294985.1_ASM129498v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE28,1.4814497836732334e-09,0.9999999935627839,1.4922113508582605e-09,4.288525578344592e-10,4.2225324764530674e-10,4.6055889042726715e-10,4.1966858127254085e-10,4.276027596761346e-10,4.519114287724843e-10,4.2635379578186257e-10,4.2635379571106025e-10
GCA_003074435.1_ASM307443v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE29,1.4797913016054396e-09,0.9999999935687482,1.4905250517203881e-09,4.285269141311997e-10,4.2193358033221614e-10,4.602128099915052e-10,4.1935072536390863e-10,4.272794059263613e-10,4.515716749526606e-10,4.260301176188286e-10,4.260301175480794e-10
GCA_003074395.1_ASM307439v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074415.1_ASM307441v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE30,1.4831157098465572e-09,0.9999999935567964,1.4939052920830597e-09,4.2917919393459286e-10,4.225738862309715e-10,4.6090601465338645e-10,4.199874035430087e-10,4.279270948685835e-10,4.522522078819043e-10,4.266784602800784e-10,4.266784602092221e-10
NODE31,1.4814516468403862e-09,0.9999999935627781,1.492213263383968e-09,4.2885280627278416e-10,4.222534907969668e-10,4.6055915173817545e-10,4.196688232075675e-10,4.276030053798131e-10,4.5191168545711635e-10,4.263540427140982e-10,4.2635404264329575e-10
GCA_003085875.1_ASM308587v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE32,1.4797913036878234e-09,0.9999999935687482,1.4905250538783867e-09,4.2852691432062274e-10,4.219335805170673e-10,4.6021281018873673e-10,4.1935072554801215e-10,4.27279406112989e-10,4.515716751465367e-10,4.260301178071483e-10,4.26030117736399e-10
GCA_001188325.1_YPY_1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188715.1_ASM118871v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE33,1.4814535058383822e-09,0.9999999935627724,1.4922151715881223e-09,4.288530543324262e-10,4.2225373357909024e-10,4.605594126548192e-10,4.196690647745892e-10,4.2760325071042237e-10,4.5191194175420637e-10,4.263542892698904e-10,4.263542891990879e-10
GCA_001295065.1_ASM129506v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE34,1.4814516426758771e-09,0.9999999935627781,1.4922132590672765e-09,4.288528058943927e-10,4.2225349042771333e-10,4.605591513442112e-10,4.196688228398454e-10,4.276030050070304e-10,4.5191168506986993e-10,4.263540423379449e-10,4.2635404226714183e-10
GCA_001294905.1_ASM129490v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE35,1.4814497836732307e-09,0.9999999935627839,1.4922113508582565e-09,4.2885255783445905e-10,4.222532476453066e-10,4.60558890427267e-10,4.1966858127254075e-10,4.276027596761345e-10,4.519114287724842e-10,4.2635379578186247e-10,4.263537957110601e-10
GCA_001295105.1_ASM129510v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE36,1.4797913016054396e-09,0.9999999935687482,1.4905250517203881e-09,4.285269141311997e-10,4.2193358033221614e-10,4.602128099915052e-10,4.1935072536390863e-10,4.272794059263613e-10,4.515716749526606e-10,4.260301176188286e-10,4.260301175480793e-10
GCA_001295185.1_ASM129518v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006376505.1_ASM637650v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE37,1.481455379217386e-09,0.9999999935627657,1.4922180010342694e-09,4.288533038448859e-10,4.222539777827437e-10,4.6055967509913864e-10,4.1966930775695753e-10,4.276034974778288e-10,4.5191219955221086e-10,4.2635453727044733e-10,4.2635453719964413e-10
GCA_003085935.1_ASM308593v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE38,1.4831157119336125e-09,0.9999999935567961,1.4939052942447856e-09,4.2917919412430307e-10,4.225738864161029e-10,4.6090601485091444e-10,4.1998740372739093e-10,4.2792709505549273e-10,4.522522080760718e-10,4.266784604686842e-10,4.266784603978279e-10
NODE39,1.4814516468427207e-09,0.999999993562778,1.4922132633864086e-09,4.2885280627292954e-10,4.2225349079710805e-10,4.605591517383253e-10,4.1966882320770847e-10,4.276030053799558e-10,4.5191168545726364e-10,4.263540427142427e-10,4.263540426434403e-10
GCA_001295045.1_ASM129504v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE40,1.479791303687826e-09,0.9999999935687482,1.4905250538783894e-09,4.2852691432062284e-10,4.2193358051706733e-10,4.6021281018873683e-10,4.193507255480123e-10,4.272794061129892e-10,4.515716751465368e-10,4.260301178071485e-10,4.2603011773639915e-10
GCA_001294915.1_ASM129491v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006376545.1_ASM637654v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE41,1.4831175730072532e-09,0.9999999935567904,1.493907203578439e-09,4.2917944237111503e-10,4.2257412938085264e-10,4.6090627596233584e-10,4.199876454761701e-10,4.2792734057041737e-10,4.522524645645734e-10,4.26678707210438e-10,4.266787071395817e-10
NODE42,1.4814516489250929e-09,0.9999999935627781,1.4922132655432433e-09,4.2885280646234924e-10,4.2225349098195603e-10,4.605591519355533e-10,4.1966882339180863e-10,4.276030055665801e-10,4.5191168565113616e-10,4.26354042902559e-10,4.263540428317566e-10
GCA_002993145.1_ASM299314v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE43,1.4797913036901525e-09,0.9999999935687481,1.4905250538808222e-09,4.285269143207678e-10,4.2193358051720846e-10,4.602128101888864e-10,4.19350725548153e-10,4.2727940611313135e-10,4.515716751466838e-10,4.2603011780729256e-10,4.260301177365433e-10
GCA_001188795.1_ASM118879v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001294815.1_ASM129481v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE44,1.483117573004901e-09,0.9999999935567905,1.4939072035748273e-09,4.2917944237096795e-10,4.2257412938070917e-10,4.60906275962184e-10,4.199876454760272e-10,4.279273405702726e-10,4.522524645644243e-10,4.26678707210292e-10,4.2667870713943497e-10
NODE45,1.4814516489250902e-09,0.9999999935627781,1.4922132655432394e-09,4.288528064623492e-10,4.2225349098195593e-10,4.6055915193555326e-10,4.196688233918085e-10,4.2760300556658e-10,4.5191168565113606e-10,4.2635404290255897e-10,4.263540428317565e-10
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE46,1.4797913036901525e-09,0.9999999935687481,1.4905250538808222e-09,4.285269143207678e-10,4.2193358051720846e-10,4.602128101888864e-10,4.19350725548153e-10,4.2727940611313135e-10,4.515716751466838e-10,4.2603011780729256e-10,4.260301177365433e-10
GCA_000382545.1_Yersinia_pestis_assembly_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188335.1_DYA_1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE47,1.4831157098317042e-09,0.9999999935567964,1.4939052910440715e-09,4.2917919393282606e-10,4.2257388622923884e-10,4.609060146515082e-10,4.1998740354124474e-10,4.2792709486681387e-10,4.522522078800437e-10,4.2667846027828784e-10,4.2667846020743165e-10
NODE48,1.4797931647668245e-09,0.9999999935687428,1.4905269642392147e-09,4.285271625701525e-10,4.2193382348450616e-10,4.602130713031354e-10,4.1935096729965533e-10,4.27279651630722e-10,4.515719316380404e-10,4.2603036455177254e-10,4.260303644810231e-10
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188755.1_ASM118875v1_genomic,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE49,1.4831119876597096e-09,0.9999999935568078,1.4939014703088135e-09,4.2917869743640744e-10,4.2257340029699984e-10,4.6090549242570196e-10,4.199869200409204e-10,4.2792660383417683e-10,4.5225169490011413e-10,4.2667796679196815e-10,4.266779667211119e-10
NODE50,1.4797931606067077e-09,0.9999999935687428,1.4905269599280855e-09,4.2852716219159733e-10,4.219338231150871e-10,4.6021307090897237e-10,4.193509669317309e-10,4.2727965125775256e-10,4.515719312505836e-10,4.260303641754227e-10,4.2603036410467346e-10
GCA_000324925.1_ASM32492v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188775.1_ASM118877v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE51,1.4797931606067077e-09,0.9999999935687428,1.4905269599280855e-09,4.2852716219159733e-10,4.219338231150871e-10,4.6021307090897237e-10,4.193509669317309e-10,4.2727965125775256e-10,4.515719312505836e-10,4.260303641754227e-10,4.2603036410467346e-10
GCA_001188695.1_ASM118869v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188935.1_ASM118893v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE52,1.2511197427247898e-06,0.9999987338180741,5.165825959117984e-09,1.1477322323711496e-09,1.1290802908136585e-09,1.2285704975966544e-09,1.2999981762966086e-09,1.215851222806967e-09,1.2817497993478177e-09,1.2966874481751275e-09,1.2966874479809965e-09
NODE53,2.8766158862358745e-09,0.9999999921532089,1.4974728580732845e-09,4.2987656028140296e-10,4.232590468217644e-10,4.616489783261067e-10,4.2092029783710646e-10,4.2872354764977943e-10,4.5308903419572663e-10,4.275924785794275e-10,4.275924785084489e-10
SAMEA104488961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE54,1.4846732337994458e-09,0.9999999935552238,1.4939105692435858e-09,4.291802575972136e-10,4.2257493074942926e-10,4.609071459744337e-10,4.1998876320442275e-10,4.2792828317057417e-10,4.522534554365439e-10,4.266797995121769e-10,4.266797994413203e-10
NODE55,1.4797949017233463e-09,0.9999999935687409,1.4905269715748205e-09,4.285271639722144e-10,4.219338248604195e-10,4.602130727910095e-10,4.1935096905591673e-10,4.272796531813623e-10,4.5157193326411383e-10,4.26030366286347e-10,4.260303662155977e-10
GCA_000320425.1_ASM32042v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323625.1_ASM32362v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE56,1.483121183293164e-09,0.9999999935567829,1.4939091299435858e-09,4.29179692781841e-10,4.225743744649842e-10,4.6090653935491054e-10,4.199878897222585e-10,4.279275883868389e-10,4.522527234591786e-10,4.266789564446963e-10,4.2667895637383917e-10
NODE57,1.4831175749600178e-09,0.9999999935567905,1.4939072035944652e-09,4.29179442373284e-10,4.225741293829753e-10,4.6090627596461963e-10,4.1998764547873964e-10,4.279273405727504e-10,4.522524645670107e-10,4.2667870721299454e-10,4.266787071421382e-10
NODE58,1.4814516489272729e-09,0.999999993562778,1.492213265543263e-09,4.288528064623517e-10,4.222534909819584e-10,4.6055915193555584e-10,4.196688233918114e-10,4.2760300556658274e-10,4.5191168565113885e-10,4.263540429025618e-10,4.263540428317594e-10
GCA_000324665.1_ASM32466v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE59,1.479791303690155e-09,0.9999999935687481,1.4905250538808222e-09,4.285269143207678e-10,4.2193358051720846e-10,4.602128101888864e-10,4.19350725548153e-10,4.2727940611313135e-10,4.515716751466838e-10,4.2603011780729256e-10,4.260301177365433e-10
GCA_000324045.1_ASM32404v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000325185.1_ASM32518v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE60,1.4831138487503709e-09,0.9999999935568022,1.493903380679148e-09,4.291789456849913e-10,4.225736432634879e-10,4.6090575353900685e-10,4.1998716179146866e-10,4.279268493508766e-10,4.522519513904811e-10,4.266782135355179e-10,4.266782134646616e-10
NODE61,1.4797931626867713e-09,0.9999999935687427,1.4905269620836532e-09,4.285271623808752e-10,4.2193382329979703e-10,4.602130711060542e-10,4.193509671156934e-10,4.272796514442376e-10,4.515719314443122e-10,4.2603036436359794e-10,4.260303642928486e-10
GCA_001294805.1_ASM129480v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074175.1_ASM307417v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE62,1.4814516447579858e-09,0.9999999935627779,1.4922132612247987e-09,4.288528060833613e-10,4.2225349061211593e-10,4.6055915154094427e-10,4.196688230234644e-10,4.276030051931859e-10,4.519116852632406e-10,4.26354042525779e-10,4.2635404245497656e-10
GCA_000324525.1_ASM32452v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE63,1.4797913036854967e-09,0.9999999935687482,1.4905250538759513e-09,4.2852691432047777e-10,4.2193358051692624e-10,4.6021281018858737e-10,4.193507255478715e-10,4.272794061128467e-10,4.515716751463897e-10,4.2603011780700414e-10,4.260301177362549e-10
GCA_000007885.1_ASM788v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000324465.1_ASM32446v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE64,1.4831194443918014e-09,0.9999999935567848,1.4939091226109897e-09,4.291796913799613e-10,4.2257437308925116e-10,4.609065378672328e-10,4.1998788796604515e-10,4.2792758683632745e-10,4.522527218332431e-10,4.266789547101878e-10,4.266789546393307e-10
NODE65,1.4831138508444365e-09,0.9999999935568022,1.4939033828493662e-09,4.2917894587513777e-10,4.2257364344904304e-10,4.6090575373698405e-10,4.19987161976274e-10,4.2792684953821434e-10,4.5225195158509066e-10,4.2667821372455685e-10,4.266782136537007e-10
NODE66,1.4797931626891107e-09,0.9999999935687427,1.4905269620861008e-09,4.285271623810206e-10,4.2193382329993843e-10,4.602130711062042e-10,4.193509671158345e-10,4.272796514443804e-10,4.5157193144445984e-10,4.260303643637427e-10,4.2603036429299327e-10
GCA_001294885.1_ASM129488v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002412235.1_Y.pestis_A-1249_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE67,1.4814516447603284e-09,0.999999993562778,1.4922132612272496e-09,4.2885280608350693e-10,4.222534906122577e-10,4.6055915154109445e-10,4.1966882302360583e-10,4.276030051933288e-10,4.519116852633885e-10,4.2635404252592384e-10,4.2635404245512147e-10
GCA_001601735.1_ASM160173v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE68,1.4797913036854994e-09,0.9999999935687482,1.490525053875954e-09,4.2852691432047793e-10,4.2193358051692634e-10,4.6021281018858747e-10,4.1935072554787163e-10,4.272794061128468e-10,4.515716751463898e-10,4.260301178070043e-10,4.2603011773625507e-10
GCA_001294975.1_ASM129497v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001295145.1_ASM129514v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE69,1.483119440358811e-09,0.9999999935567848,1.49390912043581e-09,4.2917969118837386e-10,4.2257437290228084e-10,4.6090653766772146e-10,4.1998788777937644e-10,4.2792758664737133e-10,4.522527216369339e-10,4.266789545193154e-10,4.2667895444845894e-10
NODE70,1.4831157098436743e-09,0.9999999935567963,1.4939052910567737e-09,4.291791939340041e-10,4.225738862303926e-10,4.6090601465275314e-10,4.199874035424323e-10,4.279270948679964e-10,4.522522078812834e-10,4.266784602794935e-10,4.2667846020863716e-10
NODE71,1.481451646840382e-09,0.9999999935627781,1.4922132633828112e-09,4.2885280627278333e-10,4.2225349079696593e-10,4.605591517381746e-10,4.196688232075666e-10,4.276030053798124e-10,4.519116854571154e-10,4.2635404271409735e-10,4.26354042643295e-10
GCA_001294965.1_ASM129496v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
