sample	lat	lon
GCA_016102945.1_ASM1610294v1_genomic	47.2286086	65.20931970000001
GCA_016102915.1_ASM1610291v1_genomic	43.0883099	47.14988017944229
GCA_016102855.1_ASM1610285v1_genomic	47.660582700000006	50.806203
GCA_016102845.1_ASM1610284v1_genomic	47.2286086	65.20931970000001
GCA_016102875.1_ASM1610287v1_genomic	47.660582700000006	50.806203
GCA_016102745.1_ASM1610274v1_genomic	47.1878186	47.608851
GCA_016102785.1_ASM1610278v1_genomic	47.2286086	65.20931970000001
GCA_016102765.1_ASM1610276v1_genomic	48.23965820000001	57.7213289
GCA_016102755.1_ASM1610275v1_genomic	49.5568479	50.2227409
GCA_016102775.1_ASM1610277v1_genomic	47.660582700000006	50.806203
GCA_016102655.1_ASM1610265v1_genomic	45.20588529999999	63.9155202
GCA_016102685.1_ASM1610268v1_genomic	47.1878186	47.608851
GCA_016102675.1_ASM1610267v1_genomic	46.2313018	45.3275745
GCA_016102665.1_ASM1610266v1_genomic	47.1878186	47.608851
GCA_016102645.1_ASM1610264v1_genomic	49.5568479	50.2227409
GCA_016102545.1_ASM1610254v1_genomic	39.97461145	46.64969832546284
GCA_016102585.1_ASM1610258v1_genomic	48.23965820000001	57.7213289
GCA_016102565.1_ASM1610256v1_genomic	47.6222451	40.7957942
GCA_016102575.1_ASM1610257v1_genomic	49.5568479	50.2227409
GCA_016102555.1_ASM1610255v1_genomic	49.5568479	50.2227409
GCA_015159615.1_ASM1515961v1_genomic	43.1655309	44.979682
GCA_014734395.1_ASM1473439v1_genomic	43.2443242	114.3251664
GCA_014734355.1_ASM1473435v1_genomic	43.2443242	114.3251664
GCA_014734405.1_ASM1473440v1_genomic	43.2443242	114.3251664
GCA_015350455.1_ASM1535045v1_genomic	39.37638070000001	59.3924609
GCA_015350435.1_ASM1535043v1_genomic	39.37638070000001	59.3924609
GCA_015350425.1_ASM1535042v1_genomic	39.37638070000001	59.3924609
GCA_013392085.1_ASM1339208v1_genomic	44.4179637	109.7783753
GCA_013392055.1_ASM1339205v1_genomic	44.4179637	109.7783753
GCA_013392045.1_ASM1339204v1_genomic	44.4179637	109.7783753
GCA_013392105.1_ASM1339210v1_genomic	44.4179637	109.7783753
GCA_013392075.1_ASM1339207v1_genomic	44.4179637	109.7783753
GCA_013392145.1_ASM1339214v1_genomic	44.4179637	109.7783753
GCA_010974855.1_ASM1097485v1_genomic	45.20588529999999	63.9155202
GCA_010974835.1_ASM1097483v1_genomic	49.5568479	50.2227409
GCA_010974845.1_ASM1097484v1_genomic	45.20588529999999	63.9155202
GCA_009909645.1_ASM990964v1_genomic	47.1878186	47.608851
GCA_009909655.1_ASM990965v1_genomic	45.20588529999999	63.9155202
