#name, A, B, C, D, E, F, G, H, I
NODE_0000029, 0.023867391110791124, 0.034274107924226534, 0.14473007744780372, 0.025001201008828494, 0.03192309705843945, 0.018494270983780994, 0.020324256843495984, 0.5622471493232855, 0.13913844829934832
GCA_001188695.1_ASM118869v1_genomic, 0.03015993233479822, 0.04246213077367115, 0.15268593121665636, 0.031765165898177204, 0.03975194427607365, 0.024255235054046375, 0.02676333198468313, 0.498772218856248, 0.15338410960564597
GCA_001188935.1_ASM118893v1_genomic, 0.03015993233479822, 0.04246213077367115, 0.15268593121665636, 0.031765165898177204, 0.03975194427607365, 0.024255235054046375, 0.02676333198468313, 0.498772218856248, 0.15338410960564597
NODE_0000030, 2.27845375199665e-06, 1.178891888862716e-05, 0.22587819519408653, 2.918121766430678e-06, 6.099458142045683e-06, 5.347170595231054e-07, 9.880232536053686e-07, 0.7704827618247643, 0.003614435288286956
NODE_0000031, 2.3544722345420413e-06, 1.1502125574963977e-05, 0.03063802828146004, 2.7309715745046747e-06, 6.696954623129395e-06, 5.075213132902237e-07, 8.997148803446004e-07, 0.9617057064986076, 0.0076315734597315705
GCA_001295055.1_ASM129505v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000032, 1.9122950070336273e-06, 8.494068154783333e-06, 0.005281094553261319, 1.9401672881097217e-06, 6.1622056337214515e-06, 3.955219877733651e-07, 7.502312279774797e-07, 0.9611479849038695, 0.033551266053569666
NODE_0000033, 1.4361668404262226e-06, 6.947435067428917e-06, 0.001633098827212557, 1.3553076951816096e-06, 4.936694046607795e-06, 2.2777547315110897e-07, 3.4313971173217364e-07, 0.9914022486722374, 0.006949405981715591
GCA_001294985.1_ASM129498v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_003074435.1_ASM307443v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000034, 3.383839085014028e-06, 1.0513552160118752e-05, 0.0011211459329528732, 3.5254642288797036e-06, 9.77723481124909e-06, 9.8985260465007e-07, 2.1976915900931117e-06, 0.8305740252117378, 0.1682744412208293
GCA_003074395.1_ASM307439v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_003074415.1_ASM307441v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000035, 5.928925720844258e-06, 2.945007298566233e-05, 0.2606541310461332, 8.128822891597415e-06, 1.3739694258606896e-05, 1.5684913275738903e-06, 2.882373984225424e-06, 0.7360691101348241, 0.0032150604378741203
NODE_0000036, 0.00020238524448641784, 0.0005554355149725149, 0.6302210827038457, 0.0002874620557490094, 0.00029213093196645066, 0.00011182488815146895, 0.0001745648909624421, 0.3633093305194884, 0.004845783250377596
GCA_003085875.1_ASM308587v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000037, 0.006914527708356911, 0.010558047127424681, 0.5523130291444461, 0.008587331091931242, 0.00807444735049892, 0.006343175961635469, 0.007821856438659224, 0.36665519595557816, 0.032732389221469246
GCA_001188325.1_YPY_1_genomic, 0.013295768624698176, 0.0197246541842852, 0.4868337638556735, 0.016321630746287192, 0.015483400197314133, 0.012393400340517741, 0.01510457361187183, 0.3654142836107006, 0.055428524828651564
GCA_001188715.1_ASM118871v1_genomic, 0.013295768624698176, 0.0197246541842852, 0.4868337638556735, 0.016321630746287192, 0.015483400197314133, 0.012393400340517741, 0.01510457361187183, 0.3654142836107006, 0.055428524828651564
NODE_0000038, 2.4232771702558486e-06, 1.2332010353816217e-05, 0.03536254908524002, 2.8422399903908867e-06, 6.858641404368678e-06, 4.97200508078548e-07, 8.277669031633221e-07, 0.9616177493501458, 0.0029939204282841076
GCA_001295065.1_ASM129506v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000039, 1.5235346191581385e-06, 7.680299650907912e-06, 0.0058113066591603335, 1.4989310631903311e-06, 5.128270159102993e-06, 2.430940970635769e-07, 3.5888826631336086e-07, 0.9910344932017541, 0.00313776712122981
GCA_001294905.1_ASM129490v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000040, 1.3983902444218853e-06, 7.0075999580111255e-06, 0.0019155204085710077, 1.3130015140925298e-06, 4.879960012233422e-06, 2.0863591668266708e-07, 2.9516875943730703e-07, 0.9949522003644724, 0.0031171764705518077
GCA_001295105.1_ASM129510v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000041, 1.3547617978499615e-06, 6.7342042178441134e-06, 0.00125259638972391, 1.2605382430086753e-06, 4.731619688742237e-06, 1.994380851006123e-07, 2.7757910081122674e-07, 0.9960412708737242, 0.002691574595418452
GCA_001295185.1_ASM129518v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000042, 2.261717191127747e-06, 1.1119233500571558e-05, 0.7134817744959338, 3.548973561374256e-06, 5.5033561371954225e-05, 7.982615875957624e-07, 1.690402633090353e-06, 0.28447053740488626, 0.001973235949334302
NODE_0000043, 8.689110041612312e-07, 4.441124642652086e-06, 0.9105201595347266, 1.452910201930854e-06, 2.1494183201184136e-06, 3.012556909769172e-07, 6.483962168643489e-07, 0.0891977308337643, 0.00027224761543227153
SAMEA104488961, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000044, 1.6181761961980218e-06, 8.208630983052862e-06, 0.8761538122718052, 2.8839975118613133e-06, 2.8418761327095465e-06, 6.109401025494648e-07, 1.3273494925002938e-06, 0.12353829932569065, 0.000290397432085381
NODE_0000045, 2.2492730346225711e-07, 1.1362961878130208e-06, 0.992725548176308, 4.802744625009236e-07, 3.148764180871091e-07, 1.1032417557169664e-07, 2.6832896080075166e-07, 0.007259792207310443, 1.2124588873205179e-05
GCA_000320425.1_ASM32042v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000323625.1_ASM32362v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000046, 4.707290737897065e-06, 2.3716378979143086e-05, 0.1308581486028718, 6.2953538077748206e-06, 1.1049008137190891e-05, 1.1725167028592292e-06, 2.091747343349315e-06, 0.8667498536356002, 0.0023429654658197827
NODE_0000047, 1.8845910784022853e-06, 9.52620501884433e-06, 0.016217602900036345, 2.0474327466516716e-06, 5.761883932384499e-06, 3.453394982393018e-07, 5.432282637290795e-07, 0.9812671142641952, 0.002495174155230197
GCA_001294975.1_ASM129497v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_001295145.1_ASM129514v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000048, 1.940789897276239e-06, 9.952221597810782e-06, 0.020371987710644884, 2.1125137000039457e-06, 6.001272765478112e-06, 3.570668262562979e-07, 5.725465103592923e-07, 0.9761924831649287, 0.0034145927131294844
NODE_0000049, 1.432315574167713e-06, 7.14760394639292e-06, 0.0033945108666910946, 1.3751360910458096e-06, 4.885849780842866e-06, 2.207133149240384e-07, 3.164969830425645e-07, 0.9938695017120371, 0.002720609305581338
GCA_000324665.1_ASM32466v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_000325185.1_ASM32518v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000050, 1.4596112632848517e-06, 7.335980590785846e-06, 0.0037969989143566106, 1.4037833301476174e-06, 5.001948764739535e-06, 2.2554543551974875e-07, 3.264452332753675e-07, 0.9930379959045683, 0.0031492518664575633
GCA_000324465.1_ASM32446v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000051, 1.3627467658031221e-06, 6.776977283952542e-06, 0.0014709458279917997, 1.272335886886313e-06, 4.747504425885062e-06, 2.0161940420666427e-07, 2.815699531776366e-07, 0.995819630912234, 0.0026947805060543043
GCA_001294805.1_ASM129480v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_003074175.1_ASM307417v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000052, 1.6006697555754202e-05, 5.775839479940649e-05, 0.2705951714023711, 2.2493474071776975e-05, 0.004824200012354216, 8.58195494168952e-06, 1.554396541756477e-05, 0.7058248057075271, 0.018635438390961313
NODE_0000053, 1.2048434759984358e-05, 4.398241224573052e-05, 0.04175234102709454, 1.463983042431764e-05, 0.17779827541736518, 6.0519987536882124e-06, 8.873993509549821e-06, 0.7561584656525564, 0.0242053212332907
NODE_0000054, 3.601587644037315e-05, 0.00012125646507453054, 0.013259479786395065, 3.755561643716633e-05, 0.1927589405838511, 1.368440442770466e-05, 1.8006375844296854e-05, 0.7827441504496694, 0.011010910441860472
GCA_006517425.1_ASM651742v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_006546725.1_ASM654672v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_0000055, 8.939428043049509e-06, 3.1484327198957556e-05, 0.008485443513139039, 9.710945919451537e-06, 0.2609170043087902, 3.9271542069326235e-06, 6.87196816881201e-06, 0.6543113597138042, 0.07622525864072939
NODE_0000056, 5.4761021699438565e-05, 0.00011646138592267927, 0.0025049236457961163, 6.0366601606180235e-05, 0.2812782719602259, 3.741265442791038e-05, 7.240954712549234e-05, 0.4567641521996304, 0.25911124098356586
GCA_003122795.1_Y.pestis_I-2422_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_006546665.1_ASM654666v1_genomic, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000057, 6.392752143370765e-05, 0.00020157070727679365, 0.007275984854822461, 6.447298986699118e-05, 0.29104792992819317, 2.5516074218224327e-05, 3.577412438695083e-05, 0.6625859482189572, 0.03869887558084435
GCA_006546745.1_ASM654674v1_genomic, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000058, 0.0005432304126074392, 0.00112701714794024, 0.011977863675142288, 0.0005469600195002342, 0.1514374750753859, 0.0003300380834105958, 0.00035786373841433037, 0.801230623081923, 0.03244892876567592
GCA_001295025.1_ASM129502v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000059, 0.00883568040338912, 0.013092636012259932, 0.05167783855530381, 0.009014003740455636, 0.15541195568015131, 0.006648706708957467, 0.00698620796030319, 0.6672937668510667, 0.08103920408811284
GCA_002981895.1_ASM298189v1_genomic, 0.01616334272387188, 0.023209385904258747, 0.078924670377282, 0.01662447571605674, 0.15808412181097453, 0.012766268163753485, 0.013544980250734336, 0.5683914214442979, 0.11229133360877053
GCA_002981925.1_ASM298192v1_genomic, 0.01616334272387188, 0.023209385904258747, 0.078924670377282, 0.01662447571605674, 0.15808412181097453, 0.012766268163753485, 0.013544980250734336, 0.5683914214442979, 0.11229133360877053
NODE_0000060, 3.7347532647527583e-06, 1.548724308447357e-05, 0.200818262279856, 5.055319094478313e-06, 0.00014889205749077074, 1.3889815905886223e-06, 3.4359378848608703e-06, 0.7393700692113769, 0.05963367421635715
NODE_0000061, 4.6580297149470905e-06, 1.4727348930967331e-05, 0.01843977626507009, 5.97488815381259e-06, 1.470495293423867e-05, 1.8912375392994381e-06, 5.13709253674218e-06, 0.698177222912806, 0.28333590727231384
NODE_0000062, 8.218411013863652e-07, 1.7434782462825858e-06, 0.000286703907871284, 9.829468268034677e-07, 1.9811016731143164e-06, 4.705737559268082e-07, 1.6884288276399887e-06, 0.0793144857960508, 0.9203911219256469
GCA_000323665.1_ASM32366v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000063, 2.4446491438749623e-07, 5.640484969367677e-07, 3.956548672382338e-05, 2.757369758526848e-07, 6.287826939441734e-07, 1.2959105554483076e-07, 4.946745659354101e-07, 0.03298582780102037, 0.9669722694135533
GCA_000324345.1_ASM32434v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000064, 8.875105071071721e-07, 1.8823656295781622e-06, 8.167471064320921e-05, 1.0045922455882585e-06, 2.2176764564074297e-06, 4.658107018251695e-07, 1.5790639045296715e-06, 0.09663376455626616, 0.9032765237136455
NODE_0000065, 1.2294332500361498e-07, 2.1262861808936527e-07, 5.864003404915477e-06, 1.4569122209668303e-07, 2.836787120339798e-07, 8.83688049429594e-08, 3.850778897933813e-07, 0.00835891369974346, 0.9916339839082796
GCA_000323185.1_ASM32318v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_000324205.1_ASM32420v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000066, 3.1778245877354506e-06, 1.0040990891742233e-05, 0.0007406774344264557, 3.2626529432554734e-06, 9.284767798399603e-06, 8.947015642311455e-07, 1.9351768275453186e-06, 0.8705351716489323, 0.12869555480202824
GCA_000323425.1_ASM32342v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_000324185.1_ASM32418v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000067, 1.8725627804904418e-06, 7.523158001938044e-06, 0.003175589998210247, 1.916291217506862e-06, 5.9323120066836425e-06, 4.548413071054035e-07, 1.016215441934554e-06, 0.8220076865448106, 0.17479800807622378
GCA_000324225.1_ASM32422v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000068, 2.4999254598651846e-06, 8.310574865796965e-06, 0.0010242421421143618, 2.5739577918054785e-06, 7.4179966803433226e-06, 7.101910225317909e-07, 1.6272220584230138e-06, 0.7632245968258939, 0.23572802116411293
GCA_009670935.1_ASM967093v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000069, 1.3723749646627372e-06, 3.7876142204360486e-06, 0.0002962802833992603, 1.4737524623390087e-06, 3.7933585859869166e-06, 5.256029210963582e-07, 1.5193603513193794e-06, 0.2706296025899459, 0.729061645063149
NODE_0000070, 2.786758025794193e-07, 5.288441576222496e-07, 1.7589134225254874e-05, 3.229633856340233e-07, 6.669351634948097e-07, 1.70605827224643e-07, 6.522928193939484e-07, 0.022996922151814696, 0.976982868396804
GCA_009670475.1_ASM967047v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000071, 5.87224559896676e-08, 8.604771786992344e-08, 1.8138534682803729e-06, 7.2216712266277e-08, 1.2662390841312933e-07, 5.367597630994453e-08, 2.6994143605010095e-07, 0.002842597672763696, 0.9971549212455612
GCA_009670245.1_ASM967024v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_009670445.1_ASM967044v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000072, 8.034901183907571e-07, 2.791257121016031e-06, 0.00036048479766309004, 8.290795965626526e-07, 2.435804656823317e-06, 2.5314362466787745e-07, 7.364657768378143e-07, 0.28025109156566214, 0.7193805743957805
NODE_0000073, 1.525697821458188e-06, 4.19821425982275e-06, 0.0003141429740159673, 1.636632372093753e-06, 4.19869688983054e-06, 5.952475105483733e-07, 1.7366825340561161e-06, 0.32330431296510587, 0.6763676528894903
GCA_009670135.1_ASM967013v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000074, 5.684942399033663e-07, 1.4364281247406393e-06, 9.255219172823411e-05, 6.229548938370399e-07, 1.5168925343230375e-06, 2.5260341929625304e-07, 8.263085554547447e-07, 0.09318350665357243, 0.9067187174729318
GCA_009670565.1_ASM967056v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000075, 4.7107106432637047e-07, 1.4018198398794645e-06, 0.0001445056499090753, 5.033385299701916e-07, 1.338093762071461e-06, 1.866850659406826e-07, 6.144382368497323e-07, 0.1200752604704285, 0.8797757184331635
NODE_0000076, 1.1928614955331465e-06, 2.787395669611959e-06, 0.00013915561367771267, 1.3204417426362358e-06, 3.0841601189504015e-06, 5.582649266540963e-07, 1.7769682921539333e-06, 0.16984760672620436, 0.8300025175678724
