name,0.ANT,0.ANT4,0.PE,0.PRE,1.ANT,1.IN,1.ORI,1.PRE,2.ANT,2.MED,3.ANT,4.ANT
NODE22,2.9410122181703236e-09,8.23684916795827e-10,0.9999999865277348,2.934639155532786e-09,8.358297975853379e-10,8.402363965469827e-10,8.819059090522511e-10,8.232101870120275e-10,8.398662465448308e-10,8.881090534743337e-10,8.32372028521323e-10,8.313991217803315e-10
NODE23,2.9368977397700735e-09,8.22902412761058e-10,0.999999986543178,2.9305010833949196e-09,8.350369575799931e-10,8.394413046444644e-10,8.810733149583566e-10,8.224310679740172e-10,8.390722957135314e-10,8.872726875868071e-10,8.315825860562197e-10,8.306105368251271e-10
GCA_002993145.1_ASM299314v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE24,2.9328003859396226e-09,8.221221314377193e-10,0.9999999865585663,2.9263803712657937e-09,8.34246365527176e-10,8.386484617162335e-10,8.802430705650113e-10,8.216541535048775e-10,8.382805885900278e-10,8.864386764449437e-10,8.30795381921835e-10,8.298241879510693e-10
GCA_001188795.1_ASM118879v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001294815.1_ASM129481v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE25,2.9410064941599395e-09,8.236841736006076e-10,0.9999999865277532,2.9346333523508056e-09,8.358290460773227e-10,8.402356446906515e-10,8.819051235151792e-10,8.232094499347445e-10,8.398654964192207e-10,8.881082662139802e-10,8.323712801714987e-10,8.313983741828638e-10
NODE26,2.9368977318035657e-09,8.229024120518463e-10,0.999999986543178,2.9305010752522054e-09,8.35036956864784e-10,8.394413039305794e-10,8.810733142141395e-10,8.224310672735897e-10,8.390722950017812e-10,8.872726868425305e-10,8.3158258534372e-10,8.306105361132877e-10
GCA_001188755.1_ASM118875v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE27,2.932800385928557e-09,8.221221314370394e-10,0.9999999865585663,2.9263803712543902e-09,8.34246365526493e-10,8.386484617155531e-10,8.802430705643034e-10,8.216541535042091e-10,8.382805885893497e-10,8.864386764442375e-10,8.307953819211539e-10,8.298241879503888e-10
GCA_000382545.1_Yersinia_pestis_assembly_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188335.1_DYA_1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE28,2.9368977318035657e-09,8.229024120518463e-10,0.999999986543178,2.9305010752522054e-09,8.35036956864784e-10,8.394413039305794e-10,8.810733142141395e-10,8.224310672735897e-10,8.390722950017812e-10,8.872726868425305e-10,8.3158258534372e-10,8.306105361132877e-10
GCA_001188775.1_ASM118877v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE29,2.932800385928557e-09,8.221221314370394e-10,0.9999999865585663,2.9263803712543902e-09,8.34246365526493e-10,8.386484617155531e-10,8.802430705643034e-10,8.216541535042091e-10,8.382805885893497e-10,8.864386764442375e-10,8.307953819211539e-10,8.298241879503888e-10
GCA_001188695.1_ASM118869v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188935.1_ASM118893v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE30,2.9410122724933535e-09,8.23684922190999e-10,0.9999999865277321,2.9346418807054604e-09,8.358298030347196e-10,8.402364019977922e-10,8.819059147467875e-10,8.23210192359942e-10,8.398662519843738e-10,8.881090591821816e-10,8.323720339515459e-10,8.313991272051205e-10
NODE31,2.9369091480651642e-09,8.229038956277201e-10,0.9999999865431415,2.9305126528831013e-09,8.350384570404024e-10,8.39442804808264e-10,8.810748823330246e-10,8.224325386477028e-10,8.390737924270174e-10,8.872742584084078e-10,8.31584079214686e-10,8.306120284821546e-10
GCA_001295055.1_ASM129505v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE32,2.940989353962881e-09,8.236819468447943e-10,0.9999999865278083,2.934615975360803e-09,8.358267944077506e-10,8.40233391970789e-10,8.819027698741e-10,8.232072414979557e-10,8.398632488828342e-10,8.881059074030806e-10,8.323690379653545e-10,8.3139613423116e-10
NODE33,2.932806078111974e-09,8.221228718091522e-10,0.9999999865585479,2.9263861419053928e-09,8.342471141858202e-10,8.386492107286044e-10,8.802438531374216e-10,8.216548877927112e-10,8.382813358806077e-10,8.864394607409406e-10,8.307961274338859e-10,8.298249327133871e-10
GCA_001294985.1_ASM129498v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074435.1_ASM307443v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE34,2.932806078111974e-09,8.221228718091522e-10,0.9999999865585479,2.9263861419053928e-09,8.342471141858202e-10,8.386492107286044e-10,8.802438531374216e-10,8.216548877927112e-10,8.382813358806077e-10,8.864394607409406e-10,8.307961274338859e-10,8.298249327133871e-10
GCA_003074395.1_ASM307439v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074415.1_ASM307441v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE35,2.9410065021948072e-09,8.236841743158797e-10,0.9999999865277532,2.93463336430104e-09,8.358290467986495e-10,8.40235645410655e-10,8.819051242657874e-10,8.232094506411769e-10,8.398654971370767e-10,8.881082669646633e-10,8.323712808900965e-10,8.313983749007957e-10
NODE36,2.9368977318147467e-09,8.229024120525348e-10,0.9999999865431781,2.9305010752689533e-09,8.350369568654758e-10,8.394413039312683e-10,8.810733142148566e-10,8.224310672742667e-10,8.390722950024679e-10,8.872726868432459e-10,8.315825853444099e-10,8.306105361139768e-10
GCA_003085875.1_ASM308587v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE37,2.9328003859285727e-09,8.2212213143704e-10,0.9999999865585663,2.9263803712544138e-09,8.342463655264938e-10,8.386484617155538e-10,8.802430705643041e-10,8.216541535042098e-10,8.382805885893503e-10,8.864386764442381e-10,8.307953819211545e-10,8.298241879503894e-10
GCA_001188325.1_YPY_1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188715.1_ASM118871v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE38,2.936903439883602e-09,8.22903153836986e-10,0.9999999865431599,2.9305068621553545e-09,8.350377069496045e-10,8.394420543664478e-10,8.810740982704917e-10,8.224318029578166e-10,8.390730437114754e-10,8.872734726224276e-10,8.315833322763014e-10,8.306112822948228e-10
GCA_001295065.1_ASM129506v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE39,2.9368977159034313e-09,8.229024106379253e-10,0.9999999865431781,2.9305010590020975e-09,8.35036955438561e-10,8.394413025070218e-10,8.810733127301185e-10,8.224310658770476e-10,8.390722935825647e-10,8.872726853584956e-10,8.315825839230602e-10,8.306105346939446e-10
GCA_001294905.1_ASM129490v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE40,2.936892007812512e-09,8.229016688521087e-10,0.9999999865431964,2.9304952720929456e-09,8.350362053530634e-10,8.394405520704761e-10,8.810725286730634e-10,8.224303301921561e-10,8.390715448721958e-10,8.872718995778954e-10,8.315818369898016e-10,8.306097885117329e-10
GCA_001295105.1_ASM129510v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE41,2.9328003779731594e-09,8.221221307284946e-10,0.9999999865585663,2.9263803631231246e-09,8.342463648119561e-10,8.386484610023375e-10,8.802430698207823e-10,8.216541528044378e-10,8.382805878782661e-10,8.864386757006544e-10,8.307953812093235e-10,8.29824187239218e-10
GCA_001295185.1_ASM129518v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006376505.1_ASM637650v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE42,1.928156182062453e-06,3.775862311121176e-09,0.9999980387152435,1.0043057438028826e-08,2.232076490880287e-09,2.242079071385267e-09,2.351055151828441e-09,2.5421653649097613e-09,2.382220653095752e-09,2.5144243958857685e-09,2.5242331921781444e-09,2.521400604876514e-09
NODE43,5.608158269983503e-09,8.273756934876862e-10,0.9999999838325871,2.9431816231795987e-09,8.375104620761533e-10,8.419226824867006e-10,8.836717317123633e-10,8.254699814115638e-10,8.417999553875841e-10,8.901451505953803e-10,8.345763440001296e-10,8.33601087685137e-10
SAMEA104488961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE44,2.944712350267552e-09,8.236900007277126e-10,0.9999999865239966,2.9346491192919096e-09,8.358322363208829e-10,8.402388444185173e-10,8.819084731602831e-10,8.232135479396082e-10,8.398690871014094e-10,8.881120453242351e-10,8.323752986311361e-10,8.314023883997381e-10
NODE45,2.9328112366763842e-09,8.221228826724535e-10,0.9999999865585427,2.9263861935288845e-09,8.342471215557974e-10,8.386492181074671e-10,8.802438608500838e-10,8.21654896470865e-10,8.382813438381576e-10,8.864394690971966e-10,8.307961360376476e-10,8.298249413084411e-10
GCA_000320425.1_ASM32042v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323625.1_ASM32362v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE46,2.9410116511620122e-09,8.236841830616026e-10,0.9999999865277481,2.9346333877986998e-09,8.358290520266546e-10,8.402356506514858e-10,8.819051297495447e-10,8.232094572241418e-10,8.398655029640186e-10,8.88108273092889e-10,8.32371287362225e-10,8.31398381366193e-10
NODE47,2.932806109079499e-09,8.221228739455068e-10,0.999999986558548,2.926386166310551e-09,8.342471163354004e-10,8.386492128742451e-10,8.80243855374264e-10,8.216548899000014e-10,8.382813380207112e-10,8.864394629789079e-10,8.307961295771638e-10,8.298249348546781e-10
GCA_001294975.1_ASM129497v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001295145.1_ASM129514v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE48,2.9410007852487073e-09,8.236834311235672e-10,0.9999999865277717,2.934627557338588e-09,8.358282952890462e-10,8.402348935527302e-10,8.819043387270437e-10,8.232087135642511e-10,8.398647470106658e-10,8.881074797034543e-10,8.323705325403685e-10,8.313976273034256e-10
NODE49,2.9328060939995552e-09,8.221228732242147e-10,0.9999999865585478,2.9263861581338467e-09,8.34247115612852e-10,8.38649212153002e-10,8.802438546223474e-10,8.216548891902579e-10,8.382813373007494e-10,8.864394622259954e-10,8.307961288555125e-10,8.298249341336963e-10
GCA_000324665.1_ASM32466v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000325185.1_ASM32518v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE50,2.9368977238580347e-09,8.229024113433297e-10,0.999999986543178,2.9305010671209584e-09,8.35036956150267e-10,8.39441303217384e-10,8.810733134706397e-10,8.224310665738422e-10,8.390722942907192e-10,8.872726860989709e-10,8.315825846319131e-10,8.306105354021405e-10
GCA_000324465.1_ASM32446v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE51,2.932800385917521e-09,8.221221314363603e-10,0.9999999865585663,2.9263803712430045e-09,8.342463655258104e-10,8.386484617148736e-10,8.802430705635965e-10,8.216541535035413e-10,8.382805885886725e-10,8.864386764435315e-10,8.307953819204734e-10,8.298241879497089e-10
GCA_001294805.1_ASM129480v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074175.1_ASM307417v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE52,0.0013830364502008215,1.8389442804621037e-06,0.9986083430922489,1.4024152184403356e-06,5.980791253096532e-07,6.010664292146989e-07,6.305345232949444e-07,7.380120871028576e-07,6.619653054349793e-07,6.99072833881291e-07,7.255947645955093e-07,7.247729824912094e-07
NODE53,1.92456821229583e-06,3.7690423283668645e-09,0.9999980455422259,6.845670387750637e-09,2.2280422244147234e-09,2.2380366551009458e-09,2.3468254215760034e-09,2.537583007555555e-09,2.3779306190970783e-09,2.509912770983737e-09,2.5196730113360818e-09,2.5168451768022886e-09
NODE54,5.595352621336942e-09,8.265789960990348e-10,0.999999983861291,2.934564352215391e-09,8.367089312817361e-10,8.411188795677028e-10,8.82830021429251e-10,8.246806440795836e-10,8.409966175221771e-10,8.892989104289605e-10,8.337767761130158e-10,8.328023878910228e-10
GCA_006517425.1_ASM651742v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006546725.1_ASM654672v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE55,5.610976481092204e-09,8.281480010389798e-10,0.9999999838230121,2.9428287509498638e-09,8.382947700807018e-10,8.427092236437049e-10,8.844953768753457e-10,8.262401820179066e-10,8.425851485158212e-10,8.909723006110885e-10,8.353568199909016e-10,8.343807156768022e-10
NODE56,2.936505544938666e-09,8.221294184517767e-10,0.9999999865547918,2.9264013984564257e-09,8.342510391425666e-10,8.386531454974425e-10,8.802479707404216e-10,8.216597038928824e-10,8.382856588812427e-10,8.864440084096945e-10,8.308008753293381e-10,8.298296756328749e-10
GCA_003122795.1_Y.pestis_I-2422_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006546665.1_ASM654666v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE57,2.9406080361276505e-09,8.22909703851897e-10,0.9999999865393983,2.9305221076516003e-09,8.35041632763946e-10,8.394459899984431e-10,8.810782167791062e-10,8.224366208077266e-10,8.390773679462403e-10,8.872780215909659e-10,8.315880818182833e-10,8.306160268591401e-10
GCA_006546745.1_ASM654674v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE58,2.936897155942286e-09,8.229016789902244e-10,0.999999986543191,2.9304953068316093e-09,8.350362119945565e-10,8.394405587221408e-10,8.810725356275667e-10,8.224303381556884e-10,8.390715521042294e-10,8.872719071753735e-10,8.315818448668413e-10,8.306097963807402e-10
GCA_001295025.1_ASM129502v1_genomic,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE59,2.9328003851063465e-09,8.221221307425702e-10,0.9999999865585663,2.926380363178993e-09,8.34246364821309e-10,8.386484610117005e-10,8.802430698305673e-10,8.216541528157197e-10,8.38280587888474e-10,8.864386757113707e-10,8.307953812204795e-10,8.298241872503626e-10
GCA_002981895.1_ASM298189v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002981925.1_ASM298192v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE60,0.995397957143784,0.0010263997673564586,0.003556061145028476,2.730235466252712e-06,1.745607441257617e-06,1.7529947548822736e-06,1.8374183285688171e-06,2.4913936619687475e-06,2.052394213398575e-06,2.163757469846182e-06,2.4053804762112693e-06,2.402762018893687e-06
NODE61,0.9999929297345909,1.5784150002061767e-06,5.422903617332129e-06,8.161489303168616e-09,5.777833066107901e-09,5.799163744690344e-09,6.0738058979421265e-09,9.742312522211122e-09,7.2939040651097756e-09,7.677740089194079e-09,9.215103799416102e-09,9.205439221391493e-09
NODE62,0.9999999704563642,5.680621541473756e-09,1.1468493163718985e-08,1.0477487595801468e-09,9.999204712027235e-10,1.0043635716177215e-09,1.0524701590149436e-09,1.9359258814446182e-09,1.3425471904767213e-09,1.4141048288978243e-09,1.7996740269393616e-09,1.7977660038379442e-09
GCA_000323665.1_ASM32366v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE63,0.999999981218054,3.2707614422896188e-09,3.233632716340053e-09,1.0338680446250437e-09,9.90449134044623e-10,9.948664866685745e-10,1.0425336671420123e-09,1.9188778036924044e-09,1.3302810300473663e-09,1.4012182298270556e-09,1.78367475739683e-09,1.7817827228503965e-09
GCA_000324345.1_ASM32434v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE64,0.9999999812103877,3.2720714204483174e-09,3.226015437505412e-09,1.0349115410153997e-09,9.914556128299885e-10,9.958747557082852e-10,1.0435870798208483e-09,1.921305953567554e-09,1.3317626046465286e-09,1.4027709209873578e-09,1.7858755750107081e-09,1.7839814651278307e-09
NODE65,0.9999999812586856,3.262045278681771e-09,3.2161527957233405e-09,1.0327737250727903e-09,9.894070973779428e-10,9.938225948055758e-10,1.0414430226136522e-09,1.916378069850334e-09,1.3287513754589171e-09,1.3996151298807239e-09,1.7814077478343293e-09,1.7795178511027072e-09
GCA_000323185.1_ASM32318v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000324205.1_ASM32420v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE66,0.9999999812586856,3.262045278681771e-09,3.2161527957233405e-09,1.0327737250727903e-09,9.894070973779428e-10,9.938225948055758e-10,1.0414430226136522e-09,1.916378069850334e-09,1.3287513754589171e-09,1.3996151298807239e-09,1.7814077478343293e-09,1.7795178511027072e-09
GCA_000323425.1_ASM32342v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000324185.1_ASM32418v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
