#name, A, B, C, D, E
NODE_0000013, 2.869474764329399e-08, 0.000408961265744678, 0.9995909740096651, 1.5938444703236686e-08, 2.0091397782962543e-08
GCA_006376585.1_ASM637658v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000014, 1.4988014302917047e-08, 1.937001789933009e-05, 0.9999805999210577, 7.66188105940921e-09, 7.411147625641916e-09
GCA_002127375.1_ASM212737v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000015, 1.4702475782735314e-08, 1.1354382236495565e-05, 0.9999886162768183, 7.4902325300115e-09, 7.148236827485451e-09
GCA_002127355.1_ASM212735v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000016, 1.4654255073502257e-08, 1.0964253762803057e-05, 0.9999890065014045, 7.468057951827702e-09, 7.12251956580423e-09
GCA_008630415.1_ASM863041v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_008630455.1_ASM863045v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000017, 6.594711088008643e-08, 0.9984453594602241, 0.0015543719847142905, 5.1583916131084146e-08, 1.5102403465133142e-07
NODE_0000018, 2.0411752914882177e-08, 0.9999468768110467, 5.3015874869574456e-05, 1.8054922769253343e-08, 6.884740793317905e-08
GCA_003085935.1_ASM308593v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000019, 1.92185809679704e-08, 0.9999845767785821, 1.532000732639529e-05, 1.71850862454412e-08, 6.68104243300556e-08
NODE_0000020, 1.912113278302127e-08, 0.9999859391710407, 1.3958157368220074e-05, 1.7106880036577226e-08, 6.644357834247875e-08
GCA_001294915.1_ASM129491v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000021, 1.905577337621498e-08, 0.9999863181410933, 1.357961189072046e-05, 1.705224952725313e-08, 6.613899320037312e-08
GCA_001295045.1_ASM129504v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_006376545.1_ASM637654v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000022, 1.9186758917751964e-08, 0.9999855575386268, 1.4339361381584126e-05, 1.7161743912186572e-08, 6.675148890970826e-08
NODE_0000023, 1.9120305249461814e-08, 0.999985964016952, 1.3933314443946052e-05, 1.7106272562907387e-08, 6.644202638635811e-08
GCA_002993145.1_ASM299314v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000024, 1.9055752410208344e-08, 0.9999863187553447, 1.3578997715059476e-05, 1.7052234133837695e-08, 6.613895378953838e-08
GCA_001188795.1_ASM118879v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_001294815.1_ASM129481v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000025, 1.9185464229789935e-08, 0.9999855926947206, 1.430421091363047e-05, 1.716078004902776e-08, 6.674812136401372e-08
NODE_0000026, 1.9120275149193687e-08, 0.9999859649075402, 1.3932423968745034e-05, 1.710625044065619e-08, 6.64419653896172e-08
GCA_001188755.1_ASM118875v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000027, 1.9055751657450442e-08, 0.9999863187773619, 1.3578975700411163e-05, 1.705223358111475e-08, 6.613895235403753e-08
GCA_000382545.1_Yersinia_pestis_assembly_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_001188335.1_DYA_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000028, 1.9120275149193687e-08, 0.9999859649075402, 1.3932423968745034e-05, 1.710625044065619e-08, 6.64419653896172e-08
GCA_001188775.1_ASM118877v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000029, 1.9055751657450442e-08, 0.9999863187773619, 1.3578975700411163e-05, 1.705223358111475e-08, 6.613895235403753e-08
GCA_001188695.1_ASM118869v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_001188935.1_ASM118893v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000030, 2.048006062594065e-08, 0.9999455241492343, 5.4368097828690805e-05, 1.811151776150287e-08, 6.916135860137899e-08
NODE_0000031, 1.9154956361783225e-08, 0.9999849309028956, 1.4966301506401741e-05, 1.713173959669333e-08, 6.650890206920547e-08
GCA_001295055.1_ASM129505v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000032, 1.9184963271565156e-08, 0.999985594326632, 1.4302583626275998e-05, 1.7160371539686694e-08, 6.674440688346724e-08
NODE_0000033, 1.9056211872413528e-08, 0.9999863096234303, 1.3588127043462358e-05, 1.705258500616611e-08, 6.614072944350098e-08
GCA_001294985.1_ASM129498v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_003074435.1_ASM307443v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000034, 1.9056211872413528e-08, 0.9999863096234303, 1.3588127043462358e-05, 1.705258500616611e-08, 6.614072944350098e-08
GCA_003074395.1_ASM307439v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_003074415.1_ASM307441v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000035, 1.9219329403083118e-08, 0.9999845519567038, 1.534482656771836e-05, 1.7185637584099017e-08, 6.681176150658201e-08
NODE_0000036, 1.9121153566426e-08, 0.9999859385422146, 1.3958786119550563e-05, 1.7106895304421565e-08, 6.644361695959258e-08
GCA_003085875.1_ASM308587v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000037, 1.905577390639235e-08, 0.999986318125547, 1.3579627434935464e-05, 1.7052249916556855e-08, 6.613899419500648e-08
GCA_001188325.1_YPY_1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_001188715.1_ASM118871v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000038, 1.9121601533346854e-08, 0.999985929575353, 1.3967750426702116e-05, 1.710723771574441e-08, 6.644538100105231e-08
GCA_001295065.1_ASM129506v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000039, 1.912028139260467e-08, 0.9999859647099065, 1.393262158822888e-05, 1.7106254958720415e-08, 6.644196891381207e-08
GCA_001294905.1_ASM129490v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000040, 1.911981108916296e-08, 0.9999859743238457, 1.3923010284133764e-05, 1.710589614784275e-08, 6.644016279544361e-08
GCA_001295105.1_ASM129510v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000041, 1.9055743286460037e-08, 0.9999863190101256, 1.3578742971468246e-05, 1.7052227409781215e-08, 6.613893224881302e-08
GCA_001295185.1_ASM129518v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000042, 6.63490026712573e-08, 0.9790656899164254, 0.020934053914724027, 4.997604725398155e-08, 1.3984380060069327e-07
NODE_0000043, 7.723845583999425e-07, 0.9546267509690752, 0.045370523288273616, 5.709352400603249e-07, 1.3824228527430715e-06
SAMEA104488961, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000044, 5.553393941933898e-08, 0.9988065784651827, 0.0011931893542057067, 4.390460204284573e-08, 1.327420699989787e-07
NODE_0000045, 2.0042911995419436e-08, 0.9999571612183903, 4.27329829568994e-05, 1.7777441104578204e-08, 6.797829972841874e-08
GCA_000320425.1_ASM32042v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000323625.1_ASM32362v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000046, 2.0177646161694507e-08, 0.9999549488356954, 4.494449695629773e-05, 1.7889338126519975e-08, 6.860036411429881e-08
NODE_0000047, 1.9081993156229178e-08, 0.999985551990052, 1.4345667346635852e-05, 1.7071516956899397e-08, 6.618909115913151e-08
GCA_001294975.1_ASM129497v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_001295145.1_ASM129514v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000048, 1.921091467941408e-08, 0.9999848066002172, 1.5090214382747456e-05, 1.717944713427819e-08, 6.679503811471626e-08
NODE_0000049, 1.9056875794351643e-08, 0.9999862901489336, 1.3607599132936997e-05, 1.705307255948841e-08, 6.614198500680984e-08
GCA_000324665.1_ASM32466v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000325185.1_ASM32518v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000050, 1.9120938273536062e-08, 0.9999859449931453, 1.3952335971267191e-05, 1.710673722566093e-08, 6.644320793426493e-08
GCA_000324465.1_ASM32446v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000051, 1.905576846159586e-08, 0.9999863182850296, 1.3579467972060147e-05, 1.705224591886974e-08, 6.613898393660816e-08
GCA_001294805.1_ASM129480v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_003074175.1_ASM307417v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000052, 3.511576348060619e-08, 0.999424420206669, 0.0005754208696659401, 2.890197893375252e-08, 9.490592272763547e-08
NODE_0000053, 1.9653828675606565e-08, 0.9999710073189723, 2.888790661103998e-05, 1.750486785020473e-08, 6.761572014229724e-08
NODE_0000054, 1.9068473314648888e-08, 0.9999859489956486, 1.3948710590673928e-05, 1.7061589752212974e-08, 6.616369765099961e-08
GCA_006517425.1_ASM651742v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_006546725.1_ASM654672v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000055, 1.9197327332982305e-08, 0.9999852234807262, 1.4673383011514135e-05, 1.7169474804779935e-08, 6.676946025983066e-08
NODE_0000056, 1.9056524848191523e-08, 0.9999863004552555, 1.3597294079045367e-05, 1.70528148707261e-08, 6.614132571844138e-08
GCA_003122795.1_Y.pestis_I-2422_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_006546665.1_ASM654666v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000057, 1.9121026506032367e-08, 0.9999859468192821, 1.3950508584912677e-05, 1.7106815530124986e-08, 6.64442910137081e-08
GCA_006546745.1_ASM654674v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000058, 1.9119826651227043e-08, 0.9999859738706495, 1.3923463419941502e-05, 1.7105907596485202e-08, 6.644019643763466e-08
GCA_001295025.1_ASM129502v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000059, 1.9055743670212026e-08, 0.9999863189989217, 1.3578754174055649e-05, 1.705222769157034e-08, 6.6138932990376e-08
GCA_002981895.1_ASM298189v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_002981925.1_ASM298192v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000060, 2.0201549161439738e-08, 0.9999379272961474, 6.19659617172792e-05, 1.790514398151074e-08, 6.863544213656623e-08
NODE_0000061, 1.922428218507036e-08, 0.9999843541999927, 1.5542566789828235e-05, 1.7189313680516705e-08, 6.681962160797843e-08
NODE_0000062, 1.9121772262319543e-08, 0.9999859243348913, 1.3972990276959983e-05, 1.7107363311053953e-08, 6.644569610142335e-08
GCA_000323665.1_ASM32366v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000063, 1.9120733136050327e-08, 0.9999859556319669, 1.3941696960393552e-05, 1.7106600158629207e-08, 6.644373958683127e-08
GCA_000324345.1_ASM32434v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000064, 1.9184093483495017e-08, 0.9999856209272749, 1.4275986134919013e-05, 1.7159733175235116e-08, 6.674276348123317e-08
NODE_0000065, 1.905618947109633e-08, 0.9999863102810638, 1.3587469490785159e-05, 1.7052568557839235e-08, 6.614068732693276e-08
GCA_000323185.1_ASM32318v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000324205.1_ASM32420v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000066, 1.905618947109633e-08, 0.9999863102810638, 1.3587469490785159e-05, 1.7052568557839235e-08, 6.614068732693276e-08
GCA_000323425.1_ASM32342v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000324185.1_ASM32418v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000067, 1.9121772856954358e-08, 0.9999859243171372, 1.3973008028879117e-05, 1.71073637476574e-08, 6.644569728049046e-08
GCA_000324225.1_ASM32422v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000068, 1.9120757690374116e-08, 0.9999859549330625, 1.3942395762693338e-05, 1.7106618259722265e-08, 6.644379887033435e-08
GCA_009670935.1_ASM967093v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000069, 1.9185442762344814e-08, 0.9999855933544753, 1.4303551236664865e-05, 1.716076429253621e-08, 6.674808097901639e-08
NODE_0000070, 1.9120274592340867e-08, 0.9999859649242541, 1.3932407256999832e-05, 1.7106250031861662e-08, 6.644196434246037e-08
GCA_009670475.1_ASM967047v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000071, 1.905575164334619e-08, 0.9999863187777752, 1.357897528725742e-05, 1.7052233570759243e-08, 6.613895232751255e-08
GCA_009670245.1_ASM967024v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670445.1_ASM967044v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000072, 1.918545776741153e-08, 0.9999855929206594, 1.4303984989485136e-05, 1.7160775355024617e-08, 6.674811795457708e-08
NODE_0000073, 1.9120731319304127e-08, 0.999985955723959, 1.3941604961612873e-05, 1.7106598901193157e-08, 6.644374929331046e-08
GCA_009670135.1_ASM967013v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000074, 1.9120723338798118e-08, 0.9999859559508286, 1.394137812513817e-05, 1.7106593017490947e-08, 6.644372993599357e-08
GCA_009670565.1_ASM967056v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000075, 1.918500826403428e-08, 0.9999856021042935, 1.4294803920547935e-05, 1.7160431843491404e-08, 6.674634579259042e-08
NODE_0000076, 1.9056206168416237e-08, 0.9999863098157736, 1.3587934711724688e-05, 1.7052580868518953e-08, 6.614072742704305e-08
GCA_009670385.1_ASM967038v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670875.1_ASM967087v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000077, 1.9185890902986874e-08, 0.9999855841923995, 1.4312710752553607e-05, 1.7161106817244236e-08, 6.674985013017497e-08
NODE_0000078, 1.9120282750769108e-08, 0.9999859646921795, 1.3932639297553602e-05, 1.7106256046319226e-08, 6.644198405074712e-08
GCA_009670155.1_ASM967015v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000079, 1.90557518403972e-08, 0.9999863187720379, 1.3578981023848788e-05, 1.7052233715475986e-08, 6.613895271781012e-08
GCA_009670015.1_ASM967001v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009670515.1_ASM967051v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000080, 1.9185458112871425e-08, 0.9999855929097211, 1.4303995926531077e-05, 1.716077560908682e-08, 6.67481186305077e-08
NODE_0000081, 1.9120731115227953e-08, 0.9999859557300381, 1.3941598883139112e-05, 1.7106598751354977e-08, 6.644374888904367e-08
GCA_009669975.1_ASM966997v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000082, 1.9120714558367425e-08, 0.9999859562015854, 1.3941127404657935e-05, 1.710658654635084e-08, 6.644370899686984e-08
GCA_009669775.1_ASM966977v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000083, 1.9184534619686045e-08, 0.99998561199776, 1.4284913119274138e-05, 1.716007052326303e-08, 6.674451547423889e-08
NODE_0000084, 1.905619741245424e-08, 0.9999863100603343, 1.3587690187338953e-05, 1.705257441398852e-08, 6.61407065739474e-08
GCA_009667895.1_ASM966789v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670075.1_ASM967007v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000085, 1.9120258001951112e-08, 0.9999859653964874, 1.3931935092421124e-05, 1.7106237802223105e-08, 6.644192438656542e-08
GCA_009670905.1_ASM967090v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000086, 1.9055751242410085e-08, 0.9999863187894498, 1.35789636142322e-05, 1.7052233276308623e-08, 6.613895153394755e-08
GCA_009669715.1_ASM966971v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009670895.1_ASM967089v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000087, 1.9120731313266043e-08, 0.9999859557241382, 1.3941604782252484e-05, 1.710659889676346e-08, 6.644374928175268e-08
GCA_009670115.1_ASM967011v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000088, 1.9120722736730703e-08, 0.9999859559688368, 1.394136011934595e-05, 1.710659257531659e-08, 6.644372874696417e-08
GCA_009670055.1_ASM967005v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000089, 1.918498427881055e-08, 0.9999856028149715, 1.4294093342281801e-05, 1.716041415054081e-08, 6.674628790687444e-08
NODE_0000090, 1.912026618024127e-08, 0.9999859651638884, 1.39321676575543e-05, 1.7106243831156508e-08, 6.644194413635125e-08
GCA_009669935.1_ASM966993v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000091, 1.905575143991053e-08, 0.9999863187836993, 1.3578969363792408e-05, 1.705223342135487e-08, 6.613895192511451e-08
GCA_009669625.1_ASM966962v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670045.1_ASM967004v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000092, 1.9120706333667677e-08, 0.9999859564349395, 1.3940894084675457e-05, 1.7106580484194533e-08, 6.644368913319483e-08
GCA_009670665.1_ASM967066v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000093, 1.9119818514784188e-08, 0.9999859741142453, 1.3923219853630647e-05, 1.7105901623903365e-08, 6.644018111880337e-08
GCA_009669635.1_ASM966963v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000094, 1.9055743464590884e-08, 0.9999863190049438, 1.357874815252213e-05, 1.7052227540603994e-08, 6.613893260354313e-08
GCA_009669675.1_ASM966967v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009669825.1_ASM966982v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000095, 1.9121170817269315e-08, 0.9999859469949921, 1.395033140932358e-05, 1.710693508570504e-08, 6.644549263502844e-08
GCA_009670865.1_ASM967086v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000096, 1.9184559121471934e-08, 0.9999856112869354, 1.428562384207623e-05, 1.7160088580884853e-08, 6.674457479316706e-08
NODE_0000097, 1.9056198014638326e-08, 0.9999863100427613, 1.3587707758087096e-05, 1.705257485626425e-08, 6.614070776493589e-08
GCA_009667885.1_ASM966788v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670355.1_ASM967035v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000098, 1.9121163044407302e-08, 0.9999859472157864, 1.395011064752305e-05, 1.7106929354504358e-08, 6.644547368778672e-08
GCA_009670325.1_ASM967032v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000099, 1.9185024511166917e-08, 0.9999856016322782, 1.4295275868181226e-05, 1.7160443818259577e-08, 6.67463851492414e-08
NODE_0000100, 1.905620656822535e-08, 0.9999863098041047, 1.3587946379386066e-05, 1.7052581162163723e-08, 6.614072821776301e-08
GCA_009669705.1_ASM966970v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009670995.1_ASM967099v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000101, 1.918634853114446e-08, 0.9999855747468697, 1.4322153683950353e-05, 1.7161456329209874e-08, 6.675164163847867e-08
NODE_0000102, 1.918501628804271e-08, 0.9999856018710921, 1.4295037088628414e-05, 1.716043775803828e-08, 6.674636526538296e-08
NODE_0000103, 1.9056206365935715e-08, 0.9999863098100087, 1.358794047619095e-05, 1.7052581013591338e-08, 6.614072781782315e-08
GCA_009670725.1_ASM967072v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670815.1_ASM967081v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000104, 1.9120707134041705e-08, 0.9999859564110135, 1.394091800742564e-05, 1.7106581071986932e-08, 6.644369071502604e-08
GCA_009670465.1_ASM967046v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000105, 1.9119818535040028e-08, 0.9999859741136391, 1.3923220459671125e-05, 1.7105901638772658e-08, 6.644018115727971e-08
GCA_009669765.1_ASM966976v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000106, 1.9055743465102545e-08, 0.999986319004929, 1.357874816750488e-05, 1.7052227540979663e-08, 6.61389326045072e-08
GCA_009670005.1_ASM967000v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670705.1_ASM967070v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000107, 1.9185474176750016e-08, 0.9999855924429916, 1.4304462589208318e-05, 1.7160787449292264e-08, 6.67481576221855e-08
NODE_0000108, 1.912071552017016e-08, 0.9999859561720541, 1.3941156932094694e-05, 1.710658725352808e-08, 6.644371087546345e-08
GCA_009670575.1_ASM967057v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000109, 1.9119818738462352e-08, 0.9999859741075855, 1.3923226512405683e-05, 1.7105901788134623e-08, 6.644018156020939e-08
GCA_009670775.1_ASM967077v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000110, 1.905574347021585e-08, 0.9999863190047793, 1.3578748317142756e-05, 1.7052227544733865e-08, 6.613893261421485e-08
GCA_009670625.1_ASM967062v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670715.1_ASM967071v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000111, 1.9121179401299508e-08, 0.9999859467499781, 1.3950576387772794e-05, 1.7106941412532465e-08, 6.644551318805273e-08
GCA_009670765.1_ASM967076v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000112, 1.918500897501638e-08, 0.9999856020977904, 1.4294810420562427e-05, 1.7160432350820332e-08, 6.674634761272223e-08
NODE_0000113, 1.912071494189863e-08, 0.9999859561897694, 1.3941139219018618e-05, 1.7106586828355023e-08, 6.644370974658103e-08
GCA_009669925.1_ASM966992v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000114, 1.9120266865235663e-08, 0.9999859651578413, 1.3932173701599275e-05, 1.710624432002634e-08, 6.644194588878043e-08
GCA_009670545.1_ASM967054v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000115, 1.9120258664545414e-08, 0.9999859653907476, 1.3931940829480486e-05, 1.7106238275017097e-08, 6.64419260854274e-08
GCA_009670105.1_ASM967010v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000116, 1.912025066033746e-08, 0.9999859656177494, 1.3931713860958094e-05, 1.7106232374364282e-08, 6.644190666827241e-08
GCA_009670345.1_ASM967034v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000117, 1.91198103195446e-08, 0.9999859743468442, 1.3922987288471378e-05, 1.7105895582874447e-08, 6.644016132597727e-08
GCA_009669835.1_ASM966983v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000118, 1.9055743267042757e-08, 0.9999863190106942, 1.3578742402961246e-05, 1.705222739552512e-08, 6.613893221219258e-08
GCA_009669545.1_ASM966954v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670205.1_ASM967020v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000119, 1.912117082242105e-08, 0.999985946994849, 1.39503315523838e-05, 1.7106935089473207e-08, 6.644549264526623e-08
GCA_009669565.1_ASM966956v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000120, 1.9185008275889608e-08, 0.9999856021043051, 1.4294803908915137e-05, 1.7160431851821596e-08, 6.674634582628211e-08
NODE_0000121, 1.905620616844086e-08, 0.999986309815774, 1.3587934711437122e-05, 1.7052580868534997e-08, 6.614072742717137e-08
GCA_009669805.1_ASM966980v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009670675.1_ASM967067v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
