name,Armenia,Azerbaijan,Bolivia,Brazil,China,Democratic Republic of the Congo,England,Estonia,France,Georgia,Germany,Indonesia,Iran,Italy,Kazakhstan,Kyrgyzstan,Lithuania,Mongolia,Myanmar,Nepal,Norway,Peru,Poland,Russia,Spain,Switzerland,The Netherlands,Turkmenistan,Uganda,United States of America,Vietnam
SAMEA6812877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE6,5.2868594438983425e-06,1.815512468499881e-05,3.095765714896499e-06,3.033785929739816e-06,4.796691057853663e-05,3.119151673495146e-06,3.147598548861048e-05,1.8700474471423475e-05,1.2289464569772485e-05,3.31939942162561e-06,0.45142609270445067,2.8500181841816468e-06,3.265242351786081e-06,6.14294329542885e-06,3.685284938499316e-05,2.5351010925140777e-06,3.2259556795472695e-05,4.438439387373146e-06,2.844158294239906e-06,2.806149336476202e-06,4.11203810340282e-06,2.9948597612318837e-06,5.2304772101348835e-06,0.548285230774675,9.162412146223162e-06,6.148036082267537e-06,8.162673132883107e-06,3.3450880731019914e-06,3.1128832533196537e-06,3.0476139310081816e-06,2.9230590814567817e-06
SAMEA104233049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE7,5.244571024698438e-06,1.792360882959572e-05,3.0730923405379875e-06,3.0112913299172537e-06,4.548492728413301e-05,3.095939599785188e-06,3.1335726648281094e-05,8.367920209207692e-06,1.223281363500419e-05,3.2952417692331645e-06,0.45134092675207743,2.828104626223215e-06,3.241386625989838e-06,6.111784943017575e-06,3.604678305826872e-05,2.5119062111737377e-06,2.2814719934521885e-05,4.391964715762829e-06,2.8222123617134013e-06,2.784316415872736e-06,4.08546079995954e-06,2.9714789596516473e-06,5.1910539450434895e-06,0.5483945207977687,9.12670288177648e-06,6.117130942733551e-06,8.107293518006272e-06,3.3193487104308565e-06,3.0897151983513888e-06,3.025104744531391e-06,2.900848890296727e-06
SAMEA104233048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA3541826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE8,8.325700485394947e-05,2.4805564777725943e-05,3.5851100738930097e-06,3.896469509575583e-06,0.4094196359587259,4.132509102317673e-06,1.0174408468594009e-05,8.514386222137629e-06,5.819979909887908e-06,4.076062427564485e-06,2.163089050780547e-05,4.853101588221142e-06,3.4799539135325696e-06,3.5736444252491116e-06,9.117718878132437e-05,1.6053425224727913e-05,1.7699563745312274e-05,5.025822162413928e-05,4.965046949698713e-06,5.211423837068506e-06,3.541472854256463e-06,5.780945451612628e-06,4.541850091264998e-06,0.5901674021197474,3.6655482882236935e-06,3.466372505434458e-06,8.735681397650342e-06,3.588761067430481e-06,4.125949055720405e-06,3.7957742179249016e-06,4.5556106545335875e-06
NODE9,2.397146362406586e-06,3.8036608373938786e-06,1.4303457009933982e-06,1.6251947085960556e-06,0.9933175526128779,1.741082403662346e-06,2.845528783268726e-06,1.9070056095410044e-06,1.864774769391995e-06,1.3571460104057672e-06,4.631269867753221e-06,2.2638170591986987e-06,1.3289255125456399e-06,1.359872666119537e-06,1.719036114766949e-05,9.98658552697974e-06,2.1812456737510403e-06,1.5779615052049932e-05,2.337516029209114e-06,2.5098335651913653e-06,1.3489384215548924e-06,2.8222328369895555e-06,1.5655067062621292e-06,0.006585516447132902,1.4209821706895405e-06,1.3276849478613213e-06,3.192508455899114e-06,1.3562692128115522e-06,1.7386155655883925e-06,1.5627612392261025e-06,2.054513146192234e-06
GCA_000323485.1_ASM32348v1_genomic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323845.1_ASM32384v1_genomic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE10,0.00040617819856169724,2.8253546543239108e-05,2.4679176718726476e-06,2.7380103456294167e-06,0.402082596814326,2.9135694443211666e-06,5.467711349990015e-06,3.7996157562310375e-06,3.422898466230932e-06,4.49556636985626e-06,9.815385342713849e-06,3.601279306539555e-06,2.3626739244581725e-06,2.39501952551328e-06,4.487458531189225e-05,2.0507423648499797e-05,5.232233239367867e-06,0.00010691846613035295,3.701640775561391e-06,3.930492035043191e-06,2.3781525535901466e-06,4.387783180519729e-06,2.8138458500859007e-06,0.5972232633930064,2.4863895329648952e-06,2.341594427853422e-06,5.358054852889579e-06,2.413501469982565e-06,2.909207123027468e-06,2.6510188611006095e-06,3.3240110665846945e-06
NODE11,0.05690511202376632,0.0020008371996074565,0.00010562114574525602,0.00011123024952201326,0.1500073357576854,0.00011642455776168768,0.00020814058854928114,0.00015127591985771095,0.00014744549835781385,0.0002632175809384699,0.0003025130030875524,0.00012662155858254647,0.00010549553409017328,0.00010615709686858816,0.0007440758390503739,0.00022418991423015872,0.00017157047159006603,0.00038211643858358985,0.000128481429580621,0.00013212495120437268,0.0001058510421419191,0.00014460011872333722,0.00012374926958092191,0.7863329774556536,0.00010840817721780694,0.00010445492161606222,0.00018539810439341265,0.00010662752183891378,0.00011622394489852023,0.00010938612142698166,0.00012233656384897209
NODE12,0.0001627369433997988,1.7697576114223558e-05,6.968156364525895e-07,7.157312400472727e-07,0.0011477788366157171,7.480943310102052e-07,2.43935066693616e-06,1.4917672297115368e-06,1.338857110097962e-06,1.3842898336378125e-06,4.623968852746663e-06,7.66529670093076e-07,7.123050154367653e-07,7.291312262656068e-07,2.080320805700476e-05,1.1419654490766721e-06,1.8516122997497025e-06,2.9124079723200463e-06,7.739915882504737e-07,7.862688789576995e-07,7.245361506048989e-07,8.54744132338053e-07,9.962097410163293e-07,0.9986192290473094,7.29611962775766e-07,7.047514534352453e-07,1.6925911393501057e-06,7.289585015191529e-07,7.467414650195072e-07,7.08974884954139e-07,7.541820718950805e-07
GCA_001294825.1_ASM129482v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE13,4.971719609479227e-07,3.6606515067935545e-07,1.480842356464601e-08,1.4712536440927198e-08,9.419092454961443e-06,1.529461021593031e-08,8.376639506800813e-08,4.486244728332895e-08,3.7483809751207874e-08,1.8063539653875922e-08,1.956084791273347e-07,1.4394278061546558e-08,1.556647885957968e-08,1.615622859480358e-08,1.3142743380909874e-06,1.438873236240506e-08,6.01823549538331e-08,4.979196068972416e-08,1.4419748990038835e-08,1.4361329664315967e-08,1.601940405230543e-08,1.5439932813349388e-08,2.5208834641258483e-08,0.9999875862029156,1.584325685451418e-08,1.541007385599004e-08,4.474332522480337e-08,1.6114051161433794e-08,1.526483094953157e-08,1.471840364371197e-08,1.4569713066293835e-08
GCA_006376585.1_ASM637658v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE14,3.083598547383156e-08,2.4216411581895104e-07,1.0884368232388426e-08,1.0670915620375084e-08,7.320711317558915e-07,1.1057689732134209e-08,6.636998416631198e-08,3.5179568014656796e-08,2.9073242048351985e-08,1.1685425167290243e-08,1.5714794683542355e-07,1.0035823798147514e-08,1.1555525982622398e-08,1.2025533470601852e-08,1.0376370263566041e-06,7.696879063563755e-09,4.766914863379707e-08,2.979759198700134e-08,1.0016294752527769e-08,9.882252435764864e-09,1.1923962353389189e-08,1.0565245332274387e-08,1.9243668151706794e-08,0.9999973441082184,1.1721144867740808e-08,1.1446687518544596e-08,3.3524684975151726e-08,1.1965938667023215e-08,1.1035504311470905e-08,1.0718212057087945e-08,1.029028383586155e-08
GCA_002127375.1_ASM212737v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE15,2.947686941386845e-08,2.4131539506873844e-07,1.0860026018675852e-08,1.0645672741109553e-08,6.65791827377001e-07,1.1031155734346193e-08,6.624856506928556e-08,3.511607128603362e-08,2.9018979422062674e-08,1.1652914643986728e-08,1.5684508135368877e-07,1.0008135483530569e-08,1.1530757209944524e-08,1.199996198039746e-08,1.0341265025832467e-06,7.651854074371904e-09,4.7585090008531363e-08,2.965582022958971e-08,9.988281534368933e-09,9.853662024099029e-09,1.1898645316384185e-08,1.053406083626629e-08,1.9206030529311752e-08,0.9999974174863308,1.169558697497979e-08,1.1422222207116457e-08,3.3449082276687915e-08,1.1939887285068626e-08,1.1009017142296438e-08,1.0693277699853754e-08,1.0263235531125777e-08
GCA_002127355.1_ASM212735v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE16,2.937810213961669e-08,2.399160002859373e-07,1.0832633279469499e-08,1.0618732841815106e-08,6.601689303606802e-07,1.1003090909525504e-08,6.598608018139608e-08,3.4999218069160595e-08,2.892817381951737e-08,1.1623480173413297e-08,1.560346426052986e-07,9.982562903727394e-09,1.1501439232867844e-08,1.1969197507976132e-08,1.0232410677664958e-06,7.630489079851617e-09,4.741369420832839e-08,2.9546116789458645e-08,9.962734826209626e-09,9.828408625352907e-09,1.1868311922753559e-08,1.0507019782162463e-08,1.915133962497962e-08,0.999997437722833,1.166566545716973e-08,1.1393331066187281e-08,3.3334875580817986e-08,1.1907481317607322e-08,1.0981007559395643e-08,1.0666246205011914e-08,1.0237092974262637e-08
GCA_008630415.1_ASM863041v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_008630455.1_ASM863045v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE17,0.9651361152418223,0.020444616522564022,1.4464159549998034e-05,1.4434448743814507e-05,0.0011782895988794698,1.484130819195293e-05,2.488198321112881e-05,2.0067058252439642e-05,1.9820228977911718e-05,0.00011050068775864683,3.12730306189882e-05,1.4304549412508253e-05,1.9593933370817196e-05,1.5051698689628603e-05,9.825539093400975e-05,1.4578704189900791e-05,2.2321951340254138e-05,2.0263196822886432e-05,1.4346156307263002e-05,1.4337189278422432e-05,1.5083776825863443e-05,1.540593894203473e-05,1.7079303677360846e-05,0.012601331583464418,1.5167551613385644e-05,1.4968113406365756e-05,1.9415091248151663e-05,1.5540375538150443e-05,1.4812583020369917e-05,1.442140464100085e-05,1.4417238706441782e-05
NODE18,0.9994223657600395,0.00024163755920098438,4.558667812520021e-07,4.495417443307674e-07,8.75733713491757e-06,4.59663300697721e-07,6.651089769833242e-07,5.706619855153945e-07,5.765069561045471e-07,0.00021704896755799454,7.708560013656917e-07,4.3037310508496555e-07,5.750333855839442e-07,4.751752932578225e-07,1.4637845575537974e-06,3.54520827457169e-07,6.192566316352722e-07,4.582146144774384e-07,4.302585975360143e-07,4.2655937909232183e-07,4.77357319317833e-07,4.557382652870946e-07,5.147414218311273e-07,9.623829597125355e-05,4.792845847973163e-07,4.761511395211661e-07,5.280616853376046e-07,4.912485270242751e-07,4.587545912399153e-07,4.50736545581124e-07,4.3862387745922196e-07
GCA_003085935.1_ASM308593v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE19,0.9930600830243452,7.266756957083834e-05,3.006010314668074e-06,2.943857823762065e-06,5.518595822869383e-06,2.9946389704683434e-06,3.1893115087738814e-06,3.1011225650145006e-06,3.276123021420274e-06,0.006764009607341191,3.030099030615095e-06,2.76062777718382e-06,3.1974916225102478e-06,3.11489588698052e-06,2.3763345083728464e-06,1.932712596830334e-06,3.1901922423585524e-06,2.040904624578137e-06,2.7544114012558984e-06,2.717666596904861e-06,3.138706043917827e-06,2.89365755301093e-06,3.1221756339022556e-06,2.1912682423757605e-05,3.1539557727191546e-06,3.1549692318470784e-06,2.7634563105460343e-06,3.175988471039761e-06,2.9885974421618696e-06,2.957971620953395e-06,2.8326419242983003e-06
NODE20,0.9999531038740864,9.09264151467543e-07,4.6887434275035874e-08,4.5909120943873803e-08,7.106110960853088e-08,4.66939558415151e-08,4.9057563784996186e-08,4.798250583427825e-08,5.0794396295331006e-08,4.459701253068315e-05,4.6085045936627596e-08,4.3025313051763944e-08,4.941743138960522e-08,4.857187304405502e-08,3.307049457921031e-08,2.996046995558344e-08,4.923977613986528e-08,3.1322506748805676e-08,4.292615471343054e-08,4.234591901134942e-08,4.8950041734183973e-08,4.5080566427286735e-08,4.854097856818033e-08,1.4544778896256683e-07,4.918974714946264e-08,4.92143388389419e-08,4.269951233883805e-08,4.948720177757214e-08,4.6599854319026145e-08,4.613142807079199e-08,4.4156701920247514e-08
GCA_001294915.1_ASM129491v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE21,0.9999985676674509,3.0791336572056303e-07,1.895529711143902e-08,1.8558557888722088e-08,2.8014875109540745e-08,1.8874431590245522e-08,1.973809808712925e-08,1.9346028848520693e-08,2.049258397685154e-08,5.855221763241191e-07,1.8472426705180563e-08,1.7389704464015786e-08,1.9903998083342914e-08,1.9634741678795803e-08,1.2837154590793456e-08,1.2089578167442954e-08,1.9835611797310666e-08,1.2598894391378277e-08,1.7349127919362645e-08,1.7114466724565896e-08,1.9787240051437413e-08,1.822270293957964e-08,1.960177585882583e-08,3.776002465097616e-08,1.9884465069880818e-08,1.9898026510851343e-08,1.7206048392387838e-08,1.9997769582614236e-08,1.883627742004414e-08,1.8649125171671368e-08,1.7847974491174455e-08
GCA_001295045.1_ASM129504v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_006376545.1_ASM637654v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE22,0.013924876679678509,8.382011563533993e-06,3.033133313133347e-06,2.969532146269788e-06,3.7024019273527153e-06,3.01996972908532e-06,3.1556600640145682e-06,3.0945119758471046e-06,3.2780082708026267e-06,0.9859842202321415,2.951547382519372e-06,2.7822022771889492e-06,3.1786468035601408e-06,3.141859812582564e-06,2.030991596273698e-06,1.932675518560448e-06,3.1721585475155245e-06,2.0127499319172094e-06,2.775704212081643e-06,2.7381218086494024e-06,3.1664575613849237e-06,2.9146702315491797e-06,3.135850178818083e-06,3.1634405959370616e-06,3.1819485281158104e-06,3.184004218499728e-06,2.7517459454038373e-06,3.1995517089373207e-06,3.0138768646421712e-06,2.9840349587714095e-06,2.8556205070553826e-06
NODE23,0.0071822101170252745,4.4849760997682103e-07,1.2198555021192124e-07,1.1943031115414183e-07,1.5081524155967148e-07,1.214642471961554e-07,1.2695430639708432e-07,1.2445978598941014e-07,1.3185022902600737e-07,0.9928140126474231,1.1875634623765894e-07,1.1189796325436157e-07,1.2791766218664608e-07,1.263528756869462e-07,8.194308795819596e-08,7.7744589238253e-08,1.275962969671998e-07,8.096200475730268e-08,1.1163881511511186e-07,1.1012015530618648e-07,1.273528992181916e-07,1.171903402690996e-07,1.2612786982172787e-07,1.3470874329465188e-07,1.279745373305659e-07,1.2803609421858277e-07,1.1070278960251374e-07,1.2867473226561237e-07,1.21220315075317e-07,1.2000930844933224e-07,1.1485084412991056e-07
GCA_002993145.1_ASM299314v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE24,0.013924969433363873,8.202834600967774e-06,3.0350625616332393e-06,2.9714164082409972e-06,3.699402268002147e-06,3.0218802895050394e-06,3.1573573389015964e-06,3.0963144968414933e-06,3.279955520443122e-06,0.9859843165646354,2.952909593680874e-06,2.783957340141839e-06,3.1802795753320183e-06,3.1438544654075444e-06,2.0302550969493647e-06,1.9338295493274515e-06,3.173947358893265e-06,2.0138227820256638e-06,2.777453277569203e-06,2.7398481413180694e-06,3.168465464768641e-06,2.916519456764783e-06,3.137771488757264e-06,3.112854505485221e-06,3.18396746331636e-06,3.1860388798155544e-06,2.753311827276224e-06,3.2015527661303655e-06,3.0157830523196824e-06,2.9859313581443765e-06,2.857425072831831e-06
GCA_001188795.1_ASM118879v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001294815.1_ASM129481v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE25,9.68622331024904e-05,1.593405405060616e-07,7.236335288323325e-08,7.084596547598536e-08,8.565748230524195e-08,7.204988830608211e-08,7.527863452317266e-08,7.382140822973198e-08,7.820201286617996e-08,0.9999010201366948,7.040128035931943e-08,6.63756303648322e-08,7.581907155183951e-08,7.495613359223593e-08,4.8379755631063115e-08,4.610350285953893e-08,7.56728101063731e-08,4.800507924560551e-08,6.622101239688861e-08,6.53227430149984e-08,7.554605361961646e-08,6.95251816541843e-08,7.481204189806913e-08,6.785374666373655e-08,7.591507506666224e-08,7.59593907526232e-08,6.564804765956615e-08,7.633072176774228e-08,7.190480665264062e-08,7.119115752774219e-08,6.812767491708553e-08
NODE26,9.796295975417951e-07,2.4051102547933624e-08,2.159468573894917e-08,2.1141421202335544e-08,2.3915877770078946e-08,2.1500097062403235e-08,2.24546792362087e-08,2.202616487670982e-08,2.333296123787107e-08,0.9999984180258752,2.0994065970132136e-08,1.9806571712751016e-08,2.260515096303789e-08,2.236874849783436e-08,1.4361111895960455e-08,1.3752708619018296e-08,2.2575986209890356e-08,1.431658227469642e-08,1.9760278059625047e-08,1.949258351371537e-08,2.2544573439778206e-08,2.0746767583932373e-08,2.2322775076469303e-08,1.596261508006883e-08,2.2654634301991796e-08,2.2668942700384704e-08,1.9584509938650346e-08,2.277782344889302e-08,2.1456760435991672e-08,2.1244729560296087e-08,2.0329618274168274e-08
GCA_001188755.1_ASM118875v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE27,3.17210890557269e-07,2.2817415560115212e-08,2.108707273926473e-08,2.0644442216559764e-08,2.3307602762299495e-08,2.099465022928698e-08,2.1926448539418762e-08,2.1508301608597705e-08,2.27843235737853e-08,0.9999990954453245,2.050000807247423e-08,1.9340947174878926e-08,2.207304476321025e-08,2.1842969690052645e-08,1.402084871244607e-08,1.3429251218877745e-08,2.20450787180541e-08,1.3979800088603687e-08,1.929572922751414e-08,1.903436666796552e-08,2.201461134908253e-08,2.0259198339580773e-08,2.179793770417014e-08,1.5465828813102977e-08,2.2122089584844413e-08,2.213617522665159e-08,1.9123866556992276e-08,2.2242400367147334e-08,2.09523266769573e-08,2.0745346744695786e-08,1.98517019191167e-08
GCA_000382545.1_Yersinia_pestis_assembly_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188335.1_DYA_1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
