ID	LENGTH	ALIGNED	UNALIGNED	VARIANT	HET	MASKED	LOWCOV
GCA_000268825.1_ASM26882v1_genomic	4829855	4372548	11999	45	134	398113	47061
GCA_000268845.1_ASM26884v1_genomic	4829855	4329854	27965	42	104	398113	73819
GCA_000268865.1_ASM26886v1_genomic	4829855	4271256	50679	48	159	398113	109648
GCA_000268865.2_ASM26886v2_genomic	4829855	4271256	50679	48	159	398113	109648
GCA_000268885.1_ASM26888v1_genomic	4829855	4342639	22983	45	127	398113	65993
GCA_000268905.1_ASM26890v1_genomic	4829855	4362257	12742	42	140	398113	56603
GCA_000268925.1_ASM26892v1_genomic	4829855	4359575	17021	50	134	398113	55012
GCA_000268945.1_ASM26894v1_genomic	4829855	4275356	27270	44	117	398113	128999
GCA_000268965.1_ASM26896v1_genomic	4829855	4364160	14853	47	144	398113	52585
GCA_000268985.1_ASM26898v1_genomic	4829855	4208958	171684	30	54	398113	51046
GCA_000269005.1_ASM26900v1_genomic	4829855	4191062	177998	29	63	398113	62619
GCA_000269025.1_ASM26902v1_genomic	4829855	4212158	171134	28	76	398113	48374
GCA_000269045.1_ASM26904v1_genomic	4829855	4339171	15222	49	99	398113	77250
GCA_000269065.1_ASM26906v1_genomic	4829855	4362084	16654	50	142	398113	52862
GCA_000269085.1_ASM26908v1_genomic	4829855	4357281	16185	43	107	398113	58169
GCA_000269105.1_ASM26910v1_genomic	4829855	4355621	14649	45	124	398113	61348
GCA_000269125.1_ASM26912v1_genomic	4829855	4367129	13398	45	139	398113	51076
GCA_000269145.1_ASM26914v1_genomic	4829855	4352596	14764	43	118	398113	64264
GCA_000269165.1_ASM26916v1_genomic	4829855	4363504	14524	48	113	398113	53601
GCA_000269185.1_ASM26918v1_genomic	4829855	4356106	15304	44	130	398113	60202
GCA_000269205.1_ASM26920v1_genomic	4829855	4352793	25159	45	119	398113	53671
GCA_000269225.1_ASM26922v1_genomic	4829855	4344764	22867	44	128	398113	63983
GCA_000269245.1_ASM26924v1_genomic	4829855	4324475	37217	44	141	398113	69909
GCA_000269265.1_ASM26926v1_genomic	4829855	4340980	16540	42	119	398113	74103
GCA_000269285.1_ASM26928v1_genomic	4829855	4366588	13900	44	80	398113	51174
GCA_000269285.2_ASM26928v2_genomic	4829855	4366588	13900	44	80	398113	51174
GCA_000269305.1_ASM26930v1_genomic	4829855	4371673	12728	44	141	398113	47200
GCA_000269325.1_ASM26932v1_genomic	4829855	4354099	18187	44	99	398113	59357
GCA_000269345.1_ASM26934v1_genomic	4829855	4329256	19366	48	142	398113	82978
GCA_000269365.1_ASM26936v1_genomic	4829855	4360711	16938	44	113	398113	53980
GCA_000269385.1_ASM26938v1_genomic	4829855	4085525	139912	44	141	398113	206164
GCA_000269405.1_ASM26940v1_genomic	4829855	4330587	18846	44	150	398113	82159
GCA_000269425.1_ASM26942v1_genomic	4829855	4342814	18166	42	175	398113	70587
GCA_000269445.1_ASM26944v1_genomic	4829855	4373662	11518	46	122	398113	46440
GCA_000269465.1_ASM26946v1_genomic	4829855	4364253	15049	44	181	398113	52259
GCA_000269485.1_ASM26948v1_genomic	4829855	4214085	80196	45	130	398113	137331
GCA_000275685.1_ASM27568v1_genomic	4829855	4374123	35331	148	546	398113	21742
GCA_000311885.1_ASM31188v1_genomic	4829855	4270430	159070	42	0	398113	2242
GCA_000320425.1_ASM32042v1_genomic	4829855	4049189	199800	244	208	398113	182545
GCA_000320445.1_ASM32044v1_genomic	4829855	4104779	157549	120	128	398113	169286
GCA_000320465.1_ASM32046v1_genomic	4829855	4161352	151776	99	124	398113	118490
GCA_000323185.1_ASM32318v1_genomic	4829855	4123677	136136	172	105	398113	171824
GCA_000323205.1_ASM32320v1_genomic	4829855	4195780	77235	142	226	398113	158501
GCA_000323225.1_ASM32322v1_genomic	4829855	4229877	75304	141	281	398113	126280
GCA_000323245.1_ASM32324v1_genomic	4829855	3703072	233725	137	326	398113	494619
GCA_000323285.1_ASM32328v1_genomic	4829855	4286200	40650	50	93	398113	104799
GCA_000323305.1_ASM32330v1_genomic	4829855	4055678	199817	105	99	398113	176148
GCA_000323325.1_ASM32332v1_genomic	4829855	4148221	81187	105	113	398113	202221
GCA_000323345.1_ASM32334v1_genomic	4829855	4025523	181188	106	113	398113	224918
GCA_000323365.1_ASM32336v1_genomic	4829855	4228001	63934	130	135	398113	139672
GCA_000323385.1_ASM32338v1_genomic	4829855	3978482	100217	86	105	398113	352938
GCA_000323405.1_ASM32340v1_genomic	4829855	4203864	80657	82	92	398113	147129
GCA_000323425.1_ASM32342v1_genomic	4829855	4177952	73256	143	130	398113	180404
GCA_000323445.1_ASM32344v1_genomic	4829855	4202064	70817	50	165	398113	158696
GCA_000323465.1_ASM32346v1_genomic	4829855	3969556	310986	111	147	398113	151053
GCA_000323485.1_ASM32348v1_genomic	4829855	4122036	126930	325	366	398113	182410
GCA_000323505.1_ASM32350v1_genomic	4829855	4279768	39310	78	108	398113	112556
GCA_000323525.1_ASM32352v1_genomic	4829855	4088491	94748	79	97	398113	248406
GCA_000323545.1_ASM32354v1_genomic	4829855	4144100	110284	46	100	398113	177258
GCA_000323565.1_ASM32356v1_genomic	4829855	4022543	235037	111	185	398113	173977
GCA_000323585.1_ASM32358v1_genomic	4829855	4143495	146251	107	175	398113	141821
GCA_000323605.1_ASM32360v1_genomic	4829855	4262117	50995	47	117	398113	118513
GCA_000323625.1_ASM32362v1_genomic	4829855	4078018	126202	185	144	398113	227378
GCA_000323645.1_ASM32364v1_genomic	4829855	4077551	211551	105	225	398113	142415
GCA_000323665.1_ASM32366v1_genomic	4829855	3876682	344793	132	158	398113	210109
GCA_000323685.1_ASM32368v1_genomic	4829855	4047962	203111	48	121	398113	180548
GCA_000323705.1_ASM32370v1_genomic	4829855	4232760	70959	78	106	398113	127917
GCA_000323725.1_ASM32372v1_genomic	4829855	3995370	181167	103	172	398113	255033
GCA_000323745.1_ASM32374v1_genomic	4829855	3928045	261751	47	75	398113	241871
GCA_000323765.1_ASM32376v1_genomic	4829855	4250061	26311	74	91	398113	155279
GCA_000323785.1_ASM32378v1_genomic	4829855	4257217	33339	47	64	398113	141122
GCA_000323805.1_ASM32380v1_genomic	4829855	4152847	73376	44	179	398113	205340
GCA_000323825.1_ASM32382v1_genomic	4829855	4069486	192348	43	129	398113	169779
GCA_000323845.1_ASM32384v1_genomic	4829855	4041759	144287	288	120	398113	245576
GCA_000323865.1_ASM32386v1_genomic	4829855	4040167	162549	43	160	398113	228866
GCA_000323885.1_ASM32388v1_genomic	4829855	4155998	119373	46	120	398113	156251
GCA_000323905.1_ASM32390v1_genomic	4829855	4108980	91639	95	124	398113	230999
GCA_000323925.1_ASM32392v1_genomic	4829855	4082242	151469	91	94	398113	197937
GCA_000323945.1_ASM32394v1_genomic	4829855	3787836	107693	104	181	398113	536032
GCA_000323965.1_ASM32396v1_genomic	4829855	4108777	148437	37	100	398113	174428
GCA_000323985.1_ASM32398v1_genomic	4829855	3821261	320999	24	49	398113	289433
GCA_000324005.1_ASM32400v1_genomic	4829855	4024980	237541	89	314	398113	168907
GCA_000324025.1_ASM32402v1_genomic	4829855	4249592	61921	86	263	398113	119966
GCA_000324045.1_ASM32404v1_genomic	4829855	4080513	104004	164	322	398113	246903
GCA_000324065.1_ASM32406v1_genomic	4829855	3873811	323242	61	59	398113	234630
GCA_000324085.1_ASM32408v1_genomic	4829855	3913915	272236	34	90	398113	245501
GCA_000324105.1_ASM32410v1_genomic	4829855	4017157	212452	37	102	398113	202031
GCA_000324125.1_ASM32412v1_genomic	4829855	4158075	83014	76	126	398113	190527
GCA_000324145.1_ASM32414v1_genomic	4829855	4257283	45563	75	101	398113	128795
GCA_000324165.1_ASM32416v1_genomic	4829855	4170517	95545	57	85	398113	165595
GCA_000324185.1_ASM32418v1_genomic	4829855	4125399	137489	100	66	398113	168788
GCA_000324205.1_ASM32420v1_genomic	4829855	4199562	61169	103	122	398113	170889
GCA_000324225.1_ASM32422v1_genomic	4829855	4263944	46144	95	112	398113	121542
GCA_000324245.1_ASM32424v1_genomic	4829855	4091633	159056	77	156	398113	180897
GCA_000324265.1_ASM32426v1_genomic	4829855	4061730	219374	84	152	398113	150486
GCA_000324285.1_ASM32428v1_genomic	4829855	3915052	266999	32	146	398113	249545
GCA_000324305.1_ASM32430v1_genomic	4829855	4014610	234818	79	175	398113	182139
GCA_000324325.1_ASM32432v1_genomic	4829855	3802455	323557	58	73	398113	305657
GCA_000324345.1_ASM32434v1_genomic	4829855	4150330	158563	97	169	398113	122680
GCA_000324365.1_ASM32436v1_genomic	4829855	4176055	85221	34	80	398113	170386
GCA_000324385.1_ASM32438v1_genomic	4829855	3853067	140940	33	135	398113	437600
GCA_000324405.1_ASM32440v1_genomic	4829855	4214441	29976	38	124	398113	187201
GCA_000324425.1_ASM32442v1_genomic	4829855	4258684	46810	25	71	398113	126177
GCA_000324445.1_ASM32444v1_genomic	4829855	4012942	240311	76	219	398113	178270
GCA_000324465.1_ASM32446v1_genomic	4829855	4102547	164701	148	326	398113	164168
GCA_000324485.1_ASM32448v1_genomic	4829855	3863273	312548	78	211	398113	255710
GCA_000324505.1_ASM32450v1_genomic	4829855	4033919	197309	70	130	398113	200384
GCA_000324525.1_ASM32452v1_genomic	4829855	4195404	71758	153	338	398113	164242
GCA_000324545.1_ASM32454v1_genomic	4829855	3959670	240056	70	93	398113	231923
GCA_000324565.1_ASM32456v1_genomic	4829855	4224467	66083	69	108	398113	141084
GCA_000324585.1_ASM32458v1_genomic	4829855	3891866	271066	69	133	398113	268677
GCA_000324605.1_ASM32460v1_genomic	4829855	4050133	169424	78	251	398113	211934
GCA_000324625.1_ASM32462v1_genomic	4829855	4167864	28200	29	64	398113	235614
GCA_000324645.1_ASM32464v1_genomic	4829855	3954325	246787	23	46	398113	230584
GCA_000324665.1_ASM32466v1_genomic	4829855	4118408	148978	134	287	398113	164069
GCA_000324685.1_ASM32468v1_genomic	4829855	4112065	162376	32	140	398113	157161
GCA_000324705.1_ASM32470v1_genomic	4829855	4036677	135544	28	147	398113	259374
GCA_000324725.1_ASM32472v1_genomic	4829855	4157160	136056	29	113	398113	138413
GCA_000324745.1_ASM32474v1_genomic	4829855	4168961	60644	28	170	398113	201967
GCA_000324765.1_ASM32476v1_genomic	4829855	4072197	166230	28	100	398113	193215
GCA_000324785.1_ASM32478v1_genomic	4829855	4253067	32749	29	88	398113	145838
GCA_000324805.2_EV76-CN_genomic	4829855	4120556	233557	18	373	398113	77256
GCA_000324825.1_ASM32482v1_genomic	4829855	4103638	99167	23	54	398113	228883
GCA_000324845.1_ASM32484v1_genomic	4829855	4235135	26662	31	98	398113	169847
GCA_000324865.1_ASM32486v1_genomic	4829855	3957632	229338	23	65	398113	244707
GCA_000324885.1_ASM32488v1_genomic	4829855	4230056	73594	62	137	398113	127955
GCA_000324905.1_ASM32490v1_genomic	4829855	4253478	63258	63	117	398113	114889
GCA_000324925.1_ASM32492v1_genomic	4829855	4021161	268584	234	207	398113	141790
GCA_000324945.1_ASM32494v1_genomic	4829855	3830242	376464	69	122	398113	224914
GCA_000324965.1_ASM32496v1_genomic	4829855	4172056	111298	61	180	398113	148208
GCA_000324985.1_ASM32498v1_genomic	4829855	4048769	183151	65	120	398113	199702
GCA_000325005.1_ASM32500v1_genomic	4829855	4162992	72264	66	222	398113	196264
GCA_000325025.1_ASM32502v1_genomic	4829855	4081969	152311	70	285	398113	197177
GCA_000325045.1_ASM32504v1_genomic	4829855	3991005	240914	71	249	398113	199574
GCA_000325065.1_ASM32506v1_genomic	4829855	4141119	86009	71	293	398113	204321
GCA_000325085.1_ASM32508v1_genomic	4829855	4103429	57832	70	207	398113	270274
GCA_000325105.1_ASM32510v1_genomic	4829855	4104383	145637	65	240	398113	181482
GCA_000325125.1_ASM32512v1_genomic	4829855	4210001	40934	63	249	398113	180558
GCA_000325165.1_ASM32516v1_genomic	4829855	4051820	178116	31	101	398113	201705
GCA_000325185.1_ASM32518v1_genomic	4829855	4094845	144998	117	302	398113	191597
GCA_000325205.1_ASM32520v1_genomic	4829855	4238216	66113	55	145	398113	127268
GCA_000325225.1_ASM32522v1_genomic	4829855	4059980	174401	57	57	398113	197304
GCA_000325245.1_ASM32524v1_genomic	4829855	4112379	125643	58	147	398113	193573
GCA_000325265.1_ASM32526v1_genomic	4829855	4032125	241120	54	148	398113	158349
GCA_000325285.1_ASM32528v1_genomic	4829855	3965282	248309	57	129	398113	218022
GCA_000325305.1_ASM32530v1_genomic	4829855	4121892	137589	55	104	398113	172157
GCA_000325325.1_ASM32532v1_genomic	4829855	4043404	194065	69	257	398113	194016
GCA_000325345.1_ASM32534v1_genomic	4829855	3992922	207193	70	230	398113	231397
GCA_000325365.1_ASM32536v1_genomic	4829855	4107035	94013	27	110	398113	230584
GCA_000325385.1_ASM32538v1_genomic	4829855	3836929	264400	26	95	398113	330318
GCA_000325405.1_ASM32540v1_genomic	4829855	3887379	277222	22	61	398113	267080
GCA_000325425.1_ASM32542v1_genomic	4829855	4262169	39132	19	88	398113	130353
GCA_000325445.1_ASM32544v1_genomic	4829855	3968632	250926	19	66	398113	212118
GCA_000325465.1_ASM32546v1_genomic	4829855	4225252	28049	26	102	398113	178339
GCA_000325485.1_ASM32548v1_genomic	4829855	3872231	346230	20	29	398113	213252
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	4829855	4290344	97799	203	685	398113	42914
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	4829855	4286103	94259	193	604	398113	50776
GCA_000382545.1_Yersinia_pestis_assembly_genomic	4829855	4297728	90238	196	628	398113	43148
GCA_000475095.2_YP009_v2_genomic	4829855	4266191	150836	30	0	398113	14715
GCA_000475115.2_YP113_v2_genomic	4829855	4329335	90071	20	1	398113	12335
GCA_000475135.2_YPS03_v2_genomic	4829855	4414493	720	82	0	398113	16529
GCA_000475155.2_YP24H_v2_genomic	4829855	4266387	150776	29	0	398113	14579
GCA_000590535.1_EV_NIIEG_genomic	4829855	4265667	123161	18	181	398113	42733
GCA_000590535.2_ASM59053v2_genomic	4829855	4155985	271755	15	204	398113	3798
GCA_000705315.1_EDB10_058v1_genomic	4829855	4341821	16456	10	135	398113	73330
GCA_000734805.1_ASM73480v1_genomic	4829855	4349984	33199	43	402	398113	48157
GCA_000834275.1_ASM83427v1_genomic	4829855	4298423	121706	121	391	398113	11222
GCA_000834335.1_ASM83433v1_genomic	4829855	4429491	255	7	86	398113	1910
GCA_000834495.1_ASM83449v1_genomic	4829855	4429093	193	8	23	398113	2433
GCA_000834755.1_ASM83475v1_genomic	4829855	4270775	158038	13	138	398113	2791
GCA_000834775.1_ASM83477v1_genomic	4829855	4382074	48051	7	38	398113	1579
GCA_000834885.1_ASM83488v1_genomic	4829855	4291261	128314	120	418	398113	11749
GCA_000834905.1_ASM83490v1_genomic	4829855	4338612	89243	20	273	398113	3614
GCA_000835005.1_ASM83500v1_genomic	4829855	3926952	480799	78	448	398113	23543
GCA_000950945.1_ASM95094v1_genomic	4829855	4361638	19928	121	567	398113	49609
GCA_000970105.1_ASM97010v1_genomic	4829855	4385479	34493	69	576	398113	11194
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	4829855	4315758	103441	19	396	398113	12147
GCA_001188325.1_YPY_1_genomic	4829855	4320659	87674	171	615	398113	22794
GCA_001188335.1_DYA_1_genomic	4829855	4320194	88979	174	706	398113	21863
GCA_001188675.1_ASM118867v1_genomic	4829855	4375507	45986	39	473	398113	9776
GCA_001188695.1_ASM118869v1_genomic	4829855	4319611	88616	170	591	398113	22924
GCA_001188715.1_ASM118871v1_genomic	4829855	4322824	87160	171	716	398113	21042
GCA_001188735.1_ASM118873v1_genomic	4829855	4287746	131971	64	585	398113	11440
GCA_001188755.1_ASM118875v1_genomic	4829855	4265116	144481	167	766	398113	21379
GCA_001188775.1_ASM118877v1_genomic	4829855	4320450	88667	170	721	398113	21904
GCA_001188795.1_ASM118879v1_genomic	4829855	4319213	88135	167	698	398113	23696
GCA_001188815.1_ASM118881v1_genomic	4829855	4287623	131817	62	730	398113	11572
GCA_001188935.1_ASM118893v1_genomic	4829855	4319899	88559	169	631	398113	22653
GCA_001261975.1_YPW_8_IHQD_genomic	4829855	4358154	62602	62	497	398113	10489
GCA_001261985.1_YPW_3_IHQD_genomic	4829855	4317883	109816	13	426	398113	3617
GCA_001294805.1_ASM129480v1_genomic	4829855	4343005	50659	97	885	398113	37193
GCA_001294815.1_ASM129481v1_genomic	4829855	4304814	88501	168	705	398113	37722
GCA_001294825.1_ASM129482v1_genomic	4829855	4268212	125749	151	693	398113	37088
GCA_001294885.1_ASM129488v1_genomic	4829855	4291351	104218	119	759	398113	35414
GCA_001294905.1_ASM129490v1_genomic	4829855	4307899	87151	165	716	398113	35976
GCA_001294915.1_ASM129491v1_genomic	4829855	4304926	88621	166	749	398113	37446
GCA_001294965.1_ASM129496v1_genomic	4829855	4328375	65730	97	779	398113	36858
GCA_001294975.1_ASM129497v1_genomic	4829855	4340932	47721	104	591	398113	42498
GCA_001294985.1_ASM129498v1_genomic	4829855	4308656	87338	163	603	398113	35145
GCA_001295025.1_ASM129502v1_genomic	4829855	4380922	18663	98	659	398113	31498
GCA_001295045.1_ASM129504v1_genomic	4829855	4308226	88708	165	654	398113	34154
GCA_001295055.1_ASM129505v1_genomic	4829855	4307805	86957	165	854	398113	36126
GCA_001295065.1_ASM129506v1_genomic	4829855	4303189	87455	163	647	398113	40451
GCA_001295105.1_ASM129510v1_genomic	4829855	4303871	87165	165	591	398113	40115
GCA_001295115.1_ASM129511v1_genomic	4829855	4349238	45744	99	651	398113	36109
GCA_001295145.1_ASM129514v1_genomic	4829855	4285445	110818	108	586	398113	34893
GCA_001295185.1_ASM129518v1_genomic	4829855	4292310	93938	165	461	398113	45033
GCA_001487065.1_Yersinia_pestis_genomic	4829855	4245980	172386	27	0	398113	13376
GCA_001509855.1_ASM150985v1_genomic	4829855	4422308	6193	9	45	398113	3196
GCA_001509865.1_ASM150986v1_genomic	4829855	4430073	17	7	76	398113	1576
GCA_001559935.1_ASM155993v1_genomic	4829855	4318920	47542	72	686	398113	64594
GCA_001595585.1_ASM159558v1_genomic	4829855	4350531	37328	60	585	398113	43298
GCA_001601285.1_ASM160128v1_genomic	4829855	4366046	24553	48	509	398113	40634
GCA_001601675.1_ASM160167v1_genomic	4829855	4231735	135951	176	585	398113	63471
GCA_001601735.1_ASM160173v1_genomic	4829855	4313043	55985	152	811	398113	61903
GCA_001613865.1_ASM161386v1_genomic	4829855	4237829	125288	120	582	398113	68043
GCA_001613885.1_ASM161388v1_genomic	4829855	4339841	38065	55	635	398113	53201
GCA_001613895.1_ASM161389v1_genomic	4829855	4357793	36774	61	566	398113	36609
GCA_001617705.1_Yersinia_pestis_C-791_genomic	4829855	4351138	37084	55	607	398113	42913
GCA_001617715.1_Yersinia_pestis_M-519_genomic	4829855	4353936	37640	72	486	398113	39680
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	4829855	4277630	85688	72	615	398113	67809
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	4829855	4344148	37510	63	574	398113	49510
GCA_001617785.1_Yersinia_pestis_M-549_genomic	4829855	4276839	109203	55	613	398113	45087
GCA_001617805.1_Yersinia_pestis_173_genomic	4829855	4339682	40791	55	551	398113	50718
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	4829855	4244567	139903	63	489	398113	46783
GCA_001693595.1_ASM169359v1_genomic	4829855	4332597	97378	8	543	398113	1224
GCA_001972385.1_ASM197238v1_genomic	4829855	4280096	126182	184	595	398113	24869
GCA_001972395.1_ASM197239v1_genomic	4829855	4280490	126335	174	626	398113	24291
GCA_001972405.1_ASM197240v1_genomic	4829855	4234005	173963	175	531	398113	23243
GCA_001972465.1_ASM197246v1_genomic	4829855	4281417	125971	175	662	398113	23692
GCA_001972475.1_ASM197247v1_genomic	4829855	4366188	45510	108	588	398113	19456
GCA_001972515.1_ASM197251v1_genomic	4829855	4365327	46109	107	616	398113	19690
GCA_002005285.1_ASM200528v1_genomic	4829855	4415896	8939	48	637	398113	6270
GCA_002127355.1_ASM212735v1_genomic	4829855	4282588	125076	145	626	398113	23452
GCA_002127365.1_ASM212736v1_genomic	4829855	4282670	125262	153	665	398113	23145
GCA_002127375.1_ASM212737v1_genomic	4829855	4277371	131243	142	561	398113	22567
GCA_002165475.1_ASM216547v1_genomic	4829855	4282858	124669	157	615	398113	23600
GCA_002173795.1_ASM217379v1_genomic	4829855	4364571	45934	104	594	398113	20643
GCA_002173805.1_ASM217380v1_genomic	4829855	4362433	46297	139	621	398113	22391
GCA_002173815.1_ASM217381v1_genomic	4829855	4357740	53414	122	620	398113	19968
GCA_002188685.1_ASM218868v1_genomic	4829855	4364677	45441	103	777	398113	20847
GCA_002188725.1_ASM218872v1_genomic	4829855	4364178	45582	110	822	398113	21160
GCA_002188765.1_ASM218876v1_genomic	4829855	4342674	66866	128	788	398113	21414
GCA_002188775.1_ASM218877v1_genomic	4829855	4364587	45975	111	630	398113	20550
GCA_002412225.1_Y.pestis_A-1486_genomic	4829855	4298689	55815	32	453	398113	76785
GCA_002412235.1_Y.pestis_A-1249_genomic	4829855	4327588	53623	112	828	398113	49703
GCA_002412245.1_Y.pestis_A-1691_genomic	4829855	4355355	15508	36	343	398113	60536
GCA_002412255.1_Y.pestis_A-1836_genomic	4829855	4367792	16202	75	370	398113	47378
GCA_002412305.1_Y.pestis_A-1809_genomic	4829855	4323660	45434	85	685	398113	61963
GCA_002981895.1_ASM298189v1_genomic	4829855	4304880	108298	92	703	398113	17861
GCA_002981915.1_ASM298191v1_genomic	4829855	4394149	19300	98	521	398113	17772
GCA_002981925.1_ASM298192v1_genomic	4829855	4334697	78105	90	775	398113	18165
GCA_002981955.1_ASM298195v1_genomic	4829855	4334439	78112	101	687	398113	18504
GCA_002981995.1_ASM298199v1_genomic	4829855	4389677	22896	96	627	398113	18542
GCA_002993145.1_ASM299314v1_genomic	4829855	4307931	88700	149	763	398113	34348
GCA_003074155.1_ASM307415v1_genomic	4829855	4370422	22402	37	362	398113	38556
GCA_003074175.1_ASM307417v1_genomic	4829855	4322570	51571	87	971	398113	56630
GCA_003074195.1_ASM307419v1_genomic	4829855	4360592	27178	37	334	398113	43638
GCA_003074215.1_ASM307421v1_genomic	4829855	4375943	21192	37	367	398113	34240
GCA_003074235.1_ASM307423v1_genomic	4829855	4266202	120519	49	390	398113	44631
GCA_003074255.1_ASM307425v1_genomic	4829855	4369916	22359	37	330	398113	39137
GCA_003074275.1_ASM307427v1_genomic	4829855	4174058	150254	66	470	398113	106960
GCA_003074295.1_ASM307429v1_genomic	4829855	4335152	36908	52	687	398113	58995
GCA_003074315.1_ASM307431v1_genomic	4829855	4358690	13627	34	326	398113	59099
GCA_003074335.1_ASM307433v1_genomic	4829855	4358081	37705	53	591	398113	35365
GCA_003074355.1_ASM307435v1_genomic	4829855	4351103	37551	53	599	398113	42489
GCA_003074375.1_ASM307437v1_genomic	4829855	4358622	36708	55	571	398113	35841
