Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad	Mugration_Branch_Number	Mugration_Branch_Number_Confidence	Mugration_Branch_Number_Entropy	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Major_Entropy	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence	Mugration_Branch_Minor_Entropy	Mugration_Country	Mugration_Country_Confidence	Mugration_Country_Entropy	Mugration_Country_Lat	Mugration_Country_Lon	Mugration_Province	Mugration_Province_Confidence	Mugration_Province_Entropy	Mugration_Province_Lat	Mugration_Province_Lon
NODE5	100.0	83.2	1.09007e-05	black	0.0010322860827170516	6.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.065234062432706e-08	3.384725091443323	9.683684749615093e-06	-2320-11-06	-2319.153188033897	[-2323.123370240381, -2203.57028812082]	[4344.123370240381, 4224.57028812082]	304.0753589742899	1681.6807093214015	6.75	-2319.153188033897	3.228608271705174e-05	False	0	0.999999995915458	8.856511542128664e-08	0.PRE	0.9999999918213129	1.7832445274361025e-07	0.PRE1	0.9999999626455214	8.089057124967042e-07	Russia	0.5853289657582421	0.6821485820887423	64.6863136	97.7453061	Bavaria	0.99317601197135	0.05509393860991608	48.9467562	11.4038717
SAMEA104233049	NA	NA	2.551e-07	grey	0.0010325009753713497	6	1343UnTal85	[-2396:-2148]	[-4417:-4169]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233049	KEEP: SRA Ancient	0	9.118909735285083e-09	1.0069378702887823	2.1489265429802037e-07	-2297-12-24	-2296.020488370079	[-2318.920226104245, -2198.680551746535]	[4339.920226104245, 4219.680551746535]	23.13269966381813	1704.8134089852197	6.0	-2272.0	3.2500975371349765e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	0.9999999999999999	-9.99866855976916e-13	48.9467562	11.4038717
NODE6	80.7	NA	1.26837e-05	black	0.0010439126324645342	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7325298467316743e-08	3.0173429326992958	1.1626549747482658e-05	-1912-03-26	-1911.7690670799584	[-1935.890500070983, -1890.588577300449]	[3956.890500070983, 3911.5885773004493]	407.3841209539387	2089.0648302753402	7.5	-1911.7690670799584	4.39126324645344e-05	False	0	0.9999999959197141	8.847711394176951e-08	0.PRE	0.9999999918293712	1.7815763954521736e-07	0.PRE1	0.9999999626869037	8.080532781878452e-07	Russia	0.5854167638357741	0.6818995965073725	64.6863136	97.7453061	Bavaria	0.9918030829121779	0.05750217387409967	48.9467562	11.4038717
SAMEA104233048	NA	NA	7.643e-07	grey	0.0010445574608415745	7	Post6	[-2007:-1882]	[-4028:-3903]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233048	KEEP: SRA Ancient	0	2.1321290827192245e-08	2.3543620674593204	6.448283770402293e-07	-1885-12-15	-1884.0443216677513	[-1897.2801921458852, -1882.0]	[3918.280192145885, 3903.0]	27.724745412207085	2116.7895756875473	7.0	-1944.5	4.455746084157463e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	1.0	-1.000088900581841e-12	48.9467562	11.4038717
SAMEA3541826	NA	NA	3.2199e-06	grey	0.0010464923309935574	8	RISE505	[-1746:-1626]	[-3767:-3647]	Russia	Altai Krai	64.6863136	97.7453061	52.693224300000004	82.69314240000001	Bronze Age	0.PRE	0.PRE1	SAMEA3541826	KEEP: SRA Ancient	0	9.458826250323458e-09	1.0444724902888372	2.579698529023307e-06	-1644-02-22	-1643.8566328132638	[-1726.7495161731244, -1625.9999999999995]	[3747.7495161731244, 3646.9999999999995]	267.9124342666946	2356.977264542035	8.0	-1686.0	4.6492330993557705e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Krai	1.0	-1.000088900581841e-12	52.6932243	82.69314240000001
NODE7	100.0	56.6	5.4496e-06	black	0.001005160781939789	30.083998715039343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.228386728585418e-08	1.356422151637995	5.160781939788856e-06	-3588-12-27	-3587.0118941988576	[-3628.3093403444846, -3127.415332904545]	[5649.309340344485, 5148.415332904545]	413.72200315644113	413.82200315644116	30.083998715039343	-3587.0118941988576	5.160781939788856e-06	False	0	0.9999999959112019	8.865311252964318e-08	0.PE	0.9986506109840579	0.010312332867998434	0.PE7	0.4604145248632406	1.6131950668143082	Russia	0.7996848159083509	0.5024741485674115	64.6863136	97.7453061	Qinghai	0.9893582445130477	0.08679720086370217	35.40709525	95.95211573241954
NODE8	100.0	100.0	3.68558e-05	red	0.001038190081536891	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.912779187902062e-09	0.6529071408521631	3.302929959710199e-05	1955-07-14	1955.5321329950461	[1925.4787349897458, 1961.0]	[95.52126501025418, 60.0]	5542.544027193904	5956.366030350346	9.5	1955.5321329950461	3.8190081536890844e-05	False	0	0.9999999959197096	8.847720579230588e-08	0.PE	0.9999981732481396	2.6120356674222303e-05	0.PE7	0.9993519235677747	0.0065478009051889476	China	0.9891763667716889	0.060565891257883336	35.000074	104.999927	Qinghai	0.9999724586710432	0.0004000060671797176	35.40709525	95.95211573241954
GCA_000323485.1_ASM32348v1_genomic	NA	NA	2.345e-07	grey	0.0010384049748449946	9	620024	1962	-59	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403008	KEEP: Assembly Modern Cui 2013 Keller 2019	0	1.5617777649644634e-08	1.7245627187563415	2.148933081035946e-07	1961-12-20	1961.968967280021	[1962.0, 1962.0]	[59.0, 59.0]	6.436834284974793	5962.8028646353205	9.0	1962.0	3.840497484499444e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE7	1.0	-1.000088900581841e-12	China	1.0	-1.000088900581841e-12	35.000074	104.999927	Qinghai	1.0	-1.000088900581841e-12	35.40709525	95.95211573241954
GCA_000323845.1_ASM32384v1_genomic	NA	NA	2.34e-08	grey	0.001038190081536891	10	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0	5.712514822124702e-09	0.6307933377962669	3.706141344408902e-22	1960-12-20	1960.9684435028694	[1961.0, 1961.0]	[60.0, 60.0]	5.4363105078232365	5961.8023408581685	10.0	1961.0	3.8190081536890844e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE7	1.0	-1.000088900581841e-12	China	1.0	-1.000088900581841e-12	35.000074	104.999927	Qinghai	1.0	-1.000088900581841e-12	35.40709525	95.95211573241954
NODE9	100.0	94.3	1.84268e-05	black	0.0010215295847743231	50.667997430078685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.546018868547083e-08	1.7071612639144131	1.6368802834534106e-05	-2563-08-21	-2562.363767569037	[-2588.4472287008243, -2386.7165574608307]	[4609.447228700825, 4407.716557460831]	1024.6481266298206	1438.4701297862616	50.667997430078685	-2562.363767569037	2.1529584774322962e-05	False	0	0.9999999959154492	8.856529900025411e-08	0.PE	0.9999981707728854	2.6153268472753074e-05	0.PE2	0.45688601104662596	1.7690667038361831	Russia	0.8047812357124117	0.49609891321314487	64.6863136	97.7453061	Qinghai	0.9855217972856352	0.11371278771712245	35.40709525	95.95211573241954
NODE10	100.0	99.9	3.69481e-05	red	0.0010539132936786678	21.99609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2174167955187162e-08	1.344308816425724	3.238370890434471e-05	0120-01-25	120.0662492777792	[-72.55102926189247, 325.2391360841551]	[2093.5510292618924, 1695.7608639158448]	2682.430016846816	4120.900146633077	21.99609375	120.0662492777792	5.391329367866767e-05	False	0	0.9999999959154536	8.856520731922425e-08	0.PE	0.9999999871652073	2.712032175247221e-07	0.PE2	0.9993402263550828	0.006824770324426417	Russia	0.9167558077148962	0.3613236301159564	64.6863136	97.7453061	Republic of Dagestan	0.36267562046159546	1.654716411923633	43.0883099	47.14988017944229
NODE11	100.0	99.6	1.85843e-05	red	0.0010707141292262865	14.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0192541088150509e-08	1.1254915241040406	1.680083554761878e-05	1771-10-19	1771.7986786236288	[1703.96275585485, 1797.8239066953995]	[317.03724414515, 223.1760933046005]	1651.7324293458496	5772.632575978927	14.375	1771.7986786236288	7.071412922628645e-05	False	0	1.0	-1.0000887673776445e-12	0.PE	0.9999999999999999	-9.99866336677748e-13	0.PE2	1.0	-1.0000423308813137e-12	Russia	0.9999999999951453	1.3003914099546417e-10	64.6863136	97.7453061	Republic of Dagestan	0.9999999999999367	8.167765576050886e-13	43.0883099	47.14988017944229
NODE12	89.0	77.9	7.034e-07	black	0.001071358822787987	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.286519211092429e-09	0.4733305461581503	6.446935617005171e-07	1912-08-31	1912.664158186506	[1875.5665438911046, 1972.8524810596534]	[145.43345610889537, 48.14751894034657]	140.86547956287723	5913.498055541804	17.75	1912.664158186506	7.135882278798697e-05	False	0	0.9999999959197144	8.847710770473635e-08	0.PE	0.999999989626604	2.232216388068213e-07	0.PE2	0.9999999600478701	8.630353761113098e-07	Russia	0.9999965946443891	5.181563616428915e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999980082832066	3.7406825110728156e-05	43.0883099	47.14988017944229
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.1103e-06	grey	0.0010732956377375565	17	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	1.8287645496569413e-08	2.019377682581717	1.936814949569531e-06	1987-12-25	1987.982585485963	[1988.0, 1988.0]	[33.0, 33.0]	75.31842729945697	5988.816482841261	17.0	1988.0	7.32956377375565e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE15	95.0	51.5	4.69e-07	black	0.001071788612415201	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.342910332769507e-09	0.4795574260827313	4.2978962721404995e-07	1987-02-05	1987.096570148799	[1950.1053952545994, 1998.1456361684618]	[70.89460474540056, 22.854363831538194]	74.43241196229292	5987.930467504097	18.5	1987.096570148799	7.178861241520101e-05	False	0	0.9999999959197186	8.84770221954321e-08	0.PE	0.9999999896266138	2.2322143339334619e-07	0.PE2	0.9999999600479084	8.630345782433474e-07	Russia	0.9999965946445356	5.1815633814674435e-05	64.6863136	97.7453061	Republic of Dagestan	0.9995586771850047	0.005920694352443896	43.0883099	47.14988017944229
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.345e-07	grey	0.001072003502160677	18	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	8.591451870662522e-09	0.9486943615483697	2.1488974547588488e-07	2010-12-30	2010.9946323604504	[2011.0, 2011.0]	[10.0, 10.0]	23.89806221165145	6011.828529715748	18.0	2011.0	7.20035021606769e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.34e-08	grey	0.001071788612415201	19	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0	9.056079828112778e-10	0.1	1.0321265006455011e-22	2011-12-30	2011.995156137602	[2012.0, 2012.0]	[9.0, 9.0]	24.898585988803006	6012.8290534929	19.0	2012.0	7.178861241520101e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	0.8205673959501821	1.3149268625192438	43.0883099	47.14988017944229
GCA_006376585.1_ASM637658v1_genomic	NA	NA	2.34e-08	grey	0.0010707141292262865	11	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0	9.056079828112778e-10	0.1	1.029099981735721e-22	1977-12-23	1977.9773477144468	[1978.0, 1978.0]	[43.0, 43.0]	206.17866909081795	5978.8112450697445	11.0	1978.0	7.071412922628645e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_001294825.1_ASM129482v1_genomic	NA	NA	2.345e-07	grey	0.001070929018394713	12	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	9.056079828112778e-10	0.1	2.1488916842640736e-07	1983-12-24	1983.9804903773565	[1984.0, 1984.0]	[37.0, 37.0]	212.18181175372774	5984.814387732655	12.0	1984.0	7.092901839471286e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_002127375.1_ASM212737v1_genomic	NA	NA	9.379e-07	grey	0.0010715737463321572	13	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	6.7488171788385595e-09	0.7452250098202773	8.596171058707702e-07	1997-12-27	1997.9878232574792	[1998.0, 1998.0]	[23.0, 23.0]	103.22213090948253	5875.854706888409	13.0	1998.0	7.221845907432446e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE21	100.0	53.3	1.4069e-06	black	0.0010720036683754437	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8300353391341936e-08	3.1250114761013017	1.289539149157104e-06	1809-02-04	1809.0942537809858	[1662.0491244856944, 1962.9116410410916]	[358.9508755143056, 58.08835895890843]	37.29557515735701	5809.928151136284	14.5	1809.0942537809858	7.200366837544355e-05	False	0	0.9999999959239616	8.838928529193544e-08	0.PE	0.9999999896380433	2.2298826872242633e-07	0.PE2	0.9999999600912688	8.621417512545498e-07	Russia	0.9999966264664565	5.137859450575499e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999990989068109	1.76340855355332e-05	43.0883099	47.14988017944229
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.1103e-06	grey	0.0010739381351705548	14	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.62044927561186e-09	0.9518963435869249	1.9344667951111004e-06	1995-12-27	1995.9867757031761	[1996.0, 1996.0]	[25.0, 25.0]	186.89252192219033	5996.820673058474	14.0	1996.0	7.393813517055465e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.0029e-06	grey	0.0010801801724433994	15	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	3.512820100696706e-08	3.8789632681812973	8.176504067955793e-06	1996-12-27	1996.9872994803277	[1997.0, 1997.0]	[24.0, 24.0]	187.89304569934188	5997.821196835626	15.0	1997.0	8.018017244339934e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.1556e-06	grey	0.0010782430922373696	16	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	3.236892999933084e-08	3.5742761342328286	7.528963011083083e-06	1977-12-23	1977.9773477144468	[1978.0, 1978.0]	[43.0, 43.0]	190.2450277276464	5962.877603706574	16.0	1978.0	7.867288752712999e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
