Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	Continent
SAMEA104233048	NA	NA	7.643000000000022e-07	grey	5.50708e-05	7.0	Post6	[-2007:-1882]	[-4028:-3903]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233048	KEEP: SRA Ancient	0	Europe
SAMEA3541826	NA	NA	3.2198999999999927e-06	grey	5.752639999999999e-05	8.0	RISE505	[-1746:-1626]	[-3767:-3647]	Russia	Altai Krai	64.6863136	97.7453061	52.693224300000004	82.69314240000001	Bronze Age	0.PRE	0.PRE1	SAMEA3541826	KEEP: SRA Ancient	0	Europe
NODE8	NA	NA	2.724799999999996e-06	black	2.724799999999996e-06	33.25151635586014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE9	NA	NA	3.6855800000000014e-05	black	3.958060000000001e-05	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000323485.1_ASM32348v1_genomic	NA	NA	2.3449999999999242e-07	grey	3.9815100000000004e-05	9.0	620024	1962	-59	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403008	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia
GCA_000323845.1_ASM32384v1_genomic	NA	NA	2.3399999999983547e-08	grey	3.9603999999999996e-05	10.0	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0	Asia
NODE10	NA	NA	1.8426800000000005e-05	black	2.11516e-05	57.00303271172028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE11	NA	NA	3.69481e-05	black	5.8099699999999995e-05	25.0146484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE12	NA	NA	1.8584299999999998e-05	black	7.668399999999999e-05	15.046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE13	NA	NA	7.033999999999974e-07	black	7.738739999999998e-05	12.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.110299999999999e-06	grey	7.949769999999998e-05	11.0	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	Europe
NODE14	NA	NA	2.33999999999971e-08	black	7.741079999999998e-05	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE15	NA	NA	1.6413000000000007e-06	black	7.905209999999998e-05	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972395.1_ASM197239v1_genomic	NA	NA	1.0000899999999994e-05	grey	8.905299999999998e-05	12.0	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
GCA_002165475.1_ASM216547v1_genomic	NA	NA	9.723800000000003e-06	grey	8.877589999999998e-05	13.0	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
NODE16	NA	NA	4.689999999999984e-07	black	7.787979999999998e-05	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.3450000000000597e-07	grey	7.811429999999998e-05	14.0	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	Europe
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.33999999999971e-08	grey	7.790319999999998e-05	15.0	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0	Europe
NODE17	NA	NA	2.33999999999971e-08	black	7.670739999999998e-05	17.84375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_006376585.1_ASM637658v1_genomic	NA	NA	2.33999999999971e-08	grey	7.673079999999998e-05	16.0	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0	Europe
NODE18	NA	NA	2.33999999999971e-08	black	7.673079999999998e-05	19.6875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE19	NA	NA	2.33999999999971e-08	black	7.675419999999998e-05	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294825.1_ASM129482v1_genomic	NA	NA	2.3450000000000597e-07	grey	7.698869999999998e-05	17.0	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe
NODE20	NA	NA	7.033999999999974e-07	black	7.745759999999997e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001601675.1_ASM160167v1_genomic	NA	NA	1.6735700000000003e-05	grey	9.419329999999998e-05	18.0	C-741	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Europe
GCA_002127375.1_ASM212737v1_genomic	NA	NA	9.379000000000033e-07	grey	7.839549999999998e-05	19.0	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
NODE21	NA	NA	2.33999999999971e-08	black	7.675419999999998e-05	21.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE22	NA	NA	1.4069000000000017e-06	black	7.816109999999998e-05	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.110299999999999e-06	grey	8.027139999999998e-05	20.0	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.002900000000002e-06	grey	8.716399999999998e-05	21.0	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
NODE23	NA	NA	6.115999999999994e-07	black	7.736579999999998e-05	22.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.155599999999994e-06	grey	8.552139999999997e-05	22.0	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
NODE24	NA	NA	2.344800000000005e-06	black	7.971059999999998e-05	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972385.1_ASM197238v1_genomic	NA	NA	1.2270400000000004e-05	grey	9.198099999999999e-05	23.0	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
GCA_001972405.1_ASM197240v1_genomic	NA	NA	8.641499999999995e-06	grey	8.835209999999998e-05	24.0	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe
NODE25	NA	NA	1.8305099999999995e-05	black	7.64048e-05	34.982421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE26	NA	NA	7.317900000000007e-06	black	8.37227e-05	29.40625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE27	NA	NA	7.033999999999974e-07	black	8.44261e-05	25.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295055.1_ASM129505v1_genomic	NA	NA	2.3450000000000597e-07	grey	8.466060000000001e-05	25.0	C-666	1989	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE28	NA	NA	4.689999999999984e-07	black	8.48951e-05	26.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294985.1_ASM129498v1_genomic	NA	NA	2.33999999999971e-08	grey	8.49185e-05	26.0	C-359	1978	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE29	NA	NA	2.33999999999971e-08	black	8.49185e-05	27.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003074435.1_ASM307443v1_genomic	NA	NA	2.3450000000000597e-07	grey	8.5153e-05	27.0	KM874	1984	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE30	NA	NA	4.689999999999984e-07	black	8.53875e-05	28.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003074395.1_ASM307439v1_genomic	NA	NA	2.33999999999971e-08	grey	8.541089999999999e-05	28.0	3544	1979	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
GCA_003074415.1_ASM307441v1_genomic	NA	NA	2.33999999999971e-08	grey	8.541089999999999e-05	29.0	3551	1979	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE31	NA	NA	7.033999999999974e-07	black	8.44261e-05	32.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE32	NA	NA	2.33999999999971e-08	black	8.44495e-05	30.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295065.1_ASM129506v1_genomic	NA	NA	4.689999999999984e-07	grey	8.49185e-05	30.0	C-267	1969	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE33	NA	NA	4.689999999999984e-07	black	8.49185e-05	31.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003085875.1_ASM308587v1_genomic	NA	NA	2.33999999999971e-08	grey	8.49419e-05	31.0	M-986	1975	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE34	NA	NA	1.4069000000000017e-06	black	8.63254e-05	32.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188325.1_YPY_1_genomic	NA	NA	2.33999999999971e-08	grey	8.63488e-05	32.0	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
GCA_001188715.1_ASM118871v1_genomic	NA	NA	2.33999999999971e-08	grey	8.63488e-05	33.0	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE35	NA	NA	4.689999999999984e-07	black	8.48951e-05	34.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294905.1_ASM129490v1_genomic	NA	NA	2.33999999999971e-08	grey	8.49185e-05	34.0	C-291	1971	-50	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861503	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE36	NA	NA	5.680000000000257e-08	black	8.49519e-05	35.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295105.1_ASM129510v1_genomic	NA	NA	2.2909999999999413e-07	grey	8.5181e-05	35.0	C-235	1968	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861483	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE37	NA	NA	2.3450000000000597e-07	black	8.518640000000001e-05	36.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295185.1_ASM129518v1_genomic	NA	NA	6.860000000000134e-08	grey	8.525500000000001e-05	36.0	C-197	1967	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
GCA_006376505.1_ASM637650v1_genomic	NA	NA	1.8856999999999945e-06	grey	8.70721e-05	37.0	C-232	1968	-53	Azerbaijan	Shahbuz Rayon	40.3936294	47.787250799999995	39.43858165	45.60713327015354	Caucasica	0.PE	0.PE2	SAMN12011946	KEEP: Assembly Modern	0	Asia
NODE38	NA	NA	8.995499999999999e-06	black	8.54003e-05	40.55859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003085935.1_ASM308593v1_genomic	NA	NA	2.33999999999971e-08	grey	8.54237e-05	38.0	835	1958	-63	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05162581	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE39	NA	NA	2.3450000000000597e-07	black	8.56348e-05	43.1171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE40	NA	NA	2.33999999999971e-08	black	8.56582e-05	39.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294915.1_ASM129491v1_genomic	NA	NA	2.33999999999971e-08	grey	8.56816e-05	39.0	C-346	1976	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE41	NA	NA	2.33999999999971e-08	black	8.56816e-05	40.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295045.1_ASM129504v1_genomic	NA	NA	2.33999999999971e-08	grey	8.5705e-05	40.0	C-290	1971	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
GCA_006376545.1_ASM637654v1_genomic	NA	NA	1.4069000000000017e-06	grey	8.70885e-05	41.0	C-273	1969	-52	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN12012010	KEEP: Assembly Modern	0	Asia
NODE42	NA	NA	4.689999999999984e-07	black	8.61038e-05	46.484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE43	NA	NA	2.3450000000000597e-07	black	8.63383e-05	44.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE44	NA	NA	2.3450000000000597e-07	black	8.657280000000001e-05	42.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	NA	NA	2.3450000000000597e-07	grey	8.680730000000002e-05	42.0	G3768	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN01902220	KEEP: Assembly Modern	0	Asia
GCA_001188755.1_ASM118875v1_genomic	NA	NA	2.33999999999971e-08	grey	8.659620000000001e-05	43.0	8787	1992	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE45	NA	NA	2.3450000000000597e-07	black	8.657280000000001e-05	45.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE46	NA	NA	2.33999999999971e-08	black	8.659620000000001e-05	44.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000324925.1_ASM32492v1_genomic	NA	NA	2.33999999999971e-08	grey	8.66196e-05	44.0	G8786	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN02403080	KEEP: Assembly Modern Modern Cui 2013 Keller 2019	0	Asia
GCA_001188775.1_ASM118877v1_genomic	NA	NA	2.33999999999971e-08	grey	8.66196e-05	45.0	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE47	NA	NA	1.1723999999999958e-06	black	8.774520000000001e-05	46.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188695.1_ASM118869v1_genomic	NA	NA	2.33999999999971e-08	grey	8.77686e-05	46.0	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
GCA_001188935.1_ASM118893v1_genomic	NA	NA	2.33999999999971e-08	grey	8.77686e-05	47.0	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE48	NA	NA	2.33999999999971e-08	black	8.61272e-05	48.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002993145.1_ASM299314v1_genomic	NA	NA	2.33999999999971e-08	grey	8.61506e-05	48.0	1393G	1979	-42	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN08634710	KEEP: Assembly Modern	0	Asia
NODE49	NA	NA	2.33999999999971e-08	black	8.61506e-05	49.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188795.1_ASM118879v1_genomic	NA	NA	4.689999999999984e-07	grey	8.661959999999999e-05	49.0	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE50	NA	NA	6.909999999999566e-08	black	8.621969999999999e-05	50.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294815.1_ASM129481v1_genomic	NA	NA	2.5335000000000055e-06	grey	8.87532e-05	50.0	C-590	1983	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia
NODE51	NA	NA	1.1723999999999958e-06	black	8.739209999999999e-05	51.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	NA	NA	1.3558999999999983e-06	grey	8.874799999999998e-05	51.0	G1670E	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.02873820000001	NA	NA	Caucasica	0.PE	0.PE2	SAMN01902219	KEEP: Assembly Modern	0	Asia
NODE52	NA	NA	3.363600000000003e-06	black	9.075569999999999e-05	52.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382545.1_Yersinia_pestis_assembly_genomic	NA	NA	2.33999999999971e-08	grey	9.077909999999999e-05	52.0	G1670A	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.02873820000001	NA	NA	Caucasica	0.PE	0.PE2	SAMN01909378	KEEP: Assembly Modern	0	Asia
GCA_001188335.1_DYA_1_genomic	NA	NA	2.33999999999971e-08	grey	9.077909999999999e-05	53.0	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia
NODE53	NA	NA	1.0659399999999995e-05	black	3.1811e-05	88.99141698594056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE54	NA	NA	2.3400000000010652e-08	black	3.183440000000001e-05	57.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA104488961	NA	NA	2.3399999999983547e-08	grey	3.185779999999999e-05	54.0	RT5	[-1918:-1754]	[-3939:-3775]	Russia	Samara Oblast	64.6863136	97.7453061	53.2128813	50.8914633	Bronze Age	0.PE	0.PE8	SAMEA104488961	KEEP: SRA Ancient	0	Europe
NODE55	NA	NA	3.956000000000001e-07	black	3.223000000000001e-05	60.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE56	NA	NA	2.0059999999999994e-05	black	5.229e-05	55.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
