#name, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, [, \, ], ^, _, `, a, b, c, d, e
NODE_0000008, 0.009739209356744563, 0.0012628681699950637, 0.0010602412487774142, 0.003854992318388139, 0.0019061716152421616, 0.009735378070073476, 0.19615619640319595, 0.0018802638070495137, 0.0012115087193442229, 0.003828860536277434, 0.0012115087193441908, 0.0275840653138036, 0.5205481546558205, 0.027630716201036007, 0.0858812439786996, 0.08628015036247268, 0.0009598609901545855, 0.0009467743783026696, 0.0009617884561833566, 0.0009414086395564864, 0.0009909472574008067, 0.0009488944464687167, 0.0009465161480814925, 0.0009545351141544758, 0.0010393474831609179, 0.0009494000879890575, 0.0009415500267456069, 0.0009611577890289629, 0.0009542843608193212, 0.000971073470873239, 0.0009466130092568566, 0.0010504162092844092, 0.0009202213957883772, 0.000960463151521831, 0.0009557694743337164, 0.0009661438076775446, 0.0009613048269530942
GCA_000323845.1_ASM32384v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000009, 0.024835864945613947, 0.0017463664538329123, 0.0011844911360871242, 0.008789569176853246, 0.0034843720667848805, 0.02482180620372725, 0.4950173803430282, 0.0034025303261701304, 0.0015897989585302635, 0.008720685801524684, 0.0015897989585302828, 0.07272630404216862, 0.1979420924027917, 0.07286970950378864, 0.030950978997409267, 0.031080517601015337, 0.0009091235984877231, 0.000896878564909799, 0.0009107992060315561, 0.0008915248550510474, 0.000938280724924425, 0.000898421530046547, 0.0008961783379836149, 0.0009251723701198081, 0.0010440931748662693, 0.0008994177345885096, 0.0008921303968923076, 0.0009106611638106781, 0.0009041670185535131, 0.000921039166284066, 0.0008979592630137333, 0.0009946277237226427, 0.0008716373094414255, 0.0009101005951845987, 0.0009060830995253804, 0.0009158861280011915, 0.0009135511207046953
NODE_0000010, 8.039288688822153e-05, 8.584738598461097e-06, 6.9403354896947014e-06, 2.985128713879102e-05, 1.3788071236382462e-05, 8.035281337904593e-05, 0.9981511474131771, 1.3565548177876521e-05, 8.153361143517751e-06, 2.963544567497615e-05, 8.153361143516782e-06, 0.000246266952907966, 0.0007451589549994424, 0.0002467246980502292, 0.00010087088163693344, 0.00010120693620914697, 6.126749160371273e-06, 6.043778778083463e-06, 6.138745213541488e-06, 6.008753159100135e-06, 6.324378007280903e-06, 6.0558208054195884e-06, 6.040673596287479e-06, 6.114305559424207e-06, 6.692899632194428e-06, 6.060360432897876e-06, 6.010283576446769e-06, 6.135476171968797e-06, 6.091659619336379e-06, 6.200163631881689e-06, 6.044289516976734e-06, 6.703751221096981e-06, 5.8738426941365126e-06, 6.131231223993088e-06, 6.101667730694019e-06, 6.1678038718815985e-06, 6.139680545578946e-06
NODE_0000011, 2.8831178691756674e-07, 6.072643595322679e-08, 5.589324191190067e-08, 1.2712864570947234e-07, 7.703715337952115e-08, 2.882436269289209e-07, 0.9999923738142159, 7.657631751221863e-08, 5.973676617533702e-08, 1.2639761774154095e-07, 5.973676617532298e-08, 8.652146805870148e-07, 2.8337025310051627e-06, 8.662772245887826e-07, 3.5804790720624457e-07, 3.581930680822524e-07, 5.345327821350824e-08, 5.272419456100677e-08, 5.356266637550408e-08, 5.242751340491358e-08, 5.5187034831733786e-08, 5.284492821985571e-08, 5.271244249577114e-08, 5.279156657527507e-08, 5.6842970057779114e-08, 5.286776515949842e-08, 5.2426761360534965e-08, 5.352097105849716e-08, 5.313811592827824e-08, 5.405803148541651e-08, 5.269517678376966e-08, 5.849728813993956e-08, 5.124512358625748e-08, 5.3481077850965856e-08, 5.321187734277404e-08, 5.378971877348583e-08, 5.3483512444999705e-08
GCA_006376585.1_ASM637658v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_008630455.1_ASM863045v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000012, 2.902482649763165e-07, 6.111466910051841e-08, 5.6249793630702606e-08, 1.2795657644670017e-07, 7.753230029295669e-08, 2.901795411702281e-07, 0.999992318857734, 7.706830292498429e-08, 6.011830577111956e-08, 1.272206472052588e-07, 6.011830577110542e-08, 8.714192591147859e-07, 2.856189070371409e-06, 8.724902124769433e-07, 3.604815022590261e-07, 3.606283782738889e-07, 5.379369286237879e-08, 5.3060075874967274e-08, 5.390373804598561e-08, 5.276137634859706e-08, 5.55383530801847e-08, 5.3181309685325034e-08, 5.304798701882549e-08, 5.31280497972009e-08, 5.7205348776697985e-08, 5.320449689378503e-08, 5.276065011520949e-08, 5.386185299583941e-08, 5.3476571654578454e-08, 5.4402436413169205e-08, 5.3030952092509946e-08, 5.886961091837522e-08, 5.157149791302673e-08, 5.382172947187284e-08, 5.3550805954598166e-08, 5.4132309326546554e-08, 5.382429116704094e-08
NODE_0000013, 2.9188917008003542e-08, 2.35746508100559e-08, 2.3537094292333243e-08, 2.5987674079595917e-08, 2.433144119452427e-08, 2.9230543805921798e-08, 0.9999990504718352, 2.44587101301494e-08, 2.3751965210902947e-08, 2.5931393409740656e-08, 2.3751965210895936e-08, 3.9088024404945376e-08, 6.24134796431293e-08, 3.871867252995441e-08, 3.108312427613806e-08, 3.044135223097733e-08, 2.350018819260667e-08, 2.3174655173528258e-08, 2.355082325769524e-08, 2.3050827757526486e-08, 2.426947415715788e-08, 2.3240769860790197e-08, 2.3182211677839472e-08, 2.307672953801873e-08, 2.463699428961565e-08, 2.3239629757380028e-08, 2.3045864423413886e-08, 2.3526799113139486e-08, 2.3357935067781762e-08, 2.3753092624579987e-08, 2.3151550200178522e-08, 2.5727500378192866e-08, 2.2528324241457762e-08, 2.3507780053412436e-08, 2.3387160970380904e-08, 2.364201442471896e-08, 2.3488831630507177e-08
GCA_001294915.1_ASM129491v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000014, 2.824061321565949e-08, 2.3345280957039364e-08, 2.332223490177103e-08, 2.5553113895360412e-08, 2.4051813910629156e-08, 2.828239413415463e-08, 0.9999990779909481, 2.418022517895493e-08, 2.352524135055726e-08, 2.5499181664856532e-08, 2.35252413505503e-08, 3.6141416804966094e-08, 5.1738988722006775e-08, 3.576891871458112e-08, 2.9899911263174385e-08, 2.9258803914201218e-08, 2.329281967653147e-08, 2.2970072286434534e-08, 2.3343044791186613e-08, 2.2847445138168652e-08, 2.4055432343147216e-08, 2.3035822537377135e-08, 2.297777567757333e-08, 2.287206981765181e-08, 2.4417052050281308e-08, 2.3034516392895192e-08, 2.2842477627986197e-08, 2.3319156962272483e-08, 2.315177351210083e-08, 2.3543336943195892e-08, 2.2947062561395263e-08, 2.5500647878205696e-08, 2.2329513963475035e-08, 2.3300284185851835e-08, 2.31807180814322e-08, 2.3433336861655446e-08, 2.328131281835176e-08
GCA_000382545.1_Yersinia_pestis_assembly_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_001188935.1_ASM118893v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000015, 2.91892431105181e-08, 2.3574890260577254e-08, 2.3537332333955237e-08, 2.5987947706012312e-08, 2.43316909308053e-08, 2.923087033909526e-08, 0.9999990504615413, 2.445896097594026e-08, 2.3752206014298094e-08, 2.5931666354267592e-08, 2.3752206014291113e-08, 3.908851983568927e-08, 6.241444336862537e-08, 3.871916340013261e-08, 3.1083479579657215e-08, 3.044170040076694e-08, 2.3500425085079988e-08, 2.3174888928254078e-08, 2.3551060608478753e-08, 2.305106009486296e-08, 2.4269718623430623e-08, 2.324100392931873e-08, 2.3182445164984295e-08, 2.3076962534053658e-08, 2.46372431380106e-08, 2.3239864083570423e-08, 2.304609675128178e-08, 2.3527036321384633e-08, 2.3358170589512397e-08, 2.3753332248854373e-08, 2.3151783825675708e-08, 2.572775944160853e-08, 2.252855136603985e-08, 2.3508017101015376e-08, 2.3387396790946803e-08, 2.3642252790708517e-08, 2.3489068633871628e-08
GCA_003074415.1_ASM307441v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000016, 2.833526795720489e-08, 2.341971053677626e-08, 2.3396422412774573e-08, 2.563614044376527e-08, 2.4128920104657417e-08, 2.8377183686940172e-08, 0.999999074964504, 2.4257710976945045e-08, 2.360017112373278e-08, 2.5582018714967825e-08, 2.3600171123725796e-08, 3.627075565809867e-08, 5.1943855099978775e-08, 3.5896940968191377e-08, 3.0001326563725146e-08, 2.9358074880855775e-08, 2.3366786181227558e-08, 2.3043037668859804e-08, 2.341716220723511e-08, 2.291999319984188e-08, 2.4131790698316702e-08, 2.3108938524348383e-08, 2.305070880646597e-08, 2.2944761505228976e-08, 2.4494670235852965e-08, 2.310767259217285e-08, 2.291501655158692e-08, 2.3393214940107983e-08, 2.322530255625707e-08, 2.3618129052248974e-08, 2.3019971936332396e-08, 2.5581578923466585e-08, 2.24004262913403e-08, 2.337428737260123e-08, 2.3254339728573937e-08, 2.3507756803163923e-08, 2.3355279938382952e-08
GCA_003085875.1_ASM308587v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 2.823781090724519e-08, 2.334466627728964e-08, 2.3321662613167713e-08, 2.5551896303263828e-08, 2.4051053575076375e-08, 2.8279592519117964e-08, 0.9999990780797235, 2.417946855958232e-08, 2.352463490604572e-08, 2.5497970973173916e-08, 2.3524634906038764e-08, 3.6131898277782823e-08, 5.169991785305604e-08, 3.57593866681847e-08, 2.989634904436819e-08, 2.925524074359777e-08, 2.329226943152823e-08, 2.296952934972219e-08, 2.3342493491799654e-08, 2.2846905487753466e-08, 2.405486449932412e-08, 2.303527884255482e-08, 2.2977233334341605e-08, 2.2871526310842463e-08, 2.4416467545052293e-08, 2.3033972092866225e-08, 2.2841937930281857e-08, 2.3318605960431986e-08, 2.3151226429883993e-08, 2.3542780242247886e-08, 2.2946519801210535e-08, 2.5500046097093535e-08, 2.2328986411945977e-08, 2.329973355318839e-08, 2.3180170243062336e-08, 2.343278310726514e-08, 2.328076200588781e-08
GCA_001294905.1_ASM129490v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_006376505.1_ASM637650v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000018, 0.07371447297875534, 0.0037184141559407583, 0.001971374163661274, 0.0253591035966036, 0.009074919585401076, 0.0736687467195839, 0.21586323981961453, 0.0088113635602022, 0.003217971292584817, 0.02515065854807736, 0.0032179712925850487, 0.2113570118921404, 0.08269764006178275, 0.21177677632638678, 0.013176764507023691, 0.013210639744956808, 0.001122611001086968, 0.0011075729277112442, 0.001124419408449979, 0.0011006393036806692, 0.0011582700446917268, 0.0011090445617583202, 0.0011062804759392542, 0.0012003902739669387, 0.0014559229130222111, 0.0011109987987991813, 0.001102448695106896, 0.00112525756742631, 0.001117248096600239, 0.0011404441787508195, 0.0011120446521772456, 0.0012281096932062715, 0.0010764445613502475, 0.0011247576043492493, 0.0011209895256467947, 0.0011330821570430544, 0.001135955313935827
NODE_0000019, 0.024764340840222988, 0.001745265887202243, 0.001184570692659497, 0.008771296170104479, 0.0034794708837541737, 0.17732519601328675, 0.07402678769895789, 0.020188885639927743, 0.006162592222319876, 0.0607224716719644, 0.006162592222320614, 0.07241917494307394, 0.027819677340894154, 0.48632988747219347, 0.00481947835044264, 0.004817502979343625, 0.0009097554475032085, 0.000897516603762751, 0.0009114275097077702, 0.0008921438072719469, 0.0009389137477098985, 0.0008990271556686777, 0.0008967834187545404, 0.0009257559297048083, 0.0010445888072114565, 0.0009000486056962902, 0.0008927513236761717, 0.000911297312367544, 0.0009048006482247747, 0.0009216907123996276, 0.0008986026801706686, 0.00099528495267036, 0.000872248429518434, 0.0009107390470480006, 0.0009067159243649497, 0.0009165227496195908, 0.0009141941582800532
SAMEA104488961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000020, 0.008630387475834278, 0.0011213272779799772, 0.0009421091425771336, 0.0034154105636089245, 0.0016904692422690284, 0.47166146828727434, 0.02504428585170665, 0.056037335703841715, 0.016006484384237407, 0.16824072301317655, 0.01600648438423909, 0.024494821772378043, 0.009650546295559479, 0.17482196752936885, 0.0021340128651206043, 0.0021205423550879447, 0.0008532312674820247, 0.00084170562325167, 0.0008549073989244028, 0.0008368151457562642, 0.0008807282945946744, 0.000843335674516187, 0.0008412284569313324, 0.000848649848026187, 0.0009239068165815786, 0.0008439771055708426, 0.000836966494724989, 0.0008544161590857394, 0.0008483190289518892, 0.0008633201961707041, 0.000841629040515613, 0.0009335038318808057, 0.0008180237601313248, 0.0008538209821347493, 0.0008496385120983529, 0.0008588411762831235, 0.0008546590421274928
GCA_000323625.1_ASM32362v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000021, 0.0033699714663104068, 0.0009261761181080019, 0.0008712333125345609, 0.0016844714678512646, 0.0011173566865257105, 0.16894620755602227, 0.008742201513920717, 0.16283729451168125, 0.04658530251971738, 0.4660919780805782, 0.04658530251971991, 0.008554781521512391, 0.0037133436871651603, 0.05970610788302357, 0.0012686245859886488, 0.001251452251933756, 0.0008435730470180302, 0.000832144800752984, 0.0008452795503555109, 0.0008273908264395647, 0.0008708337303513383, 0.000833883818825415, 0.0008317987637089967, 0.0008319112928846011, 0.0008933487558254516, 0.0008343582649876281, 0.0008273671257547418, 0.0008446424789636741, 0.0008386124340896892, 0.0008531129416101633, 0.000831651146945024, 0.0009229734813205438, 0.0008087598240250481, 0.0008440234334662885, 0.0008397393796851684, 0.000848840271805845, 0.0008439489485910907
