#name, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z
NODE_0000005, 0.41211936428922924, 0.050386117999396116, 0.022355743050917483, 0.13938360565296637, 0.02213629085689568, 0.02448216147205755, 0.022136290856895856, 0.14126151054625352, 0.015091704631686223, 0.009228423746674728, 0.008830630874854577, 0.008696297755390141, 0.008634634871258758, 0.008654265184144647, 0.008441688378210506, 0.008547601560108453, 0.008595806952851701, 0.008595806952851734, 0.00892965386943849, 0.008967108306320403, 0.008533942572297932, 0.008533942572297929, 0.008705613459024408, 0.009165739753320627, 0.009165739753320511, 0.010420314081336462
GCA_009670865.1_ASM967086v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000006, 0.13902910563016632, 0.1396875095446366, 0.051457879287398894, 0.4104334813892285, 0.012766377719341708, 0.013620567970447802, 0.012766377719341752, 0.05053848764109769, 0.01092423482224338, 0.010335129918551237, 0.009144021155233483, 0.008752571520227686, 0.00860701491817671, 0.008611306499049978, 0.00838086637308834, 0.008487139886021811, 0.008678230313420788, 0.008678230313420784, 0.00934963578369121, 0.009398758135068595, 0.008518329214023823, 0.008518329214023826, 0.00880368480383778, 0.010304721007232101, 0.010304721007231961, 0.013903288213797032
GCA_003074535.1_ASM307453v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000007, 0.05032686375545035, 0.4140728581353755, 0.14391820109142353, 0.1398659318198276, 0.009953286084142591, 0.010340323490732176, 0.009953286084142586, 0.022083224383865976, 0.00973027911491158, 0.014157037045621488, 0.010431253792416476, 0.00922373334572776, 0.00881362212736104, 0.008772448294712736, 0.008477397253687343, 0.008588854226938959, 0.009232845772041922, 0.009232845772041918, 0.01099110560615206, 0.011078159011987132, 0.008760086966337859, 0.008760086966337857, 0.009411958724686252, 0.014242838131132972, 0.014242838131132786, 0.025338634871811642
GCA_000320465.1_ASM32046v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000008, 0.0233714205348772, 0.14841187474471043, 0.42683432795044207, 0.053573809259466164, 0.009681573418044495, 0.009936756479397825, 0.009681573418044417, 0.01390411436657521, 0.009996977812172531, 0.02671767866900426, 0.014861426453027444, 0.011048967728244721, 0.009800309308582871, 0.009622263834561851, 0.0091126637468395, 0.009244146857459307, 0.01133587831200034, 0.011335878312000301, 0.016600166091287578, 0.01680814638265695, 0.00985974659404042, 0.009859746594040432, 0.011690522995582398, 0.027221440719614017, 0.027221440719613757, 0.06226714869771349
GCA_000324065.1_ASM32406v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000009, 0.01771417889402147, 0.06773810409217329, 0.18027821003522965, 0.029806549429520084, 0.012065927030797662, 0.012332784483984519, 0.012065927030797589, 0.013935733883407676, 0.012702576735553311, 0.06768975954199949, 0.029705800540492933, 0.017519582458178508, 0.013589705297080264, 0.012995179652855711, 0.011778995956865839, 0.011979702129351398, 0.018740643853658784, 0.01874064385365874, 0.035378581378805986, 0.03597188641099741, 0.014021536976635196, 0.014021536976635223, 0.01966929989546926, 0.06967082528520627, 0.06967082528520585, 0.180215502891418
NODE_0000010, 0.01112758398921725, 0.02674246181053875, 0.062308911367550006, 0.014900963428586553, 0.009276582852809866, 0.009463131524646399, 0.009276582852809755, 0.009963910910090861, 0.009811313269927069, 0.14832219452447315, 0.05334651576316489, 0.02295087636394034, 0.013256171095215813, 0.01178987921065496, 0.00924361179255037, 0.009475997316656232, 0.011339010442609545, 0.011339010442609486, 0.016604201220566096, 0.016812184289753295, 0.009862578014875122, 0.00986257801487513, 0.01169363921902743, 0.0272277330937603, 0.027227733093760084, 0.4267746440953313
GCA_003074235.1_ASM307423v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000011, 0.009267218579315926, 0.014173520746184222, 0.02536638232002287, 0.010452406528909369, 0.008606446304908623, 0.008769373340227276, 0.008606446304908538, 0.008921701248211034, 0.009118895640817002, 0.4138222320007715, 0.13920488162508757, 0.0491313572444473, 0.020351691527162184, 0.016117946662764233, 0.008868335771554825, 0.009321926281132075, 0.009238071675807636, 0.009238071675807591, 0.010996726477916646, 0.011083727483051248, 0.008765113633225735, 0.008765113633225708, 0.009417018051556448, 0.014250262008008522, 0.014250262008008366, 0.1438948712269675
GCA_000835005.1_ASM83500v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000012, 0.008768588660478428, 0.010328276547828814, 0.013895651691153353, 0.009141954164371217, 0.00848472829486861, 0.008640829982272967, 0.008484728294868585, 0.008681703208051374, 0.008994086065362903, 0.13928383357335264, 0.40842618194956043, 0.13534557494243318, 0.04526734017446517, 0.03239080130977375, 0.009425981395973278, 0.01064408735454824, 0.008668237763533232, 0.008668237763533196, 0.009337622791866132, 0.009386449023387547, 0.008508647691953157, 0.008508647691953145, 0.008792848243132938, 0.010292099682877967, 0.01029209968287783, 0.05134076205552189
GCA_000323965.1_ASM32396v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000013, 0.008515529999686354, 0.009017146425721202, 0.010183606008198818, 0.008631055261682398, 0.008354876819121136, 0.008505971302875167, 0.008354876819121091, 0.00851089024711497, 0.008856080424504458, 0.04912962193176448, 0.13568652325130748, 0.4008910240510995, 0.12473940678893036, 0.08568437564662712, 0.011020575014438594, 0.014765065182050993, 0.008396615121823579, 0.008396615121823566, 0.008719861407290686, 0.008755878508331013, 0.008336478591592535, 0.008336478591592523, 0.008502154535868214, 0.008951964191751104, 0.008951964191750972, 0.021805364563931735
GCA_000324725.1_ASM32472v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000014, 0.007612528073484456, 0.007767881288726802, 0.008149740812012432, 0.007643987710403274, 0.007504074146469007, 0.007637278013376952, 0.007504074146468991, 0.007631464061819831, 0.007951785137006728, 0.019111492196304557, 0.04370956769361352, 0.12203449582497645, 0.36859552481465974, 0.2565070534409718, 0.014375926549055408, 0.026444047918655327, 0.007501976955158043, 0.007501976955158026, 0.007694870116133629, 0.007723368408076862, 0.00747589258059909, 0.00747589258059906, 0.007590700637896892, 0.007703386859937074, 0.007703386859936965, 0.011447626218499072
GCA_000325365.1_ASM32536v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000015, 0.0031318006326116663, 0.003157111412922142, 0.0032280112464697207, 0.0031351682561618927, 0.003090974732907132, 0.003146884101050513, 0.0030909747329071324, 0.0031429256997089756, 0.0032764547890821692, 0.004639530181393628, 0.00782909716965686, 0.018072573287046048, 0.05149898898200148, 0.7793901134998072, 0.019620572860974614, 0.058867705620370005, 0.003084638204787118, 0.00308463820478711, 0.0031526260520298045, 0.0031641252774731905, 0.0030774406288095984, 0.0030774406288095802, 0.003121220130109263, 0.0031292117625757528, 0.0031292117625757176, 0.003660560142971517
GCA_000269145.1_ASM26914v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000016, 0.00287994809615375, 0.002891571291905544, 0.0029307665272236094, 0.002880177998188729, 0.002844312027236571, 0.00289503406575302, 0.002844312027236578, 0.0028910073802942138, 0.0030138291144510524, 0.003327143315610512, 0.004253119545744636, 0.007248056181907635, 0.017256042615642547, 0.6970370045370303, 0.048979134808634105, 0.16703140573537437, 0.002836995121189304, 0.002836995121189297, 0.0028950609664603576, 0.0029053575647058133, 0.0028315434590751977, 0.002831543459075171, 0.0028699991701913573, 0.002866141922337121, 0.0028661419223370934, 0.003057356025051942
GCA_000169635.1_ASM16963v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 0.0022865204130082316, 0.002292625964953029, 0.002316671641092372, 0.002285968764578689, 0.0022593834088329985, 0.0022985604595816152, 0.002259383408833016, 0.002295356133050794, 0.002392553647444186, 0.002404149285387651, 0.0026366547946504353, 0.003401926197502369, 0.006034561709681858, 0.7537525973258324, 0.14237126340249814, 0.04593068755542243, 0.0022533325344565626, 0.002253332534456547, 0.0022973540906368055, 0.002305270178926275, 0.002249405595103024, 0.0022494055951029963, 0.0022787961883428357, 0.00227300889325944, 0.0022730088932594148, 0.002348221384105911
GCA_000170275.1_ASM17027v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Reference, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000018, 0.014273257755308444, 0.03333462940964128, 0.0762955273253365, 0.018890203865870397, 0.011992245220132999, 0.012239950939076918, 0.011992245220133046, 0.012851721214482963, 0.01269288159870353, 0.03331081176496077, 0.018845430240709376, 0.014177978006062452, 0.012645924166574583, 0.01242795921800952, 0.011782753633050308, 0.01195545043651025, 0.03004552836352876, 0.030045528363528796, 0.07365436839826515, 0.07511276905269333, 0.0176309353386329, 0.017630935338632955, 0.03225714222096661, 0.16382808250353134, 0.1638280825035308, 0.076257657902126
NODE_0000019, 0.00749551988824905, 0.012122281700175028, 0.02261391538668095, 0.008615811940569379, 0.006887697515788801, 0.007017671531883924, 0.006887697515788875, 0.007163526731182573, 0.007293628112004254, 0.012114229926138734, 0.00860205283318201, 0.007462514869598735, 0.007078053317235054, 0.007034822466839426, 0.0067875325270555145, 0.006876678258622045, 0.011256186486653417, 0.011256186486653372, 0.02193072780352647, 0.022307024979793956, 0.008244567702255502, 0.008244567702255493, 0.011835515494045476, 0.37013584102836694, 0.3701358410283675, 0.022599906767087695
GCA_000323505.1_ASM32350v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_000325305.1_ASM32530v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000020, 0.012761337880303694, 0.019955041935869576, 0.036149238433223554, 0.014504650454153474, 0.01179217359393019, 0.012026546717849468, 0.011792173593930262, 0.012250828172816784, 0.012504500830147073, 0.019941206703923638, 0.014481678428660083, 0.012705464119757535, 0.012102708816629252, 0.012037085874279667, 0.011615426008157988, 0.011773964699501963, 0.05931384024966593, 0.0593138402496662, 0.17331008980223384, 0.1769565562347605, 0.026748072401718333, 0.026748072401718434, 0.06489090315761693, 0.06909979448784953, 0.06909979448784892, 0.03612501026378716
NODE_0000021, 0.009128357664924461, 0.011286640191613538, 0.016149760608269628, 0.009649057172228028, 0.008769486810627366, 0.008934408422339979, 0.008769486810627447, 0.008995360351598454, 0.009297115077849912, 0.011279361664292253, 0.009638165454366179, 0.009098335421328943, 0.00890341791367027, 0.008898803359674766, 0.008649859959769053, 0.008761056772766262, 0.12776794308785985, 0.12776794308786055, 0.41038421589473606, 0.05873029413388123, 0.013238334055857021, 0.013238334055857176, 0.02471235305792636, 0.025907606532843765, 0.025907606532843394, 0.016136695904388074
GCA_000324565.1_ASM32456v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000022, 0.00649790755274312, 0.00703568541731816, 0.008259836057184491, 0.006624601138091347, 0.006358877389517946, 0.006471725829575527, 0.006358877389518018, 0.006481278758737092, 0.0067355024696489525, 0.007031525508685802, 0.006618887797992506, 0.00648042667981777, 0.0064222391834701095, 0.006434326105204682, 0.006278098279003069, 0.006354583730321295, 0.3548653774515419, 0.35486537745154373, 0.11054185120289821, 0.018702398211117827, 0.007442872520977047, 0.007442872520977108, 0.010303912414459947, 0.010569273743856734, 0.01056927374385655, 0.008252411451941022
GCA_002005285.1_ASM200528v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_015158755.1_ASM1515875v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000023, 0.009533353678802089, 0.011772108152914637, 0.01681659682234863, 0.010073336888927049, 0.009159015382037951, 0.009333085991972597, 0.009159015382037991, 0.009396026464385641, 0.009712977429422811, 0.011764436759774748, 0.010061884936861712, 0.00950177752149383, 0.009299242702562112, 0.009294575823645521, 0.009032986928578112, 0.009150108597662838, 0.0238944961694849, 0.02389449616948503, 0.05971137624032289, 0.4222814037091254, 0.04685334376198859, 0.0468533437619885, 0.14279583046100658, 0.026926174253386094, 0.02692617425338574, 0.016802831756397945
GCA_008630435.1_ASM863043v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000024, 0.008370780397943034, 0.009056593188572147, 0.010618056287906361, 0.008532116208145719, 0.008189899724832845, 0.008338978150857247, 0.008189899724832857, 0.008350641321361764, 0.008680425237201386, 0.009051091231594494, 0.008524569437289669, 0.008347754871149868, 0.008272983310269903, 0.00828839335940895, 0.0080836309965546, 0.008184158147567564, 0.012611725509584452, 0.012611725509584492, 0.023472270173372427, 0.1369940331621338, 0.12040772721722748, 0.12040772721722634, 0.3987077094754129, 0.01354941582215621, 0.013549415822155937, 0.010608278495657587
GCA_000323945.1_ASM32394v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000025, 0.006397600030210943, 0.006576079612919718, 0.0069991965911493466, 0.006436071413444716, 0.006301963435469162, 0.006412115789736077, 0.006301963435469168, 0.00640919453428555, 0.006673880535286295, 0.006572313394605525, 0.006431125879664532, 0.006381686451048028, 0.006353103172715498, 0.006370632813214304, 0.006223597605880824, 0.006298309407598447, 0.007383064936193435, 0.0073830649361933945, 0.010132342359935195, 0.03845956089690742, 0.35194052603162546, 0.35194052603162274, 0.10734203615043669, 0.007643738088353846, 0.007643738088353679, 0.006992568377679916
GCA_000323565.1_ASM32356v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
GCA_016102905.1_ASM1610290v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
