#name, A, B, C, D, E, F, G, H, I, J
GCA_000320465.1_ASM32046v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000008, 0.743377650444334, 0.007137874684739761, 0.00670587310020541, 0.009289315593214385, 0.03753097687431033, 0.006265348099036173, 0.15550624195718632, 0.006532288667508569, 0.02124410400364927, 0.006410326575815845
GCA_000324065.1_ASM32406v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000009, 0.47033105396706, 0.008291748311444278, 0.008460417146064703, 0.020742217084547383, 0.022071048132290577, 0.007419050945336122, 0.4113949970842585, 0.007715313674186552, 0.03603944087420649, 0.0075347127806050926
NODE_0000010, 0.28756667418481047, 0.007687341395336015, 0.00733170110158869, 0.05477279287790669, 0.01399087586471972, 0.007099094238976588, 0.5889340740443092, 0.007397247905955645, 0.018123094987880003, 0.0070971033985171746
GCA_003074235.1_ASM307423v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000011, 0.4035340645943981, 0.01209434445348797, 0.011491137889113837, 0.26108524194339167, 0.018981111819559544, 0.011672638483751455, 0.23535207656354562, 0.012690125375819292, 0.021611125020447996, 0.011488133856484463
GCA_000835005.1_ASM83500v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000012, 0.7618945690907531, 0.008980286550220663, 0.008486665492084985, 0.05923380240650293, 0.016756434556137293, 0.009457708525209786, 0.09404300733224794, 0.012582746061263552, 0.019827724854957287, 0.008737055130622342
GCA_000323965.1_ASM32396v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000013, 0.8350928109966418, 0.008029635843283242, 0.007590509799472988, 0.019542278536439413, 0.0158660369974122, 0.012038759623887103, 0.05104376332441991, 0.02283803436137227, 0.019081078126474586, 0.00887709239059649
GCA_000324725.1_ASM32472v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000014, 0.7569096834140513, 0.01072718460002515, 0.010243379279526855, 0.013690098317937374, 0.019108975818230806, 0.031453000169973426, 0.040499602119444277, 0.07877376691108805, 0.02224918206179809, 0.01634512730792467
GCA_000325365.1_ASM32536v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000015, 0.3456310910552833, 0.015622030250420832, 0.015170642221241268, 0.01621439670307961, 0.022189778440918514, 0.12362227539562383, 0.033730834018457646, 0.3583486025231835, 0.02408317050218181, 0.045387178889609824
GCA_000269145.1_ASM26914v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000016, 0.27081800763465613, 0.015793998336193753, 0.015416928508756256, 0.015755846507479337, 0.02096990558675809, 0.371480301698493, 0.028755495689984423, 0.12460898763281684, 0.02227525950349822, 0.11412526890136394
GCA_000169635.1_ASM16963v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000017, 0.41359936128802316, 0.014022372285734306, 0.013667419827023384, 0.013683830204605856, 0.019258426582965026, 0.11295853075633414, 0.026537615980241167, 0.044277816637025826, 0.02061322977395066, 0.3213813966640966
GCA_000170275.1_ASM17027v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Reference, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000018, 0.4703177340918751, 0.008254210294390945, 0.010614844159446498, 0.011489298240976907, 0.0172410923387838, 0.007420281382492186, 0.38622947632416754, 0.0076821889422750015, 0.07321053798428268, 0.007540336241309474
NODE_0000019, 0.44348833297547474, 0.0052261836223113705, 0.005381968186015036, 0.005831624896274531, 0.009429434056890578, 0.004700240845039204, 0.494535832603874, 0.0048414896691675105, 0.021802962463266875, 0.004761930681686007
GCA_000323505.1_ASM32350v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_000325305.1_ASM32530v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000020, 0.5389128793278175, 0.009980977063212125, 0.022680803352994994, 0.01052620917754593, 0.018040086194615914, 0.009153084045933296, 0.15460573345038198, 0.009433660848214648, 0.21738463584560466, 0.00928193069367915
NODE_0000021, 0.7367383723944765, 0.009053014699484553, 0.057420478033545115, 0.008756496665670362, 0.016506300351971686, 0.008300608073649308, 0.06826057136299804, 0.008595277409397402, 0.07790936119586062, 0.008459519812946507
GCA_000324565.1_ASM32456v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000022, 0.6414702210327571, 0.010149448698848887, 0.21792282457394255, 0.009674735285641306, 0.016825821241260155, 0.009497058310279676, 0.03888437029734108, 0.009777049733817971, 0.03616031389270872, 0.009638156933402668
GCA_002005285.1_ASM200528v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_015158755.1_ASM1515875v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000023, 0.32185439482510475, 0.0061408226130554, 0.008110524108411456, 0.006034118872348887, 0.010302763566494942, 0.005722875980694098, 0.04348643262803778, 0.005877233910115901, 0.5866817215586957, 0.005789111937041361
GCA_008630435.1_ASM863043v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000024, 0.49024621464992574, 0.005296982759906001, 0.005553568864891269, 0.00500752046498332, 0.009398838798614056, 0.0048958493210613085, 0.02420398416912937, 0.005061603648719707, 0.44535213315144595, 0.004983304171323227
GCA_000323945.1_ASM32394v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000025, 0.4224192711424045, 0.004666212849678665, 0.00459768840835001, 0.0044121920678747515, 0.007792333337752024, 0.004367040087705454, 0.014972585225303793, 0.00449661495151107, 0.5278450009011371, 0.0044310610282827295
GCA_000323565.1_ASM32356v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_016102905.1_ASM1610290v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
